[1740779518.1394985]	Q_Header<(2621443, 33304, 257, 173, 250, 8, 58, 0, 48)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 0, 0, 0, 0, 8, 0, 0, 17, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 230, 253, 253, 223, 238, 173, 253, 253, 253, 203, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 83, 94, 193, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7481673510697898, y=-0.6525865000520634, z=0.04296865843964203, w=0.11193823803736291)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.03888888888888889, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.22, y=0.08, z=0.06)>	COMP<58>
[1740779519.478854]	Q_Header<(2621443, 33438, 257, 173, 250, 8, 58, 134, 92)>	Q_Data<(0, 0, 66, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 15, 11, 16, 8, 0, 0, 36, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 70, 74, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 211, 216, 0, 0, 0, 0, 110, 218, 0, 200, 168, 228, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 132, 30, 0, 0, 0, 0, 0, 0, 0, 0, 183, 253, 159, 0, 0, 243, 253, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239, 246, 193, 253, 155, 253, 253, 68, 0, 253, 199, 0, 0, 0, 0, 111, 0, 0, 0, 52, 86, 148, 91, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7595827742012632, y=-0.6405641796096632, z=0.04425050311738978, w=0.1036987652364762)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.008888888888888889, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.62, y=0.41, z=-0.1)>	COMP<62>
[1740779519.488818]	Q_Header<(2621443, 33439, 257, 173, 250, 8, 58, 135, 85)>	Q_Data<(0, 0, 50, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 0, 13, 12, 0, 0, 0, 0, 0, 21, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 138, 242, 243, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 189, 60, 0, 0, 49, 252, 253, 234, 253, 197, 253, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 190, 110, 71, 0, 0, 0, 0, 0, 0, 0, 0, 66, 129, 0, 58, 0, 0, 102, 95, 0, 0, 0, 96, 84, 0, 0, 0, 0, 0, 0, 0, 0, 111, 101, 119, 128, 253, 200, 0, 0, 251, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 143, 16, 0, 0, 10)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7595827742012632, y=-0.6405641796096632, z=0.04425050311738978, w=0.1036987652364762)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.008888888888888889, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.62, y=0.41, z=-0.1)>	COMP<62>
[1740779519.4986997]	Q_Header<(2621443, 33440, 257, 173, 250, 8, 58, 136, 72)>	Q_Data<(0, 0, 33, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 6, 0, 0, 0, 19, 9, 32, 13, 40, 29, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 130, 103, 186, 209, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 190, 103, 0, 79, 0, 253, 253, 253, 253, 246, 253, 253, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 253, 253, 117, 0, 0, 0, 0, 0, 0, 0, 64, 196, 179, 136, 0, 129, 91, 133, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7595827742012632, y=-0.6405641796096632, z=0.04425050311738978, w=0.1036987652364762)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.008888888888888889, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.62, y=0.41, z=-0.1)>	COMP<62>
[1740779519.511713]	Q_Header<(2621443, 33441, 257, 173, 250, 8, 58, 137, 74)>	Q_Data<(0, 0, 31, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 0, 0, 0, 14, 0, 24, 13, 36, 34, 54, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 55, 32, 49, 34, 213, 253, 253, 253, 253, 253, 253, 253, 253, 140, 253, 132, 157, 153, 128, 253, 253, 253, 253, 253, 253, 253, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 130, 253, 253, 253, 0, 0, 132, 212, 0, 0, 0, 194, 253, 226, 223, 0, 253, 253, 253, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7601992331248648, y=-0.6401420760348119, z=0.044861215282759985, w=0.10150231430643518)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.02666666666666667, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.56, y=0.38, z=-0.13)>	COMP<63>
[1740779519.5193584]	Q_Header<(2621443, 33442, 257, 173, 250, 8, 58, 138, 71)>	Q_Data<(0, 0, 46, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 5, 0, 19, 16, 0, 30, 0, 21, 0, 32, 40, 52, 35, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 214, 245, 206, 167, 234, 253, 253, 253, 253, 208, 194, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 171, 253, 253, 253, 0, 145, 253, 253, 53, 0, 0, 111, 253, 160, 253, 0, 253, 253, 253, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7601992331248648, y=-0.6401420760348119, z=0.044861215282759985, w=0.10150231430643518)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.02666666666666667, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.56, y=0.38, z=-0.13)>	COMP<63>
[1740779519.5297778]	Q_Header<(2621443, 33443, 257, 173, 250, 8, 58, 139, 71)>	Q_Data<(0, 0, 57, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 0, 0, 14, 13, 12, 13, 0, 20, 39, 41, 33, 26, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 150, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 191, 172, 125, 253, 180, 253, 253, 105, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 253, 253, 251, 0, 99, 253, 253, 0, 0, 0, 58, 212, 0, 164, 0, 253, 253, 253, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 170, 85)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7601992331248648, y=-0.6401420760348119, z=0.044861215282759985, w=0.10150231430643518)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.02666666666666667, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.56, y=0.38, z=-0.13)>	COMP<63>
[1740779519.539195]	Q_Header<(2621443, 33444, 257, 173, 250, 8, 58, 140, 70)>	Q_Data<(0, 0, 38, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 7, 13, 34, 0, 0, 6, 42, 23, 0, 15, 37, 12, 27, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 183, 221, 253, 253, 253, 253, 253, 253, 253, 253, 0, 212, 200, 253, 213, 173, 134, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 76, 241, 185, 0, 0, 188, 157, 0, 0, 0, 0, 0, 137, 54, 0, 192, 253, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 253, 253)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7601992331248648, y=-0.6401420760348119, z=0.044861215282759985, w=0.10150231430643518)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.02666666666666667, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.56, y=0.38, z=-0.13)>	COMP<63>
[1740779519.5485632]	Q_Header<(2621443, 33445, 257, 173, 250, 8, 58, 141, 69)>	Q_Data<(0, 0, 62, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 15, 16, 0, 21, 35, 25, 37, 38, 24, 21, 34, 42, 41, 0, 43, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 0, 147, 217, 253, 253, 253, 253, 253, 253, 253, 83, 253, 253, 253, 112, 210, 103, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 44, 0, 0, 0, 0, 0, 0, 178, 253, 213, 62, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 253, 253)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7610928470208623, y=-0.6396964017342147, z=0.04553129622113579, w=0.09722701726577655)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.023333333333333334, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.56, y=0.48, z=-0.04)>	COMP<54>
[1740779519.5594985]	Q_Header<(2621443, 33446, 257, 173, 250, 8, 58, 142, 73)>	Q_Data<(0, 0, 55, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 12, 10, 0, 0, 21, 25, 30, 12, 0, 19, 40, 27, 9, 56, 44, 47, 28, 41, 56, 31, 40, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 99, 196, 253, 253, 253, 253, 253, 253, 127, 253, 253, 253, 191, 179, 103, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 88, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 164)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7610928470208623, y=-0.6396964017342147, z=0.04553129622113579, w=0.09722701726577655)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.023333333333333334, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.56, y=0.48, z=-0.04)>	COMP<54>
[1740779519.5690303]	Q_Header<(2621443, 33447, 257, 173, 250, 8, 58, 143, 87)>	Q_Data<(0, 0, 60, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 10, 0, 0, 23, 28, 18, 29, 0, 0, 45, 50, 64, 49, 49, 66, 36, 60, 68, 94, 123, 18, 29, 0, 7, 57, 36, 39, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 38, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 197, 0, 236, 133, 0, 0, 0, 0, 253, 253, 135, 0, 0, 0, 0, 0, 0, 0, 133, 100, 0, 0, 0, 82, 212, 68, 253, 253, 253, 253, 253, 0, 0, 142, 148, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7610928470208623, y=-0.6396964017342147, z=0.04553129622113579, w=0.09722701726577655)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.023333333333333334, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.56, y=0.48, z=-0.04)>	COMP<54>
[1740779519.5788214]	Q_Header<(2621443, 33448, 257, 173, 250, 8, 58, 144, 84)>	Q_Data<(0, 0, 36, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 0, 54, 77, 97, 97, 115, 72, 115, 108, 95, 115, 125, 228, 217, 61, 52, 55, 51, 98, 55, 89, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 218, 253, 253, 253, 253, 253, 253, 253, 253, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 0, 66, 253, 253, 115, 253, 253, 149, 0, 0, 8, 253, 253, 253, 61, 0, 0, 0, 0, 0, 0, 218, 247, 0, 0, 110, 253, 253, 253, 253, 253, 253, 253, 253, 223, 205, 253, 253, 253, 141, 66, 79, 89, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7618614454644422, y=-0.6392384969034693, z=0.04651004818489866, w=0.0936915012648549)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=-0.03888888888888889, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.75, y=0.35, z=-0.14)>	COMP<54>
[1740779519.5888653]	Q_Header<(2621443, 33449, 257, 173, 250, 8, 58, 145, 87)>	Q_Data<(0, 0, 38, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 12, 0, 0, 12, 19, 97, 134, 165, 177, 130, 152, 187, 134, 202, 250, 253, 253, 253, 125, 42, 73, 52, 81, 156, 169, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 13, 160, 149, 253, 253, 253, 253, 253, 253, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 138, 169, 253, 253, 80, 253, 253, 253, 0, 0, 34, 253, 253, 253, 224, 0, 0, 0, 0, 0, 245, 253, 253, 13, 0, 192, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 250, 120, 184, 253, 104, 43, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7618614454644422, y=-0.6392384969034693, z=0.04651004818489866, w=0.0936915012648549)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=-0.03888888888888889, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.75, y=0.35, z=-0.14)>	COMP<54>
[1740779519.598826]	Q_Header<(2621443, 33450, 257, 173, 250, 8, 58, 146, 81)>	Q_Data<(0, 0, 52, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 14, 75, 74, 160, 196, 239, 253, 197, 253, 253, 136, 246, 253, 253, 253, 253, 205, 135, 75, 61, 60, 224, 211, 76, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 59, 179, 253, 253, 253, 253, 253, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 105, 182, 253, 253, 109, 253, 253, 253, 0, 0, 0, 253, 253, 241, 187, 0, 0, 0, 0, 48, 253, 253, 245, 0, 203, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 134, 253, 253, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7618614454644422, y=-0.6392384969034693, z=0.04651004818489866, w=0.0936915012648549)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=-0.03888888888888889, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.75, y=0.35, z=-0.14)>	COMP<54>
[1740779519.6089425]	Q_Header<(2621443, 33451, 257, 173, 250, 8, 58, 147, 84)>	Q_Data<(0, 0, 40, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 14, 22, 17, 85, 78, 112, 87, 171, 176, 202, 253, 253, 253, 253, 228, 219, 253, 253, 253, 253, 253, 253, 49, 97, 168, 253, 253, 239, 112, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 163, 123, 188, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 241, 203, 0, 235, 253, 253, 47, 0, 0, 208, 253, 167, 109, 0, 0, 0, 0, 0, 253, 253, 120, 195, 253, 253, 253, 253, 253, 253, 253, 253, 240, 253, 107, 253, 253, 253, 253, 193, 107, 170, 253, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7626301933900727, y=-0.6386684548726467, z=0.04754613210491129, w=0.09075879132221193)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.042222222222222223, z=0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.47, y=0.25, z=-0.12)>	COMP<59>
[1740779519.6188045]	Q_Header<(2621443, 33452, 257, 173, 250, 8, 58, 148, 94)>	Q_Data<(0, 0, 24, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 9, 7, 14, 53, 79, 132, 130, 148, 91, 169, 83, 133, 253, 253, 253, 253, 253, 168, 253, 253, 253, 230, 253, 253, 44, 170, 248, 253, 253, 253, 145, 108, 64, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 56, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 76, 0, 134, 253, 162, 0, 0, 0, 91, 130, 110, 40, 0, 0, 0, 0, 0, 235, 186, 0, 142, 253, 253, 253, 253, 253, 150, 34, 0, 156, 107, 118, 253, 253, 253, 253, 109, 0, 68, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7626301933900727, y=-0.6386684548726467, z=0.04754613210491129, w=0.09075879132221193)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.042222222222222223, z=0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.47, y=0.25, z=-0.12)>	COMP<59>
[1740779519.6286263]	Q_Header<(2621443, 33453, 257, 173, 250, 8, 58, 149, 67)>	Q_Data<(0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 20, 59, 78, 108, 149, 154, 158, 175, 190, 213, 213, 253, 253, 253, 253, 253, 253, 253, 253, 253, 221, 173, 253, 253, 87, 238, 181, 253, 253, 253, 148, 148, 102, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 98, 239, 130, 215, 243, 108, 0, 0, 0, 0, 0, 0, 110, 253, 253, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7626301933900727, y=-0.6386684548726467, z=0.04754613210491129, w=0.09075879132221193)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.042222222222222223, z=0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.47, y=0.25, z=-0.12)>	COMP<59>
[1740779519.6387367]	Q_Header<(2621443, 33454, 257, 173, 250, 8, 58, 150, 52)>	Q_Data<(0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 31, 128, 150, 133, 183, 162, 154, 241, 253, 253, 159, 253, 253, 253, 253, 253, 253, 253, 253, 201, 218, 154, 253, 242, 122, 253, 253, 253, 253, 253, 72, 125, 102, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7626301933900727, y=-0.6386684548726467, z=0.04754613210491129, w=0.09075879132221193)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.042222222222222223, z=0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.47, y=0.25, z=-0.12)>	COMP<59>
