[1740780605.4664876]	Q_Header<(2621443, 10982, 257, 173, 250, 8, 58, 0, 17)>	Q_Data<(0, 0, 0, 79, 0, 84, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 42, 32, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4676990529186929, y=-0.8791863313707127, z=0.08941395178466463, w=-0.017150389386683115)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=-0.008888888888888889, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=-0.03)>	COMP<139>
[1740780606.7165928]	Q_Header<(2621443, 11107, 257, 173, 250, 8, 58, 125, 29)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 0, 0, 0, 0, 0, 0, 0, 158, 253, 253, 253, 253, 253, 162, 175, 110, 81, 74, 31, 83, 114, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4632547891923552, y=-0.8815879018569669, z=0.08886679487010134, w=-0.017333907790596688)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.027777777777777776, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.1, z=-0.09)>	COMP<145>
[1740780606.7265263]	Q_Header<(2621443, 11108, 257, 173, 250, 8, 58, 126, 29)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 94, 253, 253, 253, 253, 242, 159, 143, 69, 64, 59, 0, 76, 114, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4632547891923552, y=-0.8815879018569669, z=0.08886679487010134, w=-0.017333907790596688)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.027777777777777776, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.1, z=-0.09)>	COMP<145>
[1740780606.7366836]	Q_Header<(2621443, 11109, 257, 173, 250, 8, 58, 127, 26)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 118, 253, 253, 253, 122, 109, 91, 4, 24, 34, 0, 31, 79, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4632547891923552, y=-0.8815879018569669, z=0.08886679487010134, w=-0.017333907790596688)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.027777777777777776, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.1, z=-0.09)>	COMP<145>
[1740780606.7465606]	Q_Header<(2621443, 11110, 257, 173, 250, 8, 58, 128, 29)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 95, 147, 253, 253, 171, 198, 120, 88, 44, 19, 30, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4626579692946514, y=-0.8818578285447393, z=0.08929665027415237, w=-0.0173344146806967)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.023333333333333334, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.16, z=0.01)>	COMP<142>
[1740780606.756369]	Q_Header<(2621443, 11111, 257, 173, 250, 8, 58, 129, 31)>	Q_Data<(0, 0, 73, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 24, 157, 235, 253, 253, 253, 253, 161, 77, 27, 90, 72, 0, 18, 14, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4626579692946514, y=-0.8818578285447393, z=0.08929665027415237, w=-0.0173344146806967)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.023333333333333334, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.16, z=0.01)>	COMP<142>
[1740780606.7663293]	Q_Header<(2621443, 11112, 257, 173, 250, 8, 58, 130, 24)>	Q_Data<(0, 0, 73, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 55, 186, 253, 253, 253, 253, 253, 198, 48, 98, 145, 111, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4626579692946514, y=-0.8818578285447393, z=0.08929665027415237, w=-0.0173344146806967)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.023333333333333334, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.16, z=0.01)>	COMP<142>
[1740780606.770693]	Q_Header<(2621443, 11113, 257, 173, 250, 8, 58, 131, 23)>	Q_Data<(0, 0, 72, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 80, 189, 253, 253, 253, 253, 253, 205, 90, 113, 148, 118, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4626579692946514, y=-0.8818578285447393, z=0.08929665027415237, w=-0.0173344146806967)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.023333333333333334, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.16, z=0.01)>	COMP<142>
[1740780606.7865336]	Q_Header<(2621443, 11114, 257, 173, 250, 8, 58, 132, 24)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 100, 203, 253, 253, 253, 253, 253, 203, 147, 60, 110, 81, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.46203644091095963, y=-0.8821417015173183, z=0.08972173951639506, w=-0.0172729607368298)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.023333333333333334, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.18, z=-0.07)>	COMP<143>
[1740780606.7969422]	Q_Header<(2621443, 11115, 257, 173, 250, 8, 58, 133, 30)>	Q_Data<(0, 0, 66, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 45, 113, 195, 211, 253, 253, 253, 253, 190, 177, 48, 87, 46, 31, 28, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.46203644091095963, y=-0.8821417015173183, z=0.08972173951639506, w=-0.0172729607368298)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.023333333333333334, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.18, z=-0.07)>	COMP<143>
[1740780606.8065155]	Q_Header<(2621443, 11116, 257, 173, 250, 8, 58, 134, 30)>	Q_Data<(0, 0, 68, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 45, 110, 118, 181, 253, 253, 221, 167, 160, 156, 60, 85, 42, 50, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.46203644091095963, y=-0.8821417015173183, z=0.08972173951639506, w=-0.0172729607368298)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.023333333333333334, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.18, z=-0.07)>	COMP<143>
[1740780606.816792]	Q_Header<(2621443, 11117, 257, 173, 250, 8, 58, 135, 36)>	Q_Data<(0, 0, 14, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 38, 116, 167, 126, 253, 253, 253, 181, 109, 95, 0, 64, 0, 35, 29, 0, 0, 0, 0, 0, 3, 28, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.46117530120475103, y=-0.882556227557001, z=0.09008665227345322, w=-0.017211677466879273)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.016666666666666666, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.13, z=-0.1)>	COMP<143>
[1740780606.8264616]	Q_Header<(2621443, 11118, 257, 173, 250, 8, 58, 136, 27)>	Q_Data<(0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 124, 239, 223, 253, 253, 253, 132, 83, 18, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 64, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.46117530120475103, y=-0.882556227557001, z=0.09008665227345322, w=-0.017211677466879273)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.016666666666666666, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.13, z=-0.1)>	COMP<143>
[1740780606.8375587]	Q_Header<(2621443, 11119, 257, 173, 250, 8, 58, 137, 33)>	Q_Data<(0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 72, 100, 253, 253, 253, 253, 253, 120, 62, 47, 25, 24, 0, 0, 0, 14, 0, 0, 0, 0, 109, 197, 196, 35, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.46117530120475103, y=-0.882556227557001, z=0.09008665227345322, w=-0.017211677466879273)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.016666666666666666, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.13, z=-0.1)>	COMP<143>
[1740780606.8463972]	Q_Header<(2621443, 11120, 257, 173, 250, 8, 58, 138, 35)>	Q_Data<(0, 0, 32, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 142, 173, 194, 253, 253, 253, 203, 159, 133, 105, 21, 0, 0, 0, 6, 0, 0, 0, 0, 0, 175, 253, 253, 108, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4607030846237517, y=-0.8827700997500425, z=0.09039497460622367, w=-0.017273313851155502)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.012222222222222223, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.09, z=0.05)>	COMP<142>
[1740780606.856315]	Q_Header<(2621443, 11121, 257, 173, 250, 8, 58, 139, 35)>	Q_Data<(0, 0, 27, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 195, 252, 235, 253, 253, 253, 253, 247, 133, 113, 34, 71, 78, 0, 24, 0, 0, 0, 0, 26, 205, 253, 253, 180, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4607030846237517, y=-0.8827700997500425, z=0.09039497460622367, w=-0.017273313851155502)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.012222222222222223, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.09, z=0.05)>	COMP<142>
[1740780606.866212]	Q_Header<(2621443, 11122, 257, 173, 250, 8, 58, 140, 32)>	Q_Data<(0, 0, 31, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 208, 253, 253, 253, 253, 253, 253, 253, 138, 65, 32, 107, 113, 15, 42, 0, 0, 0, 0, 33, 212, 253, 253, 173, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4607030846237517, y=-0.8827700997500425, z=0.09039497460622367, w=-0.017273313851155502)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.012222222222222223, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.09, z=0.05)>	COMP<142>
[1740780606.8776102]	Q_Header<(2621443, 11123, 257, 173, 250, 8, 58, 141, 33)>	Q_Data<(0, 0, 64, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 177, 230, 253, 253, 253, 253, 253, 253, 172, 57, 37, 107, 110, 6, 27, 0, 0, 0, 0, 16, 183, 253, 213, 103, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4603770368385046, y=-0.8829131930141598, z=0.09063501255537311, w=-0.017394598369213022)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.0011111111111111111, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.07, z=0.13)>	COMP<141>
