[1740780592.9663126]	Q_Header<(2621443, 9732, 257, 173, 250, 8, 58, 0, 15)>	Q_Data<(0, 0, 0, 79, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 41, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4782163032456886, y=-0.8737289573659263, z=0.08697616236440411, w=-0.018493878734325928)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.016666666666666666, z=-0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.15, z=0.16)>	COMP<149>
[1740780594.3264427]	Q_Header<(2621443, 9868, 257, 173, 250, 8, 58, 136, 33)>	Q_Data<(0, 0, 11, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 134, 204, 179, 253, 253, 184, 171, 72, 59, 0, 80, 71, 0, 0, 12, 0, 0, 0, 0, 17, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47747746615092446, y=-0.8743275856592091, z=0.08532704815019716, w=-0.01690671841030373)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.021111111111111112, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.14, z=-0.03)>	COMP<141>
[1740780594.336596]	Q_Header<(2621443, 9869, 257, 173, 250, 8, 58, 137, 34)>	Q_Data<(0, 0, 45, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 122, 60, 253, 253, 253, 247, 72, 137, 86, 0, 49, 24, 0, 0, 13, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47747746615092446, y=-0.8743275856592091, z=0.08532704815019716, w=-0.01690671841030373)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.021111111111111112, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.14, z=-0.03)>	COMP<141>
[1740780594.3464851]	Q_Header<(2621443, 9870, 257, 173, 250, 8, 58, 138, 30)>	Q_Data<(0, 0, 64, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 81, 158, 253, 253, 253, 216, 129, 202, 137, 12, 28, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 56, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47717080554954816, y=-0.8745079690347821, z=0.08526574767878214, w=-0.016540456421581935)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=0.024444444444444446, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.15, z=0.08)>	COMP<143>
[1740780594.3564885]	Q_Header<(2621443, 9871, 257, 173, 250, 8, 58, 139, 32)>	Q_Data<(0, 0, 45, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 124, 129, 253, 253, 253, 251, 188, 225, 164, 24, 0, 18, 0, 0, 0, 0, 0, 0, 0, 91, 108, 135, 153, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47717080554954816, y=-0.8745079690347821, z=0.08526574767878214, w=-0.016540456421581935)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=0.024444444444444446, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.15, z=0.08)>	COMP<143>
[1740780594.366493]	Q_Header<(2621443, 9872, 257, 173, 250, 8, 58, 140, 36)>	Q_Data<(0, 0, 38, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 200, 225, 253, 253, 253, 253, 198, 198, 159, 38, 33, 69, 18, 0, 30, 0, 0, 0, 52, 186, 221, 203, 247, 89, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47717080554954816, y=-0.8745079690347821, z=0.08526574767878214, w=-0.016540456421581935)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=0.024444444444444446, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.15, z=0.08)>	COMP<143>
[1740780594.3765748]	Q_Header<(2621443, 9873, 257, 173, 250, 8, 58, 141, 37)>	Q_Data<(0, 0, 59, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 17, 128, 207, 253, 253, 253, 253, 253, 141, 140, 135, 45, 60, 81, 7, 0, 0, 0, 0, 0, 70, 221, 253, 182, 253, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4766950717842488, y=-0.8747751304496613, z=0.08526799171352056, w=-0.01611363622932672)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.023333333333333334, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.18, z=0.01)>	COMP<145>
[1740780594.3864532]	Q_Header<(2621443, 9874, 257, 173, 250, 8, 58, 142, 33)>	Q_Data<(0, 0, 68, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 129, 196, 253, 253, 253, 253, 253, 87, 88, 91, 47, 44, 80, 0, 0, 0, 0, 0, 0, 32, 164, 226, 113, 200, 42, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4766950717842488, y=-0.8747751304496613, z=0.08526799171352056, w=-0.01611363622932672)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.023333333333333334, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.18, z=0.01)>	COMP<145>
[1740780594.3964646]	Q_Header<(2621443, 9875, 257, 173, 250, 8, 58, 143, 34)>	Q_Data<(0, 0, 69, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 77, 128, 253, 253, 253, 210, 208, 151, 149, 152, 113, 17, 64, 17, 0, 0, 0, 0, 0, 107, 155, 148, 139, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4766950717842488, y=-0.8747751304496613, z=0.08526799171352056, w=-0.01611363622932672)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.023333333333333334, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.18, z=0.01)>	COMP<145>
[1740780594.4076133]	Q_Header<(2621443, 9876, 257, 173, 250, 8, 58, 144, 37)>	Q_Data<(0, 0, 66, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 57, 182, 253, 253, 253, 253, 253, 205, 212, 154, 0, 16, 8, 0, 0, 0, 0, 43, 229, 253, 253, 240, 100, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47630961170486025, y=-0.8749839304716653, z=0.08532558138946625, w=-0.01586884918545152)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.024444444444444446, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.21, z=-0.03)>	COMP<145>
[1740780594.4163978]	Q_Header<(2621443, 9877, 257, 173, 250, 8, 58, 145, 32)>	Q_Data<(0, 0, 67, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 178, 253, 253, 183, 253, 253, 228, 238, 195, 37, 0, 0, 0, 0, 0, 0, 73, 253, 253, 253, 253, 227, 184, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47630961170486025, y=-0.8749839304716653, z=0.08532558138946625, w=-0.01586884918545152)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.024444444444444446, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.21, z=-0.03)>	COMP<145>
[1740780594.426398]	Q_Header<(2621443, 9878, 257, 173, 250, 8, 58, 146, 35)>	Q_Data<(0, 0, 70, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 200, 253, 253, 253, 253, 253, 227, 253, 253, 94, 30, 29, 0, 6, 0, 0, 87, 253, 253, 253, 253, 253, 253, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47630961170486025, y=-0.8749839304716653, z=0.08532558138946625, w=-0.01586884918545152)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.024444444444444446, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.21, z=-0.03)>	COMP<145>
[1740780594.4364507]	Q_Header<(2621443, 9879, 257, 173, 250, 8, 58, 147, 36)>	Q_Data<(0, 0, 60, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 190, 253, 253, 252, 253, 224, 212, 253, 253, 125, 13, 63, 13, 0, 0, 0, 78, 253, 253, 225, 173, 253, 243, 223, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47630961170486025, y=-0.8749839304716653, z=0.08532558138946625, w=-0.01586884918545152)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.024444444444444446, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.21, z=-0.03)>	COMP<145>
[1740780594.4465096]	Q_Header<(2621443, 9880, 257, 173, 250, 8, 58, 148, 36)>	Q_Data<(0, 0, 40, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 253, 253, 253, 253, 141, 183, 253, 253, 145, 39, 72, 32, 0, 0, 0, 57, 247, 253, 130, 253, 253, 215, 253, 125, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47594654744007947, y=-0.8751728063276866, z=0.08544821318493348, w=-0.015685850563234217)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.021111111111111112, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.22, z=0.0)>	COMP<140>
[1740780594.456368]	Q_Header<(2621443, 9881, 257, 173, 250, 8, 58, 149, 33)>	Q_Data<(0, 0, 19, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 253, 253, 253, 253, 250, 137, 251, 253, 147, 96, 97, 36, 0, 0, 0, 25, 215, 253, 253, 253, 253, 253, 253, 143, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47594654744007947, y=-0.8751728063276866, z=0.08544821318493348, w=-0.015685850563234217)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.021111111111111112, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.22, z=0.0)>	COMP<140>
[1740780594.4665003]	Q_Header<(2621443, 9882, 257, 173, 250, 8, 58, 150, 44)>	Q_Data<(0, 0, 34, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 86, 253, 253, 253, 253, 253, 74, 207, 187, 151, 126, 110, 19, 0, 0, 0, 64, 81, 253, 253, 253, 99, 220, 252, 123, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47594654744007947, y=-0.8751728063276866, z=0.08544821318493348, w=-0.015685850563234217)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.021111111111111112, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.22, z=0.0)>	COMP<140>
[1740780594.4766622]	Q_Header<(2621443, 9883, 257, 173, 250, 8, 58, 151, 49)>	Q_Data<(0, 0, 69, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 82, 253, 253, 253, 253, 253, 245, 191, 136, 174, 112, 98, 42, 0, 41, 84, 137, 225, 253, 253, 253, 204, 238, 134, 82, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47558292476012565, y=-0.8753606656711655, z=0.08557074698584397, w=-0.015563866249208424)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.015555555555555555, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.22, z=0.01)>	COMP<142>
[1740780594.4865234]	Q_Header<(2621443, 9884, 257, 173, 250, 8, 58, 152, 47)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 73, 253, 253, 211, 253, 253, 253, 253, 77, 157, 112, 44, 75, 21, 59, 120, 184, 253, 253, 253, 253, 215, 228, 75, 34, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47558292476012565, y=-0.8753606656711655, z=0.08557074698584397, w=-0.015563866249208424)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.015555555555555555, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.22, z=0.01)>	COMP<142>
