[1740780685.2218242]	Q_Header<(2621443, 14833, 257, 173, 250, 8, 58, 0, 17)>	Q_Data<(0, 0, 55, 79, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3853821779478758, y=-0.9177393771973806, z=0.09485015909581866, w=-0.015442143018817325)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=-0.0022222222222222222, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=0.0, z=0.21)>	COMP<196>
[1740780685.4919186]	Q_Header<(2621443, 14861, 257, 173, 250, 8, 58, 28, 35)>	Q_Data<(0, 0, 65, 80, 69, 81, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 183, 203, 107, 50, 6, 0, 0, 8, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 184, 233, 43, 102, 104, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3854891010504539, y=-0.9181305489395153, z=0.09087923867386415, w=-0.013244321552873417)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=-0.01, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.09, z=-0.15)>	COMP<195>
[1740780685.5019135]	Q_Header<(2621443, 14862, 257, 173, 250, 8, 58, 29, 36)>	Q_Data<(0, 0, 74, 17, 11, 49, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 105, 163, 127, 19, 15, 0, 9, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 197, 247, 85, 108, 110, 106, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3854891010504539, y=-0.9181305489395153, z=0.09087923867386415, w=-0.013244321552873417)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=-0.01, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.09, z=-0.15)>	COMP<195>
[1740780685.511894]	Q_Header<(2621443, 14863, 257, 173, 250, 8, 58, 30, 33)>	Q_Data<(0, 0, 76, 0, 41, 79, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 130, 118, 135, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 33, 149, 187, 119, 114, 112, 81, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3854891010504539, y=-0.9181305489395153, z=0.09087923867386415, w=-0.013244321552873417)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=-0.01, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.09, z=-0.15)>	COMP<195>
[1740780685.5218978]	Q_Header<(2621443, 14864, 257, 173, 250, 8, 58, 31, 34)>	Q_Data<(0, 0, 0, 0, 64, 67, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 84, 99, 108, 123, 56, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 65, 91, 97, 97, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3854891010504539, y=-0.9181305489395153, z=0.09087923867386415, w=-0.013244321552873417)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=-0.01, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.09, z=-0.15)>	COMP<195>
[1740780685.5319493]	Q_Header<(2621443, 14865, 257, 173, 250, 8, 58, 32, 33)>	Q_Data<(0, 0, 0, 0, 80, 67, 70, 79, 54, 26, 0, 0, 0, 0, 0, 0, 49, 37, 93, 95, 43, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38548973719655505, y=-0.9181930979076907, z=0.09026905023966196, w=-0.013061241887280365)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.0077777777777777776, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.07, z=-0.2)>	COMP<191>
[1740780685.5418713]	Q_Header<(2621443, 14866, 257, 173, 250, 8, 58, 33, 32)>	Q_Data<(0, 0, 0, 0, 60, 71, 87, 72, 74, 0, 0, 41, 0, 0, 0, 0, 25, 42, 63, 50, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38548973719655505, y=-0.9181930979076907, z=0.09026905023966196, w=-0.013061241887280365)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.0077777777777777776, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.07, z=-0.2)>	COMP<191>
[1740780685.5519474]	Q_Header<(2621443, 14867, 257, 173, 250, 8, 58, 34, 29)>	Q_Data<(0, 0, 72, 0, 34, 24, 29, 72, 77, 0, 28, 0, 0, 31, 0, 0, 20, 18, 39, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 145, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38548973719655505, y=-0.9181930979076907, z=0.09026905023966196, w=-0.013061241887280365)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.0077777777777777776, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.07, z=-0.2)>	COMP<191>
[1740780685.5619476]	Q_Header<(2621443, 14868, 257, 173, 250, 8, 58, 35, 31)>	Q_Data<(0, 0, 60, 0, 0, 5, 51, 89, 64, 0, 0, 0, 79, 114, 0, 0, 50, 43, 35, 28, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 179, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38549883313784894, y=-0.9182147634144711, z=0.09002703908776553, w=-0.012939479516343251)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.0044444444444444444, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.09, z=-0.21)>	COMP<191>
[1740780685.57215]	Q_Header<(2621443, 14869, 257, 173, 250, 8, 58, 36, 37)>	Q_Data<(0, 0, 0, 80, 0, 19, 26, 72, 81, 0, 0, 0, 94, 123, 0, 0, 81, 57, 27, 27, 0, 21, 14, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 172, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38549883313784894, y=-0.9182147634144711, z=0.09002703908776553, w=-0.012939479516343251)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.0044444444444444444, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.09, z=-0.21)>	COMP<191>
[1740780685.5820837]	Q_Header<(2621443, 14870, 257, 173, 250, 8, 58, 37, 57)>	Q_Data<(0, 0, 0, 79, 82, 0, 80, 0, 88, 13, 0, 0, 0, 130, 68, 0, 97, 61, 59, 17, 26, 30, 21, 59, 41, 12, 0, 17, 0, 0, 0, 0, 0, 13, 0, 0, 0, 22, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 104, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38549883313784894, y=-0.9182147634144711, z=0.09002703908776553, w=-0.012939479516343251)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.0044444444444444444, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.09, z=-0.21)>	COMP<191>
[1740780685.5922394]	Q_Header<(2621443, 14871, 257, 173, 250, 8, 58, 38, 68)>	Q_Data<(0, 0, 0, 79, 81, 0, 0, 0, 77, 88, 0, 0, 0, 81, 108, 0, 96, 50, 65, 46, 29, 17, 7, 75, 69, 36, 21, 37, 26, 0, 30, 15, 0, 0, 0, 3, 0, 17, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 198, 49, 117, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 195, 155, 90, 81, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38549883313784894, y=-0.9182147634144711, z=0.09002703908776553, w=-0.012939479516343251)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.0044444444444444444, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.09, z=-0.21)>	COMP<191>
[1740780685.6024249]	Q_Header<(2621443, 14872, 257, 173, 250, 8, 58, 39, 69)>	Q_Data<(0, 0, 0, 79, 0, 0, 0, 0, 75, 93, 90, 48, 84, 0, 0, 0, 193, 53, 119, 19, 0, 0, 62, 45, 101, 88, 56, 60, 50, 36, 52, 0, 0, 0, 0, 0, 31, 77, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 223, 253, 91, 182, 253, 156, 0, 89, 66, 121, 99, 102, 0, 0, 57, 0, 186, 253, 253, 253, 138, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3855009506861048, y=-0.9182198071757062, z=0.08996649799102573, w=-0.012939550593010484)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0011111111111111111, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.07, z=-0.2)>	COMP<195>
[1740780685.612096]	Q_Header<(2621443, 14873, 257, 173, 250, 8, 58, 40, 74)>	Q_Data<(0, 0, 0, 79, 70, 0, 14, 0, 79, 93, 100, 111, 102, 137, 128, 73, 239, 170, 216, 112, 71, 33, 87, 95, 121, 129, 83, 82, 59, 74, 40, 0, 25, 30, 0, 0, 47, 105, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 253, 253, 253, 208, 253, 204, 89, 155, 192, 181, 200, 232, 78, 0, 109, 77, 238, 253, 253, 253, 143, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3855009506861048, y=-0.9182198071757062, z=0.08996649799102573, w=-0.012939550593010484)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0011111111111111111, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.07, z=-0.2)>	COMP<195>
[1740780685.6223109]	Q_Header<(2621443, 14874, 257, 173, 250, 8, 58, 41, 67)>	Q_Data<(0, 0, 0, 75, 13, 0, 44, 0, 74, 93, 96, 111, 107, 135, 125, 145, 249, 226, 253, 219, 150, 53, 87, 165, 158, 155, 103, 69, 73, 28, 67, 35, 39, 80, 24, 20, 58, 97, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 253, 253, 253, 139, 253, 238, 208, 249, 253, 199, 253, 253, 168, 0, 139, 128, 220, 253, 253, 253, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3855009506861048, y=-0.9182198071757062, z=0.08996649799102573, w=-0.012939550593010484)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0011111111111111111, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.07, z=-0.2)>	COMP<195>
[1740780685.6322787]	Q_Header<(2621443, 14875, 257, 173, 250, 8, 58, 42, 66)>	Q_Data<(0, 0, 52, 71, 83, 61, 0, 0, 39, 26, 0, 111, 117, 115, 135, 161, 250, 236, 253, 253, 212, 83, 81, 195, 200, 156, 121, 46, 76, 145, 188, 62, 50, 112, 73, 26, 68, 83, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 229, 253, 253, 253, 253, 224, 200, 243, 253, 253, 210, 253, 253, 194, 0, 133, 66, 157, 253, 253, 181, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38549883313784894, y=-0.9182147634144711, z=0.09002703908776553, w=-0.012939479516343251)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.0022222222222222222, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.12, z=-0.16)>	COMP<195>
[1740780685.643689]	Q_Header<(2621443, 14876, 257, 173, 250, 8, 58, 43, 62)>	Q_Data<(0, 0, 62, 56, 81, 64, 0, 0, 0, 0, 0, 93, 123, 115, 147, 161, 253, 253, 253, 253, 235, 95, 107, 173, 188, 130, 123, 99, 125, 197, 253, 105, 39, 121, 88, 36, 58, 67, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 229, 253, 253, 253, 253, 253, 195, 233, 241, 237, 201, 243, 234, 156, 0, 79, 0, 93, 253, 232, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38549883313784894, y=-0.9182147634144711, z=0.09002703908776553, w=-0.012939479516343251)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.0022222222222222222, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.12, z=-0.16)>	COMP<195>
[1740780685.6522298]	Q_Header<(2621443, 14877, 257, 173, 250, 8, 58, 44, 66)>	Q_Data<(0, 0, 60, 46, 81, 27, 0, 0, 40, 82, 0, 11, 90, 114, 141, 43, 177, 253, 253, 253, 216, 96, 110, 114, 124, 90, 102, 99, 221, 253, 253, 131, 0, 101, 68, 23, 39, 31, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 253, 253, 253, 253, 253, 253, 253, 209, 25, 150, 139, 118, 48, 0, 0, 0, 36, 204, 150, 253, 253, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38549883313784894, y=-0.9182147634144711, z=0.09002703908776553, w=-0.012939479516343251)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.0022222222222222222, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.12, z=-0.16)>	COMP<195>
