[1740780600.4664023]	Q_Header<(2621443, 10482, 257, 173, 250, 8, 58, 0, 13)>	Q_Data<(0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 12, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47246585700737664, y=-0.8769395986929321, z=0.08642444820080679, w=-0.016845443293377595)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.012222222222222223, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.05, z=0.04)>	COMP<142>
[1740780601.6765695]	Q_Header<(2621443, 10603, 257, 173, 250, 8, 58, 121, 26)>	Q_Data<(0, 0, 65, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20, 0, 0, 0, 0, 0, 0, 0, 90, 197, 253, 253, 240, 244, 196, 253, 182, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.471863602449653, y=-0.8770766999355211, z=0.08807388155928719, w=-0.01800540198197486)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.0044444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.07, z=0.0)>	COMP<141>
[1740780601.6864302]	Q_Header<(2621443, 10604, 257, 173, 250, 8, 58, 122, 24)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22, 0, 0, 0, 0, 0, 0, 0, 91, 253, 253, 253, 253, 253, 181, 253, 163, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.471863602449653, y=-0.8770766999355211, z=0.08807388155928719, w=-0.01800540198197486)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.0044444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.07, z=0.0)>	COMP<141>
[1740780601.696454]	Q_Header<(2621443, 10605, 257, 173, 250, 8, 58, 123, 29)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 23, 7, 0, 0, 0, 0, 0, 0, 159, 253, 253, 253, 253, 253, 206, 253, 156, 86, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.471863602449653, y=-0.8770766999355211, z=0.08807388155928719, w=-0.01800540198197486)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.0044444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.07, z=0.0)>	COMP<141>
[1740780601.7071273]	Q_Header<(2621443, 10606, 257, 173, 250, 8, 58, 124, 28)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 23, 0, 0, 0, 0, 0, 0, 0, 191, 253, 253, 253, 253, 253, 243, 253, 147, 83, 0, 37, 47, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47187729745887413, y=-0.8771021555405538, z=0.08777125258645208, w=-0.017883850492232588)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=0.0044444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.1, z=-0.05)>	COMP<142>
[1740780601.7165315]	Q_Header<(2621443, 10607, 257, 173, 250, 8, 58, 125, 33)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20, 0, 0, 0, 0, 0, 8, 0, 184, 253, 253, 253, 242, 253, 253, 223, 112, 75, 0, 47, 63, 101, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47187729745887413, y=-0.8771021555405538, z=0.08777125258645208, w=-0.017883850492232588)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=0.0044444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.1, z=-0.05)>	COMP<142>
[1740780601.726493]	Q_Header<(2621443, 10608, 257, 173, 250, 8, 58, 126, 29)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 0, 0, 0, 0, 0, 0, 0, 141, 253, 253, 253, 253, 253, 233, 153, 71, 76, 0, 33, 35, 85, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47187729745887413, y=-0.8771021555405538, z=0.08777125258645208, w=-0.017883850492232588)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=0.0044444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.1, z=-0.05)>	COMP<142>
[1740780601.736601]	Q_Header<(2621443, 10609, 257, 173, 250, 8, 58, 127, 30)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 15, 0, 0, 0, 0, 0, 0, 0, 66, 247, 253, 253, 253, 253, 112, 105, 52, 48, 0, 33, 0, 36, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47187729745887413, y=-0.8771021555405538, z=0.08777125258645208, w=-0.017883850492232588)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=0.0044444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.1, z=-0.05)>	COMP<142>
[1740780601.7465053]	Q_Header<(2621443, 10610, 257, 173, 250, 8, 58, 128, 28)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 11, 0, 0, 0, 0, 0, 0, 0, 52, 175, 253, 253, 253, 175, 120, 24, 39, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47187071393163155, y=-0.8771509545869197, z=0.08734277475568034, w=-0.01776152861907965)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=0.006666666666666667, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.15, z=-0.12)>	COMP<142>
[1740780601.7563374]	Q_Header<(2621443, 10611, 257, 173, 250, 8, 58, 129, 26)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 0, 0, 0, 0, 0, 0, 0, 99, 202, 253, 253, 253, 253, 161, 29, 62, 68, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47187071393163155, y=-0.8771509545869197, z=0.08734277475568034, w=-0.01776152861907965)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=0.006666666666666667, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.15, z=-0.12)>	COMP<142>
[1740780601.766259]	Q_Header<(2621443, 10612, 257, 173, 250, 8, 58, 130, 23)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 252, 184, 192, 253, 253, 168, 39, 94, 112, 105, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47187071393163155, y=-0.8771509545869197, z=0.08734277475568034, w=-0.01776152861907965)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=0.006666666666666667, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.15, z=-0.12)>	COMP<142>
[1740780601.770679]	Q_Header<(2621443, 10613, 257, 173, 250, 8, 58, 131, 23)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 189, 244, 253, 253, 253, 253, 181, 18, 89, 127, 139, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47187071393163155, y=-0.8771509545869197, z=0.08734277475568034, w=-0.01776152861907965)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=0.006666666666666667, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.15, z=-0.12)>	COMP<142>
[1740780601.7865887]	Q_Header<(2621443, 10614, 257, 173, 250, 8, 58, 132, 32)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 6, 0, 0, 0, 35, 138, 253, 236, 253, 253, 253, 253, 197, 106, 65, 94, 123, 57, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47185902599298807, y=-0.8771902627824634, z=0.087035437985513, w=-0.01763901933927998)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.005555555555555556, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.12, z=-0.13)>	COMP<142>
[1740780601.7968392]	Q_Header<(2621443, 10615, 257, 173, 250, 8, 58, 133, 30)>	Q_Data<(0, 0, 67, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 54, 193, 253, 204, 253, 253, 253, 253, 189, 202, 96, 43, 59, 53, 43, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47185902599298807, y=-0.8771902627824634, z=0.087035437985513, w=-0.01763901933927998)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.005555555555555556, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.12, z=-0.13)>	COMP<142>
[1740780601.8064444]	Q_Header<(2621443, 10616, 257, 173, 250, 8, 58, 134, 30)>	Q_Data<(0, 0, 57, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 59, 204, 253, 189, 253, 253, 253, 253, 170, 250, 135, 16, 21, 54, 29, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47185902599298807, y=-0.8771902627824634, z=0.087035437985513, w=-0.01763901933927998)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.005555555555555556, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.12, z=-0.13)>	COMP<142>
[1740780601.8167353]	Q_Header<(2621443, 10617, 257, 173, 250, 8, 58, 135, 30)>	Q_Data<(0, 0, 16, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 164, 194, 245, 253, 253, 253, 253, 147, 231, 140, 54, 42, 39, 24, 61, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4718700511992951, y=-0.8772107587422415, z=0.08679332722874113, w=-0.0175173592930019)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.006666666666666667, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.09, z=-0.15)>	COMP<139>
[1740780601.826422]	Q_Header<(2621443, 10618, 257, 173, 250, 8, 58, 136, 21)>	Q_Data<(0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 111, 121, 253, 253, 253, 253, 181, 54, 163, 103, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4718700511992951, y=-0.8772107587422415, z=0.08679332722874113, w=-0.0175173592930019)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.006666666666666667, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.09, z=-0.15)>	COMP<139>
[1740780601.8375764]	Q_Header<(2621443, 10619, 257, 173, 250, 8, 58, 137, 30)>	Q_Data<(0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 124, 215, 232, 253, 253, 253, 87, 126, 110, 31, 17, 22, 12, 0, 10, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4718700511992951, y=-0.8772107587422415, z=0.08679332722874113, w=-0.0175173592930019)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.006666666666666667, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.09, z=-0.15)>	COMP<139>
