[1740779343.5072725]	Q_Header<(2621443, 15804, 257, 173, 250, 8, 58, 0, 32)>	Q_Data<(0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 38, 0, 0, 15, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 32, 77, 153, 244, 253, 253, 197, 70, 69, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9669979077193724, y=-0.23566110722113848, z=0.03192197852283228, w=-0.09143235913423088)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.008888888888888889, z=0.1511111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.23, y=0.02, z=0.05)>	COMP<249>
[1740779344.8286006]	Q_Header<(2621443, 15937, 257, 173, 250, 8, 58, 133, 65)>	Q_Data<(0, 0, 65, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 253, 253, 253, 238, 253, 253, 253, 253, 253, 253, 253, 201, 253, 141, 86, 93, 253, 253, 253, 253, 253, 253, 169, 90, 65, 79, 34, 156, 250, 124, 101, 132, 185, 216, 52, 78, 113, 50, 0, 0, 24, 152, 143, 0, 0, 60, 10, 0, 0, 0, 0, 0, 0, 23, 81, 81, 231, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9505692272325369, y=-0.29431390867569623, z=0.04321324084247054, w=-0.08905101467396118)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=0.07555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.22, z=-0.14)>	COMP<271>
[1740779344.8380992]	Q_Header<(2621443, 15938, 257, 173, 250, 8, 58, 134, 63)>	Q_Data<(0, 0, 66, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 253, 253, 253, 253, 253, 224, 253, 233, 253, 199, 176, 143, 183, 55, 53, 71, 144, 253, 253, 253, 170, 123, 112, 82, 136, 178, 79, 65, 124, 0, 65, 86, 124, 128, 54, 155, 140, 112, 96, 20, 41, 104, 69, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 56, 172, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9505692272325369, y=-0.29431390867569623, z=0.04321324084247054, w=-0.08905101467396118)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=0.07555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.22, z=-0.14)>	COMP<271>
[1740779344.8481905]	Q_Header<(2621443, 15939, 257, 173, 250, 8, 58, 135, 63)>	Q_Data<(0, 0, 67, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 253, 253, 253, 249, 224, 193, 253, 253, 253, 121, 100, 87, 68, 76, 34, 42, 167, 253, 253, 253, 198, 105, 46, 107, 163, 198, 113, 28, 0, 21, 0, 0, 105, 58, 51, 131, 148, 151, 123, 81, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 32, 111, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9503116406469635, y=-0.29553044084859326, z=0.04089330759367152, w=-0.088866650531919)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.042222222222222223, y=-0.09888888888888889, z=0.06888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.08, z=-0.06)>	COMP<269>
[1740779344.8572633]	Q_Header<(2621443, 15940, 257, 173, 250, 8, 58, 136, 58)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 253, 253, 251, 209, 111, 196, 253, 253, 243, 97, 66, 41, 84, 90, 41, 72, 253, 253, 253, 253, 199, 106, 54, 93, 142, 178, 139, 51, 45, 67, 0, 94, 125, 0, 35, 113, 125, 146, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9503116406469635, y=-0.29553044084859326, z=0.04089330759367152, w=-0.088866650531919)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.042222222222222223, y=-0.09888888888888889, z=0.06888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.08, z=-0.06)>	COMP<269>
[1740779344.868209]	Q_Header<(2621443, 15941, 257, 173, 250, 8, 58, 137, 52)>	Q_Data<(0, 0, 68, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 150, 253, 253, 237, 253, 227, 177, 253, 253, 175, 85, 56, 17, 78, 82, 0, 85, 253, 253, 253, 253, 121, 31, 18, 74, 86, 128, 147, 38, 84, 89, 0, 91, 146, 65, 0, 0, 44, 111, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9503116406469635, y=-0.29553044084859326, z=0.04089330759367152, w=-0.088866650531919)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.042222222222222223, y=-0.09888888888888889, z=0.06888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.08, z=-0.06)>	COMP<269>
[1740779344.878207]	Q_Header<(2621443, 15942, 257, 173, 250, 8, 58, 138, 53)>	Q_Data<(0, 0, 67, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 126, 253, 253, 188, 253, 246, 174, 253, 253, 211, 56, 26, 0, 37, 12, 15, 58, 253, 253, 253, 177, 36, 52, 67, 72, 55, 100, 100, 24, 76, 91, 0, 91, 135, 40, 0, 37, 52, 69, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9501080920392393, y=-0.2963975905783468, z=0.039308082440785694, w=-0.08887044725742853)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.09333333333333334, z=0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.05, z=-0.16)>	COMP<266>
[1740779344.8879828]	Q_Header<(2621443, 15943, 257, 173, 250, 8, 58, 139, 49)>	Q_Data<(0, 0, 55, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 216, 253, 253, 200, 221, 187, 213, 253, 253, 253, 38, 12, 0, 0, 0, 0, 45, 157, 253, 253, 137, 43, 68, 46, 98, 81, 68, 95, 44, 49, 27, 0, 38, 111, 56, 44, 60, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9501080920392393, y=-0.2963975905783468, z=0.039308082440785694, w=-0.08887044725742853)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.09333333333333334, z=0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.05, z=-0.16)>	COMP<266>
[1740779344.897159]	Q_Header<(2621443, 15944, 257, 173, 250, 8, 58, 140, 52)>	Q_Data<(0, 0, 53, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 253, 253, 253, 253, 155, 117, 217, 253, 253, 253, 56, 33, 26, 25, 0, 24, 56, 100, 153, 180, 110, 0, 63, 147, 177, 116, 91, 189, 91, 22, 46, 0, 31, 79, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 127, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9501080920392393, y=-0.2963975905783468, z=0.039308082440785694, w=-0.08887044725742853)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.09333333333333334, z=0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.05, z=-0.16)>	COMP<266>
[1740779344.9093864]	Q_Header<(2621443, 15945, 257, 173, 250, 8, 58, 141, 56)>	Q_Data<(0, 0, 58, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 253, 253, 253, 253, 200, 91, 147, 253, 253, 253, 52, 40, 35, 33, 0, 0, 116, 176, 147, 96, 40, 40, 111, 249, 253, 109, 151, 240, 119, 4, 41, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 211, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9499032882601389, y=-0.2971842903385348, z=0.03802542881103043, w=-0.08899048989804553)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.07444444444444444, z=0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.08, z=0.0)>	COMP<266>
[1740779344.9175394]	Q_Header<(2621443, 15946, 257, 173, 250, 8, 58, 142, 57)>	Q_Data<(0, 0, 56, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 253, 253, 253, 253, 191, 85, 69, 157, 236, 200, 39, 45, 11, 22, 0, 25, 138, 212, 145, 79, 0, 0, 164, 253, 253, 125, 166, 240, 102, 43, 21, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 195, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9499032882601389, y=-0.2971842903385348, z=0.03802542881103043, w=-0.08899048989804553)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.07444444444444444, z=0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.08, z=0.0)>	COMP<266>
[1740779344.9274435]	Q_Header<(2621443, 15947, 257, 173, 250, 8, 58, 143, 71)>	Q_Data<(0, 0, 55, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 253, 211, 253, 253, 184, 63, 124, 149, 168, 114, 51, 11, 26, 0, 0, 0, 124, 185, 123, 37, 0, 67, 240, 253, 253, 123, 136, 181, 79, 54, 52, 0, 0, 0, 38, 0, 0, 7, 65, 90, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 229, 161, 20, 58, 121, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 208, 183, 31, 82, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9499032882601389, y=-0.2971842903385348, z=0.03802542881103043, w=-0.08899048989804553)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.07444444444444444, z=0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.08, z=0.0)>	COMP<266>
[1740779344.9381003]	Q_Header<(2621443, 15948, 257, 173, 250, 8, 58, 144, 67)>	Q_Data<(0, 0, 34, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 253, 253, 253, 253, 200, 115, 56, 139, 137, 0, 28, 0, 0, 12, 0, 0, 71, 124, 71, 0, 31, 71, 253, 253, 214, 109, 96, 111, 0, 73, 36, 0, 0, 0, 0, 0, 0, 0, 157, 216, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 93, 179, 145, 0, 165, 207, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 250, 207, 85, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9499032882601389, y=-0.2971842903385348, z=0.03802542881103043, w=-0.08899048989804553)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.07444444444444444, z=0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.08, z=0.0)>	COMP<266>
[1740779344.9474516]	Q_Header<(2621443, 15949, 257, 173, 250, 8, 58, 145, 71)>	Q_Data<(0, 0, 41, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 253, 153, 253, 253, 193, 159, 168, 66, 127, 42, 9, 65, 83, 28, 6, 0, 19, 39, 34, 0, 0, 79, 227, 253, 146, 90, 77, 90, 0, 82, 48, 37, 0, 0, 11, 0, 0, 32, 203, 253, 206, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 86, 28, 0, 153, 229, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 187, 145, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9496605593996791, y=-0.29803923848246244, z=0.03680476362992522, w=-0.08923476687719846)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.06, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=0.06, z=-0.07)>	COMP<275>
[1740779344.9573805]	Q_Header<(2621443, 15950, 257, 173, 250, 8, 58, 146, 61)>	Q_Data<(0, 0, 54, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 253, 253, 253, 253, 159, 98, 176, 145, 57, 37, 36, 129, 137, 68, 0, 0, 0, 25, 48, 0, 46, 67, 213, 235, 105, 71, 47, 100, 20, 24, 40, 45, 126, 120, 19, 0, 0, 0, 210, 253, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 126, 151, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9496605593996791, y=-0.29803923848246244, z=0.03680476362992522, w=-0.08923476687719846)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.06, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=0.06, z=-0.07)>	COMP<275>
[1740779344.9674613]	Q_Header<(2621443, 15951, 257, 173, 250, 8, 58, 147, 57)>	Q_Data<(0, 0, 46, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 242, 253, 253, 195, 185, 253, 253, 236, 128, 60, 75, 134, 145, 73, 49, 0, 13, 36, 73, 80, 48, 83, 215, 206, 106, 158, 151, 124, 0, 0, 0, 99, 199, 173, 0, 0, 0, 0, 147, 223, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9496605593996791, y=-0.29803923848246244, z=0.03680476362992522, w=-0.08923476687719846)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.06, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=0.06, z=-0.07)>	COMP<275>
[1740779344.9774857]	Q_Header<(2621443, 15952, 257, 173, 250, 8, 58, 148, 53)>	Q_Data<(0, 0, 38, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 246, 253, 253, 132, 253, 253, 253, 253, 188, 123, 115, 110, 127, 165, 124, 0, 0, 29, 87, 82, 18, 117, 187, 150, 132, 202, 211, 138, 39, 13, 0, 108, 217, 217, 131, 19, 0, 0, 42, 102, 70, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9495137828728927, y=-0.2985197603671221, z=0.03625449553426099, w=-0.08941554875032383)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.04, z=0.08)>	COMP<275>
[1740779344.9873831]	Q_Header<(2621443, 15953, 257, 173, 250, 8, 58, 149, 49)>	Q_Data<(0, 0, 25, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 253, 253, 253, 179, 253, 253, 253, 253, 253, 204, 183, 150, 182, 215, 150, 0, 49, 26, 80, 62, 0, 134, 183, 11, 99, 173, 200, 126, 107, 0, 0, 53, 217, 253, 253, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9495137828728927, y=-0.2985197603671221, z=0.03625449553426099, w=-0.08941554875032383)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.04, z=0.08)>	COMP<275>
