[1740780015.5023203]	Q_Header<(2621443, 17518, 257, 173, 250, 8, 58, 0, 61)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 106, 247, 253, 235, 253, 157, 114, 253, 233, 117, 73, 76, 61, 67, 56, 41, 0, 0, 0, 113, 253, 253, 253, 253, 175, 0, 0, 30, 0, 18, 102, 253, 237, 54, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 65, 31, 0, 61, 78, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30510979671093147, y=-0.9471281907101889, z=0.09911948586888432, w=-0.005615143288138767)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.027777777777777776, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.0, z=-0.19)>	COMP<192>
[1740780016.6922278]	Q_Header<(2621443, 17637, 257, 173, 250, 8, 58, 119, 35)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 86, 111, 117, 113, 148, 119, 200, 115, 24, 28, 0, 23, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 33, 106, 137, 76, 78, 121, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30700695145021356, y=-0.9465335592624079, z=0.09893802550711653, w=-0.005676271666972139)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.005555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.03, z=0.23)>	COMP<194>
[1740780016.7022078]	Q_Header<(2621443, 17638, 257, 173, 250, 8, 58, 120, 36)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 89, 94, 115, 35, 53, 139, 215, 96, 44, 32, 0, 0, 16, 22, 0, 0, 0, 0, 0, 0, 0, 28, 66, 103, 99, 126, 131, 115, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30700695145021356, y=-0.9465335592624079, z=0.09893802550711653, w=-0.005676271666972139)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.005555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.03, z=0.23)>	COMP<194>
[1740780016.7122943]	Q_Header<(2621443, 17639, 257, 173, 250, 8, 58, 121, 37)>	Q_Data<(0, 0, 66, 0, 64, 0, 0, 0, 0, 0, 93, 93, 109, 83, 67, 125, 209, 103, 53, 46, 19, 18, 0, 0, 0, 0, 12, 0, 0, 0, 0, 35, 95, 116, 223, 253, 162, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3070089106114417, y=-0.9465395995551168, z=0.09887762131024563, w=-0.005615272321322591)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.0022222222222222222, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.05, z=0.19)>	COMP<194>
[1740780016.722272]	Q_Header<(2621443, 17640, 257, 173, 250, 8, 58, 122, 38)>	Q_Data<(0, 0, 62, 0, 64, 0, 0, 0, 0, 0, 87, 91, 103, 114, 57, 130, 195, 107, 50, 33, 33, 20, 17, 0, 0, 0, 14, 0, 0, 0, 0, 35, 102, 148, 253, 253, 135, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3070089106114417, y=-0.9465395995551168, z=0.09887762131024563, w=-0.005615272321322591)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.0022222222222222222, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.05, z=0.19)>	COMP<194>
[1740780016.7338998]	Q_Header<(2621443, 17641, 257, 173, 250, 8, 58, 123, 36)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 71, 111, 106, 76, 70, 116, 144, 95, 38, 0, 41, 17, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 77, 189, 253, 253, 127, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3070089106114417, y=-0.9465395995551168, z=0.09887762131024563, w=-0.005615272321322591)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.0022222222222222222, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.05, z=0.19)>	COMP<194>
[1740780016.7441843]	Q_Header<(2621443, 17642, 257, 173, 250, 8, 58, 124, 31)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 12, 110, 124, 0, 22, 0, 80, 63, 11, 3, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 188, 253, 253, 129, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3069986806120202, y=-0.9465690929645767, z=0.09863019241928918, w=-0.005554051677076309)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.0033333333333333335, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.02, z=0.1)>	COMP<190>
[1740780016.7521436]	Q_Header<(2621443, 17643, 257, 173, 250, 8, 58, 125, 32)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 100, 104, 123, 0, 0, 0, 50, 29, 17, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 117, 150, 145, 77, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3069986806120202, y=-0.9465690929645767, z=0.09863019241928918, w=-0.005554051677076309)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.0033333333333333335, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.02, z=0.1)>	COMP<190>
[1740780016.7651443]	Q_Header<(2621443, 17644, 257, 173, 250, 8, 58, 126, 29)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 99, 91, 56, 0, 0, 0, 63, 45, 28, 8, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 48, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3069986806120202, y=-0.9465690929645767, z=0.09863019241928918, w=-0.005554051677076309)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.0033333333333333335, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.02, z=0.1)>	COMP<190>
[1740780016.775952]	Q_Header<(2621443, 17645, 257, 173, 250, 8, 58, 127, 23)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 100, 91, 77, 0, 0, 0, 24, 68, 28, 15, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3070061674531195, y=-0.9465921771432266, z=0.09838845764103948, w=-0.005493152101546869)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.0044444444444444444, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.0, z=0.16)>	COMP<196>
[1740780016.7856483]	Q_Header<(2621443, 17646, 257, 173, 250, 8, 58, 128, 23)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 100, 109, 118, 0, 0, 0, 85, 113, 36, 0, 13, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3070061674531195, y=-0.9465921771432266, z=0.09838845764103948, w=-0.005493152101546869)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.0044444444444444444, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.0, z=0.16)>	COMP<196>
[1740780016.7920978]	Q_Header<(2621443, 17647, 257, 173, 250, 8, 58, 129, 29)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 100, 111, 106, 0, 0, 0, 104, 129, 51, 15, 16, 16, 0, 9, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3070061674531195, y=-0.9465921771432266, z=0.09838845764103948, w=-0.005493152101546869)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.0044444444444444444, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.0, z=0.16)>	COMP<196>
[1740780016.8059406]	Q_Header<(2621443, 17648, 257, 173, 250, 8, 58, 130, 21)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 100, 109, 0, 49, 0, 0, 134, 122, 46, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3070061674531195, y=-0.9465921771432266, z=0.09838845764103948, w=-0.005493152101546869)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.0044444444444444444, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.0, z=0.16)>	COMP<196>
[1740780016.8125484]	Q_Header<(2621443, 17649, 257, 173, 250, 8, 58, 131, 23)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 97, 96, 0, 78, 71, 0, 172, 117, 15, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30699783721164103, y=-0.9466275258752589, z=0.098080621152904, w=-0.0053709363170227455)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.0077777777777777776, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.0, z=0.08)>	COMP<196>
[1740780016.8241932]	Q_Header<(2621443, 17650, 257, 173, 250, 8, 58, 132, 21)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 86, 88, 21, 112, 0, 0, 167, 124, 46, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30699783721164103, y=-0.9466275258752589, z=0.098080621152904, w=-0.0053709363170227455)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.0077777777777777776, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.0, z=0.08)>	COMP<196>
[1740780016.8333275]	Q_Header<(2621443, 17651, 257, 173, 250, 8, 58, 133, 24)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 71, 72, 78, 134, 59, 0, 113, 123, 63, 15, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30699783721164103, y=-0.9466275258752589, z=0.098080621152904, w=-0.0053709363170227455)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.0077777777777777776, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.0, z=0.08)>	COMP<196>
[1740780016.8470042]	Q_Header<(2621443, 17652, 257, 173, 250, 8, 58, 134, 25)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 21, 93, 0, 123, 0, 0, 103, 93, 71, 8, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3070052793878093, y=-0.946650473818076, z=0.09783885941524022, w=-0.005310031671319962)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.005555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.0, z=-0.06)>	COMP<192>
[1740780016.8533185]	Q_Header<(2621443, 17653, 257, 173, 250, 8, 58, 135, 25)>	Q_Data<(0, 0, 62, 0, 65, 0, 0, 0, 0, 0, 87, 110, 0, 78, 0, 0, 85, 64, 72, 18, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3070052793878093, y=-0.946650473818076, z=0.09783885941524022, w=-0.005310031671319962)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.005555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.0, z=-0.06)>	COMP<192>
