[1740779765.5306292]	Q_Header<(2621443, 58054, 257, 173, 250, 8, 58, 0, 84)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 106, 67, 45, 87, 131, 169, 167, 152, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 221, 203, 253, 250, 64, 69, 97, 179, 206, 78, 176, 122, 97, 213, 253, 226, 57, 201, 214, 209, 253, 253, 245, 0, 0, 40, 51, 0, 18, 151, 253, 253, 253, 253, 178, 119, 16, 253, 223, 0, 0, 0, 0, 40, 116, 106, 17, 0, 0, 43, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 197, 253, 253, 253, 142, 101, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7993993254987604, y=-0.5938883284036756, z=0.033020923501170446, w=0.08465807929043144)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.0, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.15, z=0.0)>	COMP<193>
[1740779766.7503839]	Q_Header<(2621443, 58176, 257, 173, 250, 8, 58, 122, 32)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 119, 61, 0, 213, 187, 253, 253, 140, 169, 12, 45, 22, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7898581785848866, y=-0.606324947535914, z=0.03527841953651684, w=0.08514428244539965)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.022222222222222223, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.12, z=0.0)>	COMP<194>
[1740779766.7633219]	Q_Header<(2621443, 58177, 257, 173, 250, 8, 58, 123, 24)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 225, 193, 253, 248, 117, 147, 27, 25, 28, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7898581785848866, y=-0.606324947535914, z=0.03527841953651684, w=0.08514428244539965)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.022222222222222223, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.12, z=0.0)>	COMP<194>
[1740779766.7660263]	Q_Header<(2621443, 58178, 257, 173, 250, 8, 58, 124, 25)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 215, 227, 253, 253, 107, 97, 53, 24, 35, 31, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7898581785848866, y=-0.606324947535914, z=0.03527841953651684, w=0.08514428244539965)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.022222222222222223, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.12, z=0.0)>	COMP<194>
[1740779766.78042]	Q_Header<(2621443, 58179, 257, 173, 250, 8, 58, 125, 30)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 213, 253, 253, 253, 144, 104, 81, 52, 36, 41, 11, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7896004652742534, y=-0.6066807316090345, z=0.03552195028133381, w=0.08489868185796448)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.025555555555555557, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.13, z=0.06)>	COMP<197>
[1740779766.7903063]	Q_Header<(2621443, 58180, 257, 173, 250, 8, 58, 126, 26)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 216, 253, 253, 150, 116, 99, 39, 46, 40, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7896004652742534, y=-0.6066807316090345, z=0.03552195028133381, w=0.08489868185796448)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.025555555555555557, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.13, z=0.06)>	COMP<197>
[1740779766.8023784]	Q_Header<(2621443, 58181, 257, 173, 250, 8, 58, 127, 20)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 253, 253, 253, 218, 110, 96, 25, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7896004652742534, y=-0.6066807316090345, z=0.03552195028133381, w=0.08489868185796448)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.025555555555555557, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.13, z=0.06)>	COMP<197>
[1740779766.8110244]	Q_Header<(2621443, 58182, 257, 173, 250, 8, 58, 128, 21)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 228, 253, 253, 253, 248, 95, 79, 61, 22, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7893775579329134, y=-0.6070022279164018, z=0.03570601340684716, w=0.08459578561006866)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.02666666666666667, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.13, z=-0.03)>	COMP<191>
[1740779766.8203435]	Q_Header<(2621443, 58183, 257, 173, 250, 8, 58, 129, 27)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 205, 253, 253, 253, 253, 189, 95, 103, 24, 35, 0, 0, 0, 16, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7893775579329134, y=-0.6070022279164018, z=0.03570601340684716, w=0.08459578561006866)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.02666666666666667, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.13, z=-0.03)>	COMP<191>
[1740779766.8311858]	Q_Header<(2621443, 58184, 257, 173, 250, 8, 58, 130, 31)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 212, 253, 253, 253, 253, 253, 141, 130, 73, 77, 22, 0, 0, 0, 19, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7893775579329134, y=-0.6070022279164018, z=0.03570601340684716, w=0.08459578561006866)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.02666666666666667, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.13, z=-0.03)>	COMP<191>
[1740779766.8422592]	Q_Header<(2621443, 58185, 257, 173, 250, 8, 58, 131, 21)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218, 253, 253, 253, 253, 253, 162, 125, 131, 38, 15, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7893775579329134, y=-0.6070022279164018, z=0.03570601340684716, w=0.08459578561006866)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.02666666666666667, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.13, z=-0.03)>	COMP<191>
[1740779766.8513286]	Q_Header<(2621443, 58186, 257, 173, 250, 8, 58, 132, 23)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 175, 253, 253, 253, 253, 253, 110, 188, 192, 162, 78, 52, 30, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.78905983977783, y=-0.6074808621061836, z=0.03588855088098422, w=0.08404512680801918)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.027777777777777776, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.15, z=-0.03)>	COMP<191>
[1740779766.8601694]	Q_Header<(2621443, 58187, 257, 173, 250, 8, 58, 133, 25)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 234, 244, 124, 253, 253, 126, 253, 214, 244, 113, 72, 72, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.78905983977783, y=-0.6074808621061836, z=0.03588855088098422, w=0.08404512680801918)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.027777777777777776, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.15, z=-0.03)>	COMP<191>
[1740779766.871403]	Q_Header<(2621443, 58188, 257, 173, 250, 8, 58, 134, 22)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 197, 253, 253, 253, 253, 253, 253, 143, 242, 108, 74, 94, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.78905983977783, y=-0.6074808621061836, z=0.03588855088098422, w=0.08404512680801918)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.027777777777777776, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.15, z=-0.03)>	COMP<191>
[1740779766.8812997]	Q_Header<(2621443, 58189, 257, 173, 250, 8, 58, 135, 25)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 170, 253, 253, 195, 253, 253, 253, 210, 177, 94, 76, 62, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.788811126166266, y=-0.6078435473142868, z=0.03607144657724104, w=0.08367843190760993)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.02666666666666667, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.15, z=0.07)>	COMP<192>
[1740779766.8914247]	Q_Header<(2621443, 58190, 257, 173, 250, 8, 58, 136, 26)>	Q_Data<(0, 0, 56, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 128, 252, 253, 253, 253, 253, 253, 231, 81, 85, 97, 12, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.788811126166266, y=-0.6078435473142868, z=0.03607144657724104, w=0.08367843190760993)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.02666666666666667, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.15, z=0.07)>	COMP<192>
[1740779766.9000661]	Q_Header<(2621443, 58191, 257, 173, 250, 8, 58, 137, 28)>	Q_Data<(0, 0, 41, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 64, 130, 253, 253, 253, 253, 253, 239, 180, 60, 155, 130, 53, 0, 0, 0, 0, 0, 5, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.788811126166266, y=-0.6078435473142868, z=0.03607144657724104, w=0.08367843190760993)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.02666666666666667, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.15, z=0.07)>	COMP<192>
[1740779766.908354]	Q_Header<(2621443, 58192, 257, 173, 250, 8, 58, 138, 23)>	Q_Data<(0, 0, 54, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 146, 253, 253, 253, 253, 253, 253, 253, 126, 247, 234, 100, 44, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7885390475612348, y=-0.6082352820611274, z=0.03625607200645356, w=0.08331572102493115)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.027777777777777776, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.14, z=0.03)>	COMP<191>
