[1740780232.994076]	Q_Header<(2621443, 39268, 257, 173, 250, 8, 58, 0, 105)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17, 28, 28, 58, 77, 208, 253, 253, 133, 222, 141, 253, 85, 226, 223, 72, 119, 253, 253, 161, 84, 103, 169, 219, 182, 77, 122, 179, 253, 253, 253, 253, 171, 129, 123, 76, 165, 225, 82, 253, 253, 253, 253, 135, 209, 244, 228, 139, 63, 160, 241, 253, 253, 253, 180, 253, 253, 119, 253, 253, 253, 181, 0, 0, 0, 0, 0, 0, 76, 139, 108, 48, 150, 253, 201, 253, 253, 101, 131, 59, 113, 0, 79, 253, 239, 253, 230, 135, 129, 201, 166, 0, 0, 0, 0, 0, 90, 33, 46, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.04681489858577654, y=-0.9940994175574218, z=0.09710887046932265, w=0.012024165608080806)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.025555555555555557, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=0.06, z=-0.29)>	COMP<81>
[1740780234.3640697]	Q_Header<(2621443, 39405, 257, 173, 250, 8, 58, 137, 47)>	Q_Data<(0, 0, 27, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 13, 0, 22, 38, 83, 153, 209, 148, 253, 253, 253, 253, 253, 206, 192, 165, 54, 0, 22, 94, 224, 253, 253, 253, 253, 55, 151, 50, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.011474740479998673, y=-0.9953727007862679, z=0.0935679635948828, w=0.018615935353189336)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=-0.0011111111111111111, z=0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.12, z=-0.14)>	COMP<70>
[1740780234.3743773]	Q_Header<(2621443, 39406, 257, 173, 250, 8, 58, 138, 42)>	Q_Data<(0, 0, 51, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 22, 23, 15, 0, 9, 53, 83, 187, 253, 253, 253, 253, 253, 253, 253, 212, 139, 26, 0, 11, 77, 179, 253, 253, 253, 253, 90, 234, 127, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.011474740479998673, y=-0.9953727007862679, z=0.0935679635948828, w=0.018615935353189336)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=-0.0011111111111111111, z=0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.12, z=-0.14)>	COMP<70>
[1740780234.3838801]	Q_Header<(2621443, 39407, 257, 173, 250, 8, 58, 139, 45)>	Q_Data<(0, 0, 42, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 29, 35, 27, 0, 0, 29, 55, 253, 253, 253, 253, 253, 253, 253, 253, 215, 95, 102, 37, 0, 37, 119, 253, 253, 253, 253, 123, 217, 142, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 85, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.00994878747045608, y=-0.9954280665991914, z=0.09320121759132781, w=0.0183716872920692)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.006666666666666667, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.13, z=-0.14)>	COMP<70>
[1740780234.393905]	Q_Header<(2621443, 39408, 257, 173, 250, 8, 58, 140, 45)>	Q_Data<(0, 0, 29, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 0, 0, 0, 0, 12, 20, 45, 224, 253, 253, 253, 253, 253, 253, 253, 206, 54, 157, 117, 79, 56, 126, 252, 253, 253, 160, 119, 109, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 108, 97, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.00994878747045608, y=-0.9954280665991914, z=0.09320121759132781, w=0.0183716872920692)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.006666666666666667, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.13, z=-0.14)>	COMP<70>
[1740780234.403878]	Q_Header<(2621443, 39409, 257, 173, 250, 8, 58, 141, 47)>	Q_Data<(0, 0, 59, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 6, 23, 0, 21, 0, 26, 146, 253, 253, 253, 253, 253, 253, 253, 253, 76, 158, 154, 136, 129, 163, 101, 68, 253, 253, 110, 52, 26, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 66, 111, 93, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.00994878747045608, y=-0.9954280665991914, z=0.09320121759132781, w=0.0183716872920692)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.006666666666666667, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.13, z=-0.14)>	COMP<70>
[1740780234.4139671]	Q_Header<(2621443, 39410, 257, 173, 250, 8, 58, 142, 49)>	Q_Data<(0, 0, 68, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 14, 15, 0, 11, 0, 0, 0, 67, 186, 253, 253, 253, 211, 253, 253, 253, 196, 253, 203, 163, 176, 215, 165, 148, 230, 220, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 56, 75, 80, 26, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.008849821041289733, y=-0.9954522840236933, z=0.09313673730350436, w=0.01794377507682194)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.02, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=0.02)>	COMP<70>
[1740780234.4238734]	Q_Header<(2621443, 39411, 257, 173, 250, 8, 58, 143, 47)>	Q_Data<(0, 0, 67, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 30, 29, 17, 0, 12, 0, 18, 0, 16, 106, 249, 253, 253, 253, 253, 253, 253, 253, 253, 253, 121, 136, 191, 169, 49, 80, 112, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 39, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.008849821041289733, y=-0.9954522840236933, z=0.09313673730350436, w=0.01794377507682194)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.02, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=0.02)>	COMP<70>
[1740780234.4339285]	Q_Header<(2621443, 39412, 257, 173, 250, 8, 58, 144, 44)>	Q_Data<(0, 0, 43, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 20, 18, 7, 8, 25, 15, 0, 0, 66, 161, 237, 238, 253, 253, 253, 253, 253, 253, 253, 158, 196, 215, 153, 153, 166, 47, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.008849821041289733, y=-0.9954522840236933, z=0.09313673730350436, w=0.01794377507682194)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.02, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=0.02)>	COMP<70>
[1740780234.4439194]	Q_Header<(2621443, 39413, 257, 173, 250, 8, 58, 145, 46)>	Q_Data<(0, 0, 40, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 30, 30, 19, 6, 31, 29, 0, 0, 0, 41, 85, 125, 172, 253, 253, 253, 253, 253, 253, 253, 234, 253, 229, 155, 248, 237, 41, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.007751299589072626, y=-0.9954621755730277, z=0.09319869663396771, w=0.017577750249235562)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.022222222222222223, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.08, z=0.08)>	COMP<73>
[1740780234.4541538]	Q_Header<(2621443, 39414, 257, 173, 250, 8, 58, 146, 38)>	Q_Data<(0, 0, 61, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 19, 30, 28, 26, 27, 25, 2, 12, 16, 35, 27, 52, 98, 253, 253, 253, 253, 253, 253, 253, 253, 253, 235, 97, 253, 253, 97, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.007751299589072626, y=-0.9954621755730277, z=0.09319869663396771, w=0.017577750249235562)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.022222222222222223, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.08, z=0.08)>	COMP<73>
[1740780234.4638338]	Q_Header<(2621443, 39415, 257, 173, 250, 8, 58, 147, 39)>	Q_Data<(0, 0, 47, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 29, 27, 35, 17, 0, 10, 28, 11, 35, 0, 28, 37, 175, 253, 253, 253, 253, 238, 222, 253, 253, 253, 111, 253, 253, 153, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.007751299589072626, y=-0.9954621755730277, z=0.09319869663396771, w=0.017577750249235562)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.022222222222222223, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.08, z=0.08)>	COMP<73>
[1740780234.4739003]	Q_Header<(2621443, 39416, 257, 173, 250, 8, 58, 148, 50)>	Q_Data<(0, 0, 30, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 14, 14, 26, 25, 33, 24, 28, 30, 0, 21, 0, 0, 0, 75, 164, 253, 253, 253, 191, 99, 253, 253, 253, 207, 253, 253, 220, 81, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 57, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.007751299589072626, y=-0.9954621755730277, z=0.09319869663396771, w=0.017577750249235562)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.022222222222222223, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.08, z=0.08)>	COMP<73>
[1740780234.4839435]	Q_Header<(2621443, 39417, 257, 173, 250, 8, 58, 149, 54)>	Q_Data<(0, 0, 7, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 14, 0, 21, 0, 14, 13, 0, 0, 0, 0, 77, 216, 253, 253, 253, 253, 253, 253, 253, 142, 253, 253, 253, 109, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 172, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 61, 68, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.006408543880503263, y=-0.9954604827715069, z=0.09344267315286187, w=0.016906349094280036)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=-0.027777777777777776, z=0.07111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.05, z=0.01)>	COMP<73>
[1740780234.494032]	Q_Header<(2621443, 39418, 257, 173, 250, 8, 58, 150, 71)>	Q_Data<(0, 0, 38, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 30, 32, 41, 29, 0, 0, 17, 0, 15, 0, 0, 18, 15, 14, 26, 129, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 215, 104, 61, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 86, 0, 0, 167, 210, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 253, 253, 253, 47, 0, 42, 0, 104, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 238, 145, 134, 66, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.006408543880503263, y=-0.9954604827715069, z=0.09344267315286187, w=0.016906349094280036)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=-0.027777777777777776, z=0.07111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.05, z=0.01)>	COMP<73>
[1740780234.504076]	Q_Header<(2621443, 39419, 257, 173, 250, 8, 58, 151, 84)>	Q_Data<(0, 0, 64, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 19, 23, 17, 11, 0, 12, 10, 27, 0, 0, 19, 22, 18, 18, 61, 189, 253, 253, 253, 253, 253, 253, 253, 253, 253, 123, 62, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 11, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 109, 99, 95, 91, 189, 159, 213, 208, 187, 0, 0, 0, 47, 206, 245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 168, 253, 253, 253, 253, 93, 120, 86, 207, 253, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 253, 172, 32, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.006408543880503263, y=-0.9954604827715069, z=0.09344267315286187, w=0.016906349094280036)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=-0.027777777777777776, z=0.07111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.05, z=0.01)>	COMP<73>
[1740780234.5140898]	Q_Header<(2621443, 39420, 257, 173, 250, 8, 58, 152, 84)>	Q_Data<(0, 0, 61, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 11, 21, 34, 34, 34, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 15, 75, 218, 253, 253, 253, 253, 253, 253, 253, 253, 107, 34, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 91, 158, 108, 253, 253, 253, 253, 253, 253, 0, 74, 166, 131, 253, 253, 111, 0, 0, 0, 0, 0, 0, 0, 0, 241, 253, 253, 253, 253, 253, 178, 206, 112, 253, 253, 250, 69, 0, 58, 0, 0, 0, 0, 0, 35, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 124, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.005493283563771428, y=-0.9954440182394245, z=0.09375203948836569, w=0.01647985069131428)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=-0.027777777777777776, z=0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.06, z=0.07)>	COMP<76>
[1740780234.5241005]	Q_Header<(2621443, 39421, 257, 173, 250, 8, 58, 153, 101)>	Q_Data<(0, 0, 32, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35, 24, 12, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 114, 245, 253, 253, 253, 253, 253, 253, 253, 84, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 157, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 145, 253, 229, 253, 253, 240, 87, 0, 0, 37, 0, 0, 0, 0, 253, 253, 243, 253, 253, 253, 221, 218, 169, 253, 253, 253, 85, 0, 118, 0, 0, 0, 78, 128, 182, 192, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 38, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.005493283563771428, y=-0.9954440182394245, z=0.09375203948836569, w=0.01647985069131428)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=-0.027777777777777776, z=0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.06, z=0.07)>	COMP<76>
