[1740779378.3676283]	Q_Header<(2621443, 19304, 257, 173, 250, 8, 58, 0, 36)>	Q_Data<(0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 20, 0, 16, 8, 0, 0, 0, 0, 0, 165, 243, 253, 253, 253, 253, 253, 253, 253, 229, 113, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9822444796449162, y=-0.16442966682181098, z=0.0205689672304938, w=-0.08795217145145866)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.012222222222222223, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.03, z=-0.01)>	COMP<331>
[1740779379.717698]	Q_Header<(2621443, 19439, 257, 173, 250, 8, 58, 135, 72)>	Q_Data<(0, 0, 66, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 45, 79, 204, 253, 253, 213, 253, 227, 85, 55, 57, 13, 15, 60, 15, 115, 163, 186, 245, 132, 242, 80, 70, 164, 253, 208, 151, 253, 253, 253, 220, 164, 185, 253, 253, 253, 253, 253, 253, 244, 95, 77, 180, 173, 144, 0, 0, 41, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 111, 122, 0, 69, 18, 0, 0, 0, 0, 0, 144, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9838177983630052, y=-0.15075562764170375, z=0.029113536188296634, w=-0.09234545126392622)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.011111111111111112, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.04, z=-0.09)>	COMP<333>
[1740779379.7302415]	Q_Header<(2621443, 19440, 257, 173, 250, 8, 58, 136, 69)>	Q_Data<(0, 0, 62, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 46, 141, 245, 253, 253, 149, 102, 174, 45, 28, 41, 19, 29, 91, 110, 119, 197, 246, 253, 225, 194, 57, 70, 146, 204, 152, 131, 253, 253, 184, 120, 134, 199, 253, 253, 253, 253, 253, 252, 191, 81, 0, 42, 90, 70, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 224, 165, 39, 0, 0, 0, 0, 0, 0, 97, 125, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9838177983630052, y=-0.15075562764170375, z=0.029113536188296634, w=-0.09234545126392622)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.011111111111111112, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.04, z=-0.09)>	COMP<333>
[1740779379.7424967]	Q_Header<(2621443, 19441, 257, 173, 250, 8, 58, 137, 66)>	Q_Data<(0, 0, 63, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 98, 221, 253, 253, 253, 222, 215, 209, 106, 74, 45, 0, 34, 126, 188, 253, 253, 253, 198, 186, 91, 40, 42, 116, 199, 164, 114, 170, 157, 69, 18, 58, 144, 253, 253, 253, 253, 253, 253, 28, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 208, 149, 0, 0, 0, 0, 0, 0, 0, 0, 106, 67, 0, 0, 0, 0, 0, 0, 87, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9838177983630052, y=-0.15075562764170375, z=0.029113536188296634, w=-0.09234545126392622)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.011111111111111112, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.04, z=-0.09)>	COMP<333>
[1740779379.7478247]	Q_Header<(2621443, 19442, 257, 173, 250, 8, 58, 138, 68)>	Q_Data<(0, 0, 66, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 179, 253, 253, 253, 253, 195, 228, 224, 142, 105, 50, 8, 46, 128, 242, 253, 253, 253, 143, 239, 145, 10, 37, 120, 253, 240, 104, 74, 114, 57, 0, 0, 44, 162, 199, 215, 206, 253, 253, 17, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 127, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 173, 253, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.983826493567767, y=-0.1507569600541215, z=0.028808617467832125, w=-0.09234626743396188)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.01, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.03, z=-0.02)>	COMP<338>
[1740779379.7601113]	Q_Header<(2621443, 19443, 257, 173, 250, 8, 58, 139, 71)>	Q_Data<(0, 0, 56, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 231, 253, 253, 253, 253, 150, 224, 187, 145, 124, 149, 21, 64, 125, 250, 253, 253, 253, 202, 253, 196, 18, 43, 135, 253, 253, 107, 49, 144, 186, 105, 26, 29, 36, 58, 94, 72, 119, 95, 80, 0, 0, 0, 87, 46, 0, 0, 0, 0, 0, 0, 0, 0, 57, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 214, 253, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.983826493567767, y=-0.1507569600541215, z=0.028808617467832125, w=-0.09234626743396188)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.01, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.03, z=-0.02)>	COMP<338>
[1740779379.767534]	Q_Header<(2621443, 19444, 257, 173, 250, 8, 58, 140, 66)>	Q_Data<(0, 0, 46, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 253, 253, 253, 253, 241, 167, 249, 199, 148, 200, 253, 75, 88, 118, 204, 253, 253, 253, 253, 213, 201, 74, 46, 121, 253, 228, 97, 93, 246, 253, 214, 130, 0, 42, 16, 49, 0, 77, 84, 167, 98, 0, 94, 153, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 253, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.983826493567767, y=-0.1507569600541215, z=0.028808617467832125, w=-0.09234626743396188)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.01, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.03, z=-0.02)>	COMP<338>
[1740779379.772084]	Q_Header<(2621443, 19445, 257, 173, 250, 8, 58, 141, 67)>	Q_Data<(0, 0, 55, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 250, 253, 253, 253, 164, 180, 253, 216, 190, 253, 253, 126, 96, 133, 157, 253, 253, 253, 253, 199, 158, 89, 63, 98, 189, 167, 95, 113, 253, 253, 253, 174, 34, 47, 38, 18, 0, 61, 139, 191, 106, 0, 90, 170, 72, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 156, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.983826493567767, y=-0.1507569600541215, z=0.028808617467832125, w=-0.09234626743396188)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.01, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.03, z=-0.02)>	COMP<338>
[1740779379.7834191]	Q_Header<(2621443, 19446, 257, 173, 250, 8, 58, 142, 64)>	Q_Data<(0, 0, 57, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 222, 253, 253, 253, 253, 138, 209, 253, 196, 236, 253, 253, 132, 93, 183, 253, 253, 253, 236, 253, 241, 80, 93, 62, 86, 122, 119, 78, 114, 253, 253, 253, 155, 41, 0, 0, 0, 7, 59, 112, 176, 105, 56, 72, 123, 42, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9838261197333567, y=-0.15075690276948886, z=0.028625500971210638, w=-0.09240726752753285)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.013333333333333334, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.02, z=-0.03)>	COMP<345>
[1740779379.7977269]	Q_Header<(2621443, 19447, 257, 173, 250, 8, 58, 143, 58)>	Q_Data<(0, 0, 55, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 245, 238, 251, 245, 242, 142, 218, 253, 117, 241, 225, 253, 105, 66, 199, 253, 253, 253, 253, 253, 191, 91, 95, 91, 128, 104, 84, 82, 120, 169, 209, 159, 95, 73, 127, 73, 9, 0, 0, 75, 105, 96, 16, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9838261197333567, y=-0.15075690276948886, z=0.028625500971210638, w=-0.09240726752753285)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.013333333333333334, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.02, z=-0.03)>	COMP<345>
[1740779379.8076024]	Q_Header<(2621443, 19448, 257, 173, 250, 8, 58, 144, 58)>	Q_Data<(0, 0, 48, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 253, 253, 253, 253, 201, 91, 154, 253, 70, 201, 139, 173, 66, 14, 147, 253, 253, 253, 253, 195, 102, 81, 91, 110, 163, 127, 30, 60, 91, 91, 114, 117, 58, 161, 242, 161, 52, 46, 46, 79, 22, 64, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9838261197333567, y=-0.15075690276948886, z=0.028625500971210638, w=-0.09240726752753285)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.013333333333333334, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.02, z=-0.03)>	COMP<345>
[1740779379.817806]	Q_Header<(2621443, 19449, 257, 173, 250, 8, 58, 145, 60)>	Q_Data<(0, 0, 40, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 252, 248, 253, 253, 152, 120, 178, 115, 106, 137, 68, 70, 32, 0, 74, 162, 200, 253, 253, 175, 62, 51, 91, 121, 161, 128, 50, 35, 42, 0, 0, 57, 58, 131, 223, 156, 0, 4, 120, 105, 35, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9838403110797364, y=-0.15069804132116565, z=0.0284428056928567, w=-0.09240860046992498)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.011111111111111112, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.01, z=-0.1)>	COMP<345>
[1740779379.828549]	Q_Header<(2621443, 19450, 257, 173, 250, 8, 58, 146, 58)>	Q_Data<(0, 0, 53, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 253, 253, 253, 215, 130, 210, 253, 253, 113, 76, 41, 42, 17, 0, 95, 253, 253, 253, 253, 121, 0, 44, 68, 114, 120, 111, 47, 0, 30, 0, 55, 107, 69, 0, 0, 68, 0, 0, 141, 141, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9838403110797364, y=-0.15069804132116565, z=0.0284428056928567, w=-0.09240860046992498)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.011111111111111112, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.01, z=-0.1)>	COMP<345>
[1740779379.8374658]	Q_Header<(2621443, 19451, 257, 173, 250, 8, 58, 147, 57)>	Q_Data<(0, 0, 48, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 253, 253, 253, 107, 151, 239, 253, 253, 156, 55, 21, 34, 16, 0, 100, 207, 253, 253, 205, 85, 55, 30, 73, 112, 109, 45, 74, 0, 0, 27, 89, 157, 118, 0, 70, 97, 47, 64, 112, 111, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9838403110797364, y=-0.15069804132116565, z=0.0284428056928567, w=-0.09240860046992498)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.011111111111111112, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.01, z=-0.1)>	COMP<345>
[1740779379.8575785]	Q_Header<(2621443, 19452, 257, 173, 250, 8, 58, 148, 53)>	Q_Data<(0, 0, 35, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 248, 253, 253, 128, 171, 253, 157, 253, 167, 59, 0, 36, 6, 0, 77, 123, 253, 253, 162, 74, 38, 0, 58, 106, 116, 5, 46, 30, 12, 0, 73, 149, 110, 0, 52, 63, 23, 70, 67, 77, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9838432542483438, y=-0.15069849213593653, z=0.028137709548265184, w=-0.09246991315753092)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.015555555555555555, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.0, z=-0.04)>	COMP<336>
[1740779379.8694718]	Q_Header<(2621443, 19453, 257, 173, 250, 8, 58, 149, 49)>	Q_Data<(0, 0, 24, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 251, 253, 253, 172, 193, 253, 253, 253, 131, 56, 15, 41, 0, 0, 36, 82, 230, 238, 126, 63, 0, 0, 0, 69, 91, 21, 0, 0, 36, 0, 0, 76, 54, 0, 60, 41, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9838432542483438, y=-0.15069849213593653, z=0.028137709548265184, w=-0.09246991315753092)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.015555555555555555, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.0, z=-0.04)>	COMP<336>
[1740779379.8720336]	Q_Header<(2621443, 19454, 257, 173, 250, 8, 58, 150, 43)>	Q_Data<(0, 0, 43, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 253, 253, 253, 189, 230, 253, 253, 230, 79, 21, 0, 12, 18, 0, 0, 79, 172, 178, 113, 34, 26, 0, 18, 21, 34, 19, 0, 0, 0, 0, 0, 32, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9838432542483438, y=-0.15069849213593653, z=0.028137709548265184, w=-0.09246991315753092)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.015555555555555555, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.0, z=-0.04)>	COMP<336>
[1740779379.8773737]	Q_Header<(2621443, 19455, 257, 173, 250, 8, 58, 151, 38)>	Q_Data<(0, 0, 57, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 251, 252, 162, 156, 240, 253, 253, 248, 98, 27, 0, 0, 3, 8, 0, 47, 107, 131, 96, 19, 11, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9838591626229687, y=-0.15069158018090012, z=0.027831251746654698, w=-0.09240463847463863)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.01888888888888889, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.01, z=-0.04)>	COMP<342>
