[1740779588.099152]	Q_Header<(2621443, 40304, 257, 173, 250, 8, 58, 0, 59)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 14, 4, 0, 0, 7, 0, 0, 21, 26, 121, 177, 213, 253, 253, 253, 253, 253, 253, 179, 161, 30, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 142, 148, 68, 96, 57, 0, 91, 123, 144, 0, 0, 0, 78, 107, 82, 84, 199, 253, 253, 253, 140, 26, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7952660415597249, y=0.5987993195504575, z=-0.06780817898486988, w=0.06628234237404922)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.015555555555555555, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.05, z=-0.02)>	COMP<246>
[1740779589.3394864]	Q_Header<(2621443, 40428, 257, 173, 250, 8, 58, 124, 93)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 13, 3, 0, 27, 36, 12, 30, 6, 46, 37, 107, 156, 126, 190, 152, 153, 150, 94, 108, 27, 56, 22, 50, 0, 36, 5, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 58, 61, 0, 91, 194, 253, 167, 213, 212, 182, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 62, 253, 253, 253, 253, 253, 212, 222, 243, 0, 0, 0, 0, 119, 170, 253, 253, 253, 212, 253, 209, 253, 253, 253, 149, 253, 253, 60, 0, 0, 0, 45, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7908363568293073, y=0.6046782269898856, z=-0.06732210400422366, w=0.06640657221812814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.0044444444444444444, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.0, z=-0.02)>	COMP<250>
[1740779589.3493612]	Q_Header<(2621443, 40429, 257, 173, 250, 8, 58, 125, 91)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 28, 36, 22, 36, 7, 43, 104, 147, 245, 159, 253, 220, 204, 212, 111, 120, 69, 84, 31, 78, 0, 32, 79, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 61, 91, 119, 146, 85, 165, 253, 253, 253, 253, 253, 253, 253, 104, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 175, 151, 253, 253, 253, 253, 253, 253, 82, 143, 0, 118, 171, 79, 79, 108, 229, 253, 253, 190, 253, 145, 221, 253, 253, 253, 253, 253, 157, 103, 0, 54, 30, 76, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7908363568293073, y=0.6046782269898856, z=-0.06732210400422366, w=0.06640657221812814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.01, z=-0.1)>	COMP<250>
[1740779589.3593287]	Q_Header<(2621443, 40430, 257, 173, 250, 8, 58, 126, 88)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22, 0, 0, 15, 22, 48, 59, 80, 61, 197, 207, 253, 136, 253, 229, 214, 213, 131, 104, 179, 89, 13, 57, 0, 82, 151, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 42, 16, 126, 82, 86, 129, 120, 162, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 146, 253, 253, 253, 253, 253, 253, 253, 253, 253, 95, 183, 139, 253, 253, 253, 253, 253, 224, 0, 0, 0, 177, 236, 94, 0, 63, 181, 253, 127, 129, 154, 43, 79, 253, 253, 253, 253, 187, 179, 122, 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7908363568293073, y=0.6046782269898856, z=-0.06732210400422366, w=0.06640657221812814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.01, z=-0.1)>	COMP<250>
[1740779589.3694]	Q_Header<(2621443, 40431, 257, 173, 250, 8, 58, 127, 101)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 19, 0, 8, 94, 147, 145, 84, 253, 253, 248, 210, 193, 188, 165, 126, 170, 242, 253, 118, 51, 46, 77, 131, 214, 113, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 106, 31, 0, 53, 85, 112, 145, 65, 0, 102, 90, 111, 196, 251, 253, 253, 253, 253, 253, 253, 253, 253, 249, 253, 244, 253, 253, 253, 253, 253, 253, 253, 184, 205, 94, 44, 170, 122, 176, 253, 83, 0, 0, 0, 167, 205, 33, 0, 0, 10, 122, 0, 0, 0, 0, 0, 253, 253, 163, 242, 46, 90, 96, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7908363568293073, y=0.6046782269898856, z=-0.06732210400422366, w=0.06640657221812814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.01, z=-0.1)>	COMP<250>
[1740779589.379343]	Q_Header<(2621443, 40432, 257, 173, 250, 8, 58, 128, 90)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 12, 44, 133, 233, 169, 183, 253, 253, 146, 253, 212, 157, 135, 186, 207, 253, 253, 219, 21, 31, 115, 136, 238, 133, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 147, 193, 114, 19, 125, 160, 225, 233, 187, 113, 144, 0, 39, 74, 110, 237, 249, 253, 253, 253, 253, 253, 253, 93, 253, 219, 253, 253, 253, 253, 253, 253, 253, 175, 174, 52, 41, 42, 0, 37, 124, 0, 0, 0, 0, 93, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 126, 88, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7908363568293073, y=0.6046782269898856, z=-0.06732210400422366, w=0.06640657221812814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.02, z=-0.02)>	COMP<252>
[1740779589.38929]	Q_Header<(2621443, 40433, 257, 173, 250, 8, 58, 129, 89)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 12, 19, 36, 61, 99, 130, 253, 74, 253, 253, 253, 240, 253, 209, 137, 199, 246, 253, 226, 253, 253, 154, 72, 143, 124, 217, 123, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 164, 233, 144, 0, 137, 206, 253, 253, 210, 144, 141, 0, 0, 0, 0, 96, 209, 253, 253, 253, 176, 253, 206, 0, 166, 57, 253, 253, 253, 0, 181, 193, 104, 91, 47, 0, 84, 57, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7908363568293073, y=0.6046782269898856, z=-0.06732210400422366, w=0.06640657221812814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.02, z=-0.02)>	COMP<252>
[1740779589.3992112]	Q_Header<(2621443, 40434, 257, 173, 250, 8, 58, 130, 78)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 25, 37, 44, 104, 137, 141, 209, 253, 253, 253, 253, 253, 253, 179, 158, 188, 178, 253, 253, 253, 253, 221, 99, 145, 128, 163, 88, 27, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 211, 101, 36, 138, 235, 253, 253, 170, 95, 55, 0, 0, 0, 0, 30, 146, 253, 253, 192, 97, 190, 182, 0, 93, 0, 209, 253, 253, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7908363568293073, y=0.6046782269898856, z=-0.06732210400422366, w=0.06640657221812814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.02, z=-0.02)>	COMP<252>
[1740779589.40932]	Q_Header<(2621443, 40435, 257, 173, 250, 8, 58, 131, 68)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 14, 38, 58, 137, 154, 171, 253, 253, 253, 253, 253, 253, 253, 253, 180, 177, 114, 241, 253, 253, 253, 253, 253, 78, 243, 162, 65, 56, 65, 36, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 154, 0, 0, 127, 221, 247, 200, 98, 0, 0, 0, 0, 0, 0, 0, 62, 162, 123, 66, 160, 83, 123, 0, 0, 0, 59, 203, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7908363568293073, y=0.6046782269898856, z=-0.06732210400422366, w=0.06640657221812814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.0011111111111111111, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.02, z=-0.06)>	COMP<252>
[1740779589.4193187]	Q_Header<(2621443, 40436, 257, 173, 250, 8, 58, 132, 68)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32, 70, 66, 220, 219, 230, 253, 253, 253, 253, 253, 253, 245, 247, 205, 200, 52, 253, 253, 253, 253, 253, 243, 195, 253, 236, 99, 43, 90, 60, 48, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 81, 0, 0, 111, 153, 166, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 144, 39, 0, 0, 0, 0, 0, 85, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7908363568293073, y=0.6046782269898856, z=-0.06732210400422366, w=0.06640657221812814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.0011111111111111111, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.02, z=-0.06)>	COMP<252>
[1740779589.4291406]	Q_Header<(2621443, 40437, 257, 173, 250, 8, 58, 133, 50)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 33, 100, 78, 253, 253, 253, 253, 253, 253, 236, 253, 110, 253, 215, 181, 187, 95, 253, 253, 253, 253, 253, 121, 188, 253, 253, 206, 111, 104, 51, 16, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 62, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7908363568293073, y=0.6046782269898856, z=-0.06732210400422366, w=0.06640657221812814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.0011111111111111111, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.02, z=-0.06)>	COMP<252>
[1740779589.439182]	Q_Header<(2621443, 40438, 257, 173, 250, 8, 58, 134, 48)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 105, 154, 239, 253, 253, 253, 253, 253, 214, 200, 253, 253, 205, 105, 126, 76, 253, 253, 253, 253, 253, 253, 225, 178, 253, 253, 191, 197, 176, 146, 68, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7908363568293073, y=0.6046782269898856, z=-0.06732210400422366, w=0.06640657221812814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.0011111111111111111, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.02, z=-0.06)>	COMP<252>
[1740779589.4492652]	Q_Header<(2621443, 40439, 257, 173, 250, 8, 58, 135, 52)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 109, 68, 177, 219, 253, 253, 253, 253, 253, 231, 253, 253, 219, 226, 187, 17, 43, 148, 253, 253, 253, 253, 253, 231, 236, 253, 253, 253, 253, 253, 253, 81, 38, 25, 0, 0, 23, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 203, 120, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7908363568293073, y=0.6046782269898856, z=-0.06732210400422366, w=0.06640657221812814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.0022222222222222222, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.04, z=-0.15)>	COMP<252>
[1740779589.4591153]	Q_Header<(2621443, 40440, 257, 173, 250, 8, 58, 136, 52)>	Q_Data<(0, 0, 45, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 174, 202, 174, 253, 253, 253, 253, 253, 253, 246, 253, 253, 127, 208, 191, 64, 0, 80, 238, 253, 250, 253, 253, 102, 229, 253, 253, 253, 253, 253, 253, 87, 69, 40, 0, 0, 0, 0, 43, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 225, 253, 236, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7908363568293073, y=0.6046782269898856, z=-0.06732210400422366, w=0.06640657221812814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.0022222222222222222, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.04, z=-0.15)>	COMP<252>
[1740779589.4691398]	Q_Header<(2621443, 40441, 257, 173, 250, 8, 58, 137, 59)>	Q_Data<(0, 0, 41, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 202, 244, 158, 253, 253, 253, 253, 213, 211, 185, 253, 253, 117, 139, 133, 49, 6, 62, 148, 178, 97, 253, 171, 232, 67, 208, 206, 253, 236, 253, 253, 111, 55, 12, 0, 0, 0, 0, 28, 54, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 243, 253, 253, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7908363568293073, y=0.6046782269898856, z=-0.06732210400422366, w=0.06640657221812814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.0022222222222222222, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.04, z=-0.15)>	COMP<252>
[1740779589.4792004]	Q_Header<(2621443, 40442, 257, 173, 250, 8, 58, 138, 58)>	Q_Data<(0, 0, 57, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 195, 210, 160, 253, 253, 253, 253, 253, 247, 253, 253, 203, 103, 68, 63, 0, 26, 23, 67, 104, 58, 70, 161, 212, 141, 134, 91, 169, 181, 82, 108, 115, 43, 0, 71, 55, 0, 0, 0, 72, 91, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 190, 253, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7908363568293073, y=0.6046782269898856, z=-0.06732210400422366, w=0.06640657221812814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0033333333333333335, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.02, z=-0.06)>	COMP<257>
[1740779589.4891186]	Q_Header<(2621443, 40443, 257, 173, 250, 8, 58, 139, 59)>	Q_Data<(0, 0, 50, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 221, 192, 253, 253, 253, 211, 253, 253, 253, 253, 116, 104, 82, 47, 35, 0, 32, 41, 84, 95, 79, 107, 140, 118, 83, 71, 49, 94, 106, 116, 141, 59, 0, 66, 120, 112, 0, 0, 46, 118, 126, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 148, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7908363568293073, y=0.6046782269898856, z=-0.06732210400422366, w=0.06640657221812814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0033333333333333335, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.02, z=-0.06)>	COMP<257>
[1740779589.4990914]	Q_Header<(2621443, 40444, 257, 173, 250, 8, 58, 140, 54)>	Q_Data<(0, 0, 52, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 235, 247, 234, 253, 253, 253, 171, 253, 253, 205, 253, 207, 116, 44, 39, 42, 0, 0, 39, 60, 47, 0, 34, 58, 54, 0, 29, 68, 53, 24, 97, 81, 26, 21, 84, 156, 160, 0, 0, 86, 149, 129, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7908363568293073, y=0.6046782269898856, z=-0.06732210400422366, w=0.06640657221812814)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0033333333333333335, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.02, z=-0.06)>	COMP<257>
