[1740779678.0699506]	Q_Header<(2621443, 49304, 257, 173, 250, 8, 58, 0, 80)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 202, 131, 131, 125, 49, 0, 117, 127, 138, 218, 237, 135, 253, 253, 253, 253, 224, 65, 219, 253, 209, 172, 173, 253, 253, 50, 250, 179, 135, 214, 192, 178, 253, 253, 253, 249, 237, 148, 0, 99, 58, 0, 0, 0, 0, 156, 253, 253, 202, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 32, 0, 169, 253, 253, 253, 253, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.9031617903762748, y=-0.4195060475269403, z=0.0181279348342065, w=0.0893579010009371)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.03888888888888889, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.07, z=-0.03)>	COMP<162>
[1740779679.3997228]	Q_Header<(2621443, 49437, 257, 173, 250, 8, 58, 133, 40)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 189, 253, 253, 195, 253, 253, 253, 253, 106, 117, 123, 73, 23, 0, 24, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 61, 224, 253, 239, 253, 253, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8875090363634917, y=-0.4515364728022221, z=0.022399822319331644, w=0.08911100977172806)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.022222222222222223, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.14, z=-0.09)>	COMP<159>
[1740779679.4097865]	Q_Header<(2621443, 49438, 257, 173, 250, 8, 58, 134, 36)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 160, 253, 253, 175, 253, 253, 253, 221, 120, 34, 70, 71, 41, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 154, 76, 105, 162, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8872517269532176, y=-0.4520180429122604, z=0.022155353710120243, w=0.08929278919533311)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.015555555555555555, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.17, z=-0.11)>	COMP<163>
[1740779679.4197621]	Q_Header<(2621443, 49439, 257, 173, 250, 8, 58, 135, 35)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 123, 253, 253, 253, 253, 253, 253, 247, 159, 48, 16, 55, 30, 0, 10, 17, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 64, 73, 80, 26, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8872517269532176, y=-0.4520180429122604, z=0.022155353710120243, w=0.08929278919533311)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.015555555555555555, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.17, z=-0.11)>	COMP<163>
[1740779679.4297228]	Q_Header<(2621443, 49440, 257, 173, 250, 8, 58, 136, 35)>	Q_Data<(0, 0, 53, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 79, 229, 220, 253, 253, 253, 253, 253, 161, 31, 0, 33, 22, 31, 22, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8872517269532176, y=-0.4520180429122604, z=0.022155353710120243, w=0.08929278919533311)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.015555555555555555, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.17, z=-0.11)>	COMP<163>
[1740779679.4403627]	Q_Header<(2621443, 49441, 257, 173, 250, 8, 58, 137, 32)>	Q_Data<(0, 0, 37, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 113, 217, 253, 253, 253, 253, 253, 253, 120, 37, 29, 41, 48, 52, 39, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8870049441405303, y=-0.4525049649664826, z=0.021850118351497274, w=0.0893535566105922)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.015555555555555555, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.1, z=0.06)>	COMP<165>
[1740779679.4499254]	Q_Header<(2621443, 49442, 257, 173, 250, 8, 58, 138, 34)>	Q_Data<(0, 0, 58, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 116, 173, 253, 253, 228, 253, 253, 253, 175, 73, 70, 29, 15, 26, 16, 0, 15, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8870049441405303, y=-0.4525049649664826, z=0.021850118351497274, w=0.0893535566105922)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.015555555555555555, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.1, z=0.06)>	COMP<165>
[1740779679.4610176]	Q_Header<(2621443, 49443, 257, 173, 250, 8, 58, 139, 30)>	Q_Data<(0, 0, 50, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 110, 114, 253, 253, 178, 253, 253, 253, 204, 91, 23, 63, 48, 46, 0, 0, 24, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8870049441405303, y=-0.4525049649664826, z=0.021850118351497274, w=0.0893535566105922)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.015555555555555555, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.1, z=0.06)>	COMP<165>
[1740779679.4697876]	Q_Header<(2621443, 49444, 257, 173, 250, 8, 58, 140, 31)>	Q_Data<(0, 0, 35, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 111, 149, 246, 253, 253, 253, 253, 253, 206, 134, 54, 85, 53, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8870049441405303, y=-0.4525049649664826, z=0.021850118351497274, w=0.0893535566105922)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.015555555555555555, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.1, z=0.06)>	COMP<165>
[1740779679.4799683]	Q_Header<(2621443, 49445, 257, 173, 250, 8, 58, 141, 33)>	Q_Data<(0, 0, 61, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 125, 189, 218, 253, 253, 253, 253, 253, 198, 245, 153, 31, 42, 39, 17, 7, 0, 4, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8867103696853761, y=-0.4531207175484741, z=0.021789344849785192, w=0.08917152051970914)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=0.0077777777777777776, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.11, z=0.02)>	COMP<165>
[1740779679.4898984]	Q_Header<(2621443, 49446, 257, 173, 250, 8, 58, 142, 31)>	Q_Data<(0, 0, 62, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 113, 171, 165, 213, 253, 253, 253, 253, 253, 253, 193, 73, 167, 161, 66, 43, 20, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8867103696853761, y=-0.4531207175484741, z=0.021789344849785192, w=0.08917152051970914)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=0.0077777777777777776, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.11, z=0.02)>	COMP<165>
[1740779679.509757]	Q_Header<(2621443, 49447, 257, 173, 250, 8, 58, 143, 28)>	Q_Data<(0, 0, 65, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 77, 116, 100, 115, 253, 253, 253, 253, 253, 253, 253, 176, 253, 245, 97, 96, 60, 62, 44, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8864709057843534, y=-0.4536724210062723, z=0.021545320141963423, w=0.0888057813216906)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.0033333333333333335, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.12, z=-0.07)>	COMP<161>
[1740779679.5111272]	Q_Header<(2621443, 49448, 257, 173, 250, 8, 58, 144, 30)>	Q_Data<(0, 0, 47, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 39, 60, 50, 29, 105, 109, 253, 253, 185, 253, 253, 253, 253, 253, 95, 117, 78, 84, 52, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8864709057843534, y=-0.4536724210062723, z=0.021545320141963423, w=0.0888057813216906)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.0033333333333333335, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.12, z=-0.07)>	COMP<161>
[1740779679.5298476]	Q_Header<(2621443, 49449, 257, 173, 250, 8, 58, 145, 30)>	Q_Data<(0, 0, 38, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 37, 23, 38, 127, 175, 253, 253, 251, 253, 253, 253, 253, 253, 69, 106, 70, 76, 40, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8864709057843534, y=-0.4536724210062723, z=0.021545320141963423, w=0.0888057813216906)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.0033333333333333335, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.12, z=-0.07)>	COMP<161>
[1740779679.531622]	Q_Header<(2621443, 49450, 257, 173, 250, 8, 58, 146, 28)>	Q_Data<(0, 0, 53, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 21, 34, 18, 25, 78, 122, 253, 253, 253, 253, 253, 253, 253, 223, 139, 132, 102, 79, 28, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8864709057843534, y=-0.4536724210062723, z=0.021545320141963423, w=0.0888057813216906)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.0033333333333333335, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.12, z=-0.07)>	COMP<161>
[1740779679.5497787]	Q_Header<(2621443, 49451, 257, 173, 250, 8, 58, 147, 35)>	Q_Data<(0, 0, 40, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 14, 0, 0, 11, 49, 43, 185, 253, 253, 253, 253, 253, 253, 84, 223, 208, 197, 137, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8862602989992568, y=-0.4541778846317817, z=0.0213019865255331, w=0.08838188105722616)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03777777777777778, y=-0.005555555555555556, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=-0.11)>	COMP<160>
[1740779679.5511794]	Q_Header<(2621443, 49452, 257, 173, 250, 8, 58, 148, 33)>	Q_Data<(0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 10, 8, 0, 0, 40, 40, 104, 201, 253, 253, 253, 253, 253, 221, 253, 253, 253, 213, 30, 41, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8862602989992568, y=-0.4541778846317817, z=0.0213019865255331, w=0.08838188105722616)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03777777777777778, y=-0.005555555555555556, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=-0.11)>	COMP<160>
[1740779679.569973]	Q_Header<(2621443, 49453, 257, 173, 250, 8, 58, 149, 30)>	Q_Data<(0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 24, 0, 0, 7, 19, 19, 46, 160, 253, 213, 253, 253, 253, 231, 253, 253, 253, 253, 87, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8862602989992568, y=-0.4541778846317817, z=0.0213019865255331, w=0.08838188105722616)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03777777777777778, y=-0.005555555555555556, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=-0.11)>	COMP<160>
