[1740779810.5408385]	Q_Header<(2621443, 62554, 257, 173, 250, 8, 58, 0, 41)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 237, 244, 253, 230, 253, 253, 253, 219, 220, 253, 253, 163, 102, 104, 153, 129, 27, 7, 0, 32, 84, 91, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 67, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.42084142679388814, y=-0.9029017007341534, z=0.07128974423426561, w=0.05078173561892892)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=0.0, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.2, z=-0.01)>	COMP<178>
[1740779811.8604367]	Q_Header<(2621443, 62686, 257, 173, 250, 8, 58, 132, 30)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 81, 91, 136, 131, 91, 253, 245, 197, 99, 132, 155, 107, 75, 35, 21, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4323167949467306, y=-0.8970436164523647, z=0.072205388736691, w=0.05658021585706893)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.01, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.08, z=0.12)>	COMP<173>
[1740779811.8745465]	Q_Header<(2621443, 62687, 257, 173, 250, 8, 58, 133, 25)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 25, 91, 135, 126, 121, 253, 253, 220, 76, 87, 97, 45, 13, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4323167949467306, y=-0.8970436164523647, z=0.072205388736691, w=0.05658021585706893)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.01, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.08, z=0.12)>	COMP<173>
[1740779811.8807676]	Q_Header<(2621443, 62688, 257, 173, 250, 8, 58, 134, 27)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 48, 123, 149, 44, 252, 253, 189, 16, 60, 21, 38, 28, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.432929838624322, y=-0.8967439995867107, z=0.07220583661251556, w=0.05664160302317366)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0044444444444444444, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.09, z=0.14)>	COMP<175>
[1740779811.8915217]	Q_Header<(2621443, 62689, 257, 173, 250, 8, 58, 135, 22)>	Q_Data<(0, 0, 59, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 109, 148, 147, 253, 253, 216, 75, 65, 26, 31, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.432929838624322, y=-0.8967439995867107, z=0.07220583661251556, w=0.05664160302317366)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0044444444444444444, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.09, z=0.14)>	COMP<175>
[1740779811.9003944]	Q_Header<(2621443, 62690, 257, 173, 250, 8, 58, 136, 25)>	Q_Data<(0, 0, 40, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 57, 138, 161, 253, 253, 246, 126, 66, 0, 8, 0, 11, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.432929838624322, y=-0.8967439995867107, z=0.07220583661251556, w=0.05664160302317366)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0044444444444444444, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.09, z=0.14)>	COMP<175>
[1740779811.908238]	Q_Header<(2621443, 62691, 257, 173, 250, 8, 58, 137, 21)>	Q_Data<(0, 0, 44, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 161, 253, 253, 215, 147, 71, 16, 27, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4334704871568291, y=-0.8964819086679113, z=0.0722654261889166, w=0.05657943418676156)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.0011111111111111111, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.09, z=0.12)>	COMP<172>
[1740779811.9206991]	Q_Header<(2621443, 62692, 257, 173, 250, 8, 58, 138, 27)>	Q_Data<(0, 0, 54, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 150, 231, 232, 176, 151, 69, 32, 0, 27, 18, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4334704871568291, y=-0.8964819086679113, z=0.0722654261889166, w=0.05657943418676156)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.0011111111111111111, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.09, z=0.12)>	COMP<172>
[1740779811.9308085]	Q_Header<(2621443, 62693, 257, 173, 250, 8, 58, 139, 29)>	Q_Data<(0, 0, 52, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 75, 137, 142, 105, 164, 100, 115, 53, 37, 27, 22, 15, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4334704871568291, y=-0.8964819086679113, z=0.0722654261889166, w=0.05657943418676156)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.0011111111111111111, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.09, z=0.12)>	COMP<172>
[1740779811.941533]	Q_Header<(2621443, 62694, 257, 173, 250, 8, 58, 140, 33)>	Q_Data<(0, 0, 53, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 107, 147, 137, 161, 118, 145, 133, 52, 44, 32, 22, 13, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 16, 42, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4342161931516109, y=-0.8961431188996277, z=0.07208452686421879, w=0.05645909174377848)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.0022222222222222222, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.12, z=0.02)>	COMP<172>
[1740779811.9506419]	Q_Header<(2621443, 62695, 257, 173, 250, 8, 58, 141, 28)>	Q_Data<(0, 0, 62, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 109, 141, 142, 229, 126, 131, 146, 52, 44, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 44, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4342161931516109, y=-0.8961431188996277, z=0.07208452686421879, w=0.05645909174377848)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.0022222222222222222, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.12, z=0.02)>	COMP<172>
[1740779811.9606676]	Q_Header<(2621443, 62696, 257, 173, 250, 8, 58, 142, 25)>	Q_Data<(0, 0, 63, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 46, 148, 143, 249, 191, 140, 80, 52, 43, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4342161931516109, y=-0.8961431188996277, z=0.07208452686421879, w=0.05645909174377848)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.0022222222222222222, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.12, z=0.02)>	COMP<172>
[1740779811.9715044]	Q_Header<(2621443, 62697, 257, 173, 250, 8, 58, 143, 22)>	Q_Data<(0, 0, 65, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 25, 147, 151, 222, 242, 252, 130, 74, 69, 46, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4342161931516109, y=-0.8961431188996277, z=0.07208452686421879, w=0.05645909174377848)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.0022222222222222222, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.12, z=0.02)>	COMP<172>
[1740779811.983422]	Q_Header<(2621443, 62698, 257, 173, 250, 8, 58, 144, 24)>	Q_Data<(0, 0, 63, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 144, 209, 243, 253, 197, 102, 96, 48, 26, 0, 6, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4346953025395521, y=-0.8959410763799615, z=0.07189989699404555, w=0.056213756478366676)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.013333333333333334, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.15, z=0.01)>	COMP<174>
[1740779811.9914699]	Q_Header<(2621443, 62699, 257, 173, 250, 8, 58, 145, 25)>	Q_Data<(0, 0, 46, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 144, 239, 253, 253, 210, 126, 118, 71, 40, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4346953025395521, y=-0.8959410763799615, z=0.07189989699404555, w=0.056213756478366676)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.013333333333333334, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.15, z=0.01)>	COMP<174>
[1740779812.0006657]	Q_Header<(2621443, 62700, 257, 173, 250, 8, 58, 146, 27)>	Q_Data<(0, 0, 56, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 143, 253, 253, 253, 246, 155, 153, 51, 66, 5, 0, 4, 0, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4346953025395521, y=-0.8959410763799615, z=0.07189989699404555, w=0.056213756478366676)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.013333333333333334, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.15, z=0.01)>	COMP<174>
[1740779812.0107205]	Q_Header<(2621443, 62701, 257, 173, 250, 8, 58, 147, 27)>	Q_Data<(0, 0, 49, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 150, 253, 195, 251, 253, 213, 238, 114, 77, 0, 0, 5, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.43517720289664935, y=-0.8957448288515043, z=0.0717157382052683, w=0.05584672379388978)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.013333333333333334, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.16, z=-0.04)>	COMP<177>
[1740779812.02067]	Q_Header<(2621443, 62702, 257, 173, 250, 8, 58, 148, 28)>	Q_Data<(0, 0, 25, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 140, 253, 120, 253, 252, 233, 253, 125, 86, 55, 0, 0, 0, 0, 9, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.43517720289664935, y=-0.8957448288515043, z=0.0717157382052683, w=0.05584672379388978)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.013333333333333334, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.16, z=-0.04)>	COMP<177>
