[1740779313.6670594]	Q_Header<(2621443, 12804, 257, 173, 250, 8, 58, 0, 31)>	Q_Data<(0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 8, 76, 91, 192, 191, 253, 253, 133, 39, 94, 120, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9759935247009964, y=-0.1899375804433432, z=0.03887861142108278, w=-0.09924116510310926)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.03333333333333333, z=0.21888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.17, z=-0.07)>	COMP<15>
[1740779314.9707906]	Q_Header<(2621443, 12934, 257, 173, 250, 8, 58, 130, 56)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 230, 253, 253, 253, 164, 150, 103, 237, 253, 253, 130, 78, 0, 0, 17, 0, 17, 179, 253, 253, 211, 184, 69, 19, 35, 110, 136, 61, 87, 44, 0, 0, 0, 122, 152, 182, 86, 99, 227, 129, 182, 197, 131, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9500651691502199, y=-0.29363764157662264, z=0.04943805646997804, w=-0.0933219609167857)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.028888888888888888, z=0.12333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.14, z=-0.04)>	COMP<4>
[1740779314.9783318]	Q_Header<(2621443, 12935, 257, 173, 250, 8, 58, 131, 61)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 229, 253, 253, 253, 253, 169, 120, 209, 253, 180, 136, 61, 0, 0, 0, 0, 0, 104, 239, 197, 144, 95, 66, 106, 180, 212, 212, 97, 54, 54, 0, 0, 0, 168, 180, 253, 130, 102, 187, 69, 141, 156, 106, 0, 0, 0, 0, 0, 0, 57, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9495076495334429, y=-0.2954050924819608, z=0.04962073144376738, w=-0.09332115421589215)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.025555555555555557, z=0.12222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.15, z=-0.02)>	COMP<358>
[1740779314.9869509]	Q_Header<(2621443, 12936, 257, 173, 250, 8, 58, 132, 65)>	Q_Data<(0, 0, 66, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 217, 253, 253, 253, 253, 185, 150, 180, 202, 160, 115, 62, 13, 68, 33, 0, 72, 142, 151, 81, 83, 27, 37, 122, 217, 253, 234, 121, 94, 27, 0, 0, 0, 161, 197, 253, 130, 66, 117, 0, 54, 79, 53, 15, 0, 0, 0, 0, 0, 56, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9495076495334429, y=-0.2954050924819608, z=0.04962073144376738, w=-0.09332115421589215)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.025555555555555557, z=0.12222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.15, z=-0.02)>	COMP<358>
[1740779314.9990723]	Q_Header<(2621443, 12937, 257, 173, 250, 8, 58, 133, 56)>	Q_Data<(0, 0, 66, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 253, 253, 253, 253, 253, 146, 124, 190, 151, 121, 100, 56, 38, 76, 47, 0, 102, 171, 143, 41, 32, 0, 138, 253, 203, 236, 211, 234, 193, 0, 40, 0, 0, 133, 156, 246, 79, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9495076495334429, y=-0.2954050924819608, z=0.04962073144376738, w=-0.09332115421589215)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.025555555555555557, z=0.12222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.15, z=-0.02)>	COMP<358>
[1740779315.0099223]	Q_Header<(2621443, 12938, 257, 173, 250, 8, 58, 134, 65)>	Q_Data<(0, 0, 66, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 253, 253, 253, 253, 241, 133, 76, 163, 152, 114, 76, 0, 39, 68, 42, 0, 98, 154, 101, 18, 16, 31, 189, 253, 253, 195, 168, 253, 224, 98, 56, 58, 10, 85, 78, 131, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 82, 67, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 50, 232, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9487556321743874, y=-0.2977984257191737, z=0.04980600848264926, w=-0.0932641923547648)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.022222222222222223, z=0.12777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.16, z=-0.09)>	COMP<358>
[1740779315.0113876]	Q_Header<(2621443, 12939, 257, 173, 250, 8, 58, 135, 68)>	Q_Data<(0, 0, 64, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 239, 253, 253, 253, 253, 243, 195, 158, 166, 98, 38, 98, 109, 57, 41, 0, 65, 100, 41, 0, 0, 15, 188, 253, 253, 173, 180, 186, 187, 160, 55, 84, 23, 38, 51, 27, 0, 0, 61, 102, 38, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 140, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 78, 0, 0, 50, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9487556321743874, y=-0.2977984257191737, z=0.04980600848264926, w=-0.0932641923547648)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.022222222222222223, z=0.12777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.16, z=-0.09)>	COMP<358>
[1740779315.0271587]	Q_Header<(2621443, 12940, 257, 173, 250, 8, 58, 136, 56)>	Q_Data<(0, 0, 51, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 178, 253, 253, 253, 253, 253, 253, 210, 253, 127, 68, 182, 214, 101, 63, 0, 13, 16, 55, 36, 0, 37, 132, 253, 213, 209, 238, 145, 126, 154, 27, 96, 0, 0, 23, 19, 0, 74, 175, 180, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 149, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9487556321743874, y=-0.2977984257191737, z=0.04980600848264926, w=-0.0932641923547648)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.022222222222222223, z=0.12777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.16, z=-0.09)>	COMP<358>
[1740779315.0284598]	Q_Header<(2621443, 12941, 257, 173, 250, 8, 58, 137, 67)>	Q_Data<(0, 0, 57, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 202, 253, 253, 253, 188, 253, 253, 253, 253, 253, 172, 88, 223, 253, 164, 84, 18, 0, 48, 79, 48, 0, 118, 230, 237, 116, 217, 225, 161, 105, 93, 53, 112, 113, 58, 26, 0, 0, 130, 253, 253, 130, 88, 0, 29, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 114, 71, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9487556321743874, y=-0.2977984257191737, z=0.04980600848264926, w=-0.0932641923547648)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.022222222222222223, z=0.12777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.16, z=-0.09)>	COMP<358>
[1740779315.0472007]	Q_Header<(2621443, 12942, 257, 173, 250, 8, 58, 138, 60)>	Q_Data<(0, 0, 59, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 249, 253, 253, 253, 241, 253, 253, 253, 253, 253, 187, 73, 185, 226, 196, 95, 61, 0, 55, 72, 35, 0, 183, 253, 253, 156, 175, 195, 106, 114, 90, 69, 158, 232, 172, 70, 0, 0, 137, 253, 253, 112, 91, 0, 83, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9481878672224212, y=-0.29956266831848366, z=0.04992711138641394, w=-0.09332341480418939)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.021111111111111112, z=0.12555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.16, z=-0.01)>	COMP<5>
[1740779315.0485451]	Q_Header<(2621443, 12943, 257, 173, 250, 8, 58, 139, 60)>	Q_Data<(0, 0, 43, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 253, 253, 253, 253, 195, 253, 253, 253, 253, 140, 165, 62, 82, 165, 193, 94, 51, 0, 13, 53, 0, 0, 229, 253, 253, 151, 189, 202, 75, 118, 100, 49, 203, 253, 226, 87, 0, 0, 89, 199, 178, 27, 105, 60, 63, 22, 0, 0, 30, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9481878672224212, y=-0.29956266831848366, z=0.04992711138641394, w=-0.09332341480418939)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.021111111111111112, z=0.12555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.16, z=-0.01)>	COMP<5>
[1740779315.0670238]	Q_Header<(2621443, 12944, 257, 173, 250, 8, 58, 140, 55)>	Q_Data<(0, 0, 41, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 253, 253, 253, 253, 198, 253, 253, 253, 253, 116, 96, 89, 216, 253, 166, 49, 28, 31, 83, 107, 71, 0, 216, 253, 249, 134, 183, 187, 43, 75, 66, 0, 212, 253, 248, 84, 0, 0, 0, 106, 69, 60, 97, 48, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9481878672224212, y=-0.29956266831848366, z=0.04992711138641394, w=-0.09332341480418939)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.021111111111111112, z=0.12555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.16, z=-0.01)>	COMP<5>
[1740779315.068354]	Q_Header<(2621443, 12945, 257, 173, 250, 8, 58, 141, 57)>	Q_Data<(0, 0, 57, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 253, 253, 253, 253, 253, 227, 253, 253, 253, 88, 170, 79, 224, 253, 99, 93, 107, 67, 201, 243, 138, 6, 145, 223, 157, 90, 121, 96, 64, 38, 0, 0, 177, 253, 253, 32, 0, 0, 0, 20, 0, 38, 44, 36, 0, 44, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9481878672224212, y=-0.29956266831848366, z=0.04992711138641394, w=-0.09332341480418939)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.021111111111111112, z=0.12555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.16, z=-0.01)>	COMP<5>
[1740779315.0773978]	Q_Header<(2621443, 12946, 257, 173, 250, 8, 58, 142, 56)>	Q_Data<(0, 0, 54, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 102, 253, 253, 253, 253, 253, 253, 253, 253, 253, 186, 234, 147, 164, 194, 81, 166, 184, 121, 253, 253, 199, 43, 67, 110, 81, 26, 109, 82, 40, 0, 25, 0, 130, 250, 230, 57, 23, 0, 0, 0, 0, 21, 0, 62, 126, 141, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9476425714693342, y=-0.30127294427235823, z=0.04998835927047435, w=-0.09332381114109313)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.016666666666666666, z=0.12333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.15, z=-0.07)>	COMP<4>
[1740779315.0874257]	Q_Header<(2621443, 12947, 257, 173, 250, 8, 58, 143, 56)>	Q_Data<(0, 0, 56, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 111, 253, 253, 253, 253, 253, 227, 253, 253, 253, 196, 203, 148, 65, 101, 99, 199, 216, 133, 253, 253, 217, 55, 38, 79, 46, 94, 93, 80, 44, 0, 0, 0, 68, 179, 172, 114, 82, 0, 0, 0, 0, 0, 0, 101, 192, 222, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9476425714693342, y=-0.30127294427235823, z=0.04998835927047435, w=-0.09332381114109313)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.016666666666666666, z=0.12333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.15, z=-0.07)>	COMP<4>
[1740779315.0974438]	Q_Header<(2621443, 12948, 257, 173, 250, 8, 58, 144, 65)>	Q_Data<(0, 0, 44, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 253, 253, 253, 253, 99, 197, 253, 253, 253, 144, 140, 95, 32, 0, 76, 180, 200, 113, 253, 253, 185, 100, 26, 81, 56, 96, 49, 36, 0, 0, 20, 0, 0, 99, 212, 174, 86, 0, 0, 69, 116, 43, 0, 132, 208, 230, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9476425714693342, y=-0.30127294427235823, z=0.04998835927047435, w=-0.09332381114109313)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.016666666666666666, z=0.12333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.15, z=-0.07)>	COMP<4>
[1740779315.1075048]	Q_Header<(2621443, 12949, 257, 173, 250, 8, 58, 145, 68)>	Q_Data<(0, 0, 43, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 253, 253, 253, 226, 253, 212, 218, 253, 253, 129, 70, 41, 25, 0, 22, 113, 139, 76, 230, 253, 133, 130, 21, 53, 61, 66, 0, 0, 0, 54, 79, 73, 43, 130, 253, 184, 67, 24, 0, 109, 170, 75, 49, 149, 189, 177, 138, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 162, 195, 90, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9476425714693342, y=-0.30127294427235823, z=0.04998835927047435, w=-0.09332381114109313)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.016666666666666666, z=0.12333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.15, z=-0.07)>	COMP<4>
[1740779315.118537]	Q_Header<(2621443, 12950, 257, 173, 250, 8, 58, 146, 66)>	Q_Data<(0, 0, 52, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 253, 253, 190, 253, 253, 253, 253, 253, 139, 80, 60, 24, 29, 0, 37, 0, 69, 30, 154, 203, 63, 126, 0, 0, 40, 29, 0, 5, 0, 116, 142, 103, 64, 131, 217, 133, 0, 26, 0, 103, 166, 71, 0, 89, 158, 103, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 108, 200, 225, 112, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9468795779290319, y=-0.3036435413302136, z=0.05010881355419203, w=-0.09332079893344655)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.016666666666666666, z=0.12555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.17, z=-0.07)>	COMP<4>
