[1740780330.4748008]	Q_Header<(2621443, 49018, 257, 173, 250, 8, 58, 0, 48)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 44, 75, 63, 62, 111, 114, 124, 119, 0, 130, 183, 175, 237, 218, 253, 253, 222, 162, 56, 53, 18, 0, 0, 24, 25, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 36, 10, 52, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2709321926985222, y=-0.9581197479120075, z=0.09258935262979458, w=-0.005432071446309636)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.006666666666666667, z=-0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=0.02, z=0.03)>	COMP<88>
[1740780331.6644762]	Q_Header<(2621443, 49136, 257, 173, 250, 8, 58, 118, 34)>	Q_Data<(0, 0, 67, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 77, 98, 84, 253, 253, 253, 253, 102, 138, 100, 30, 0, 25, 0, 23, 0, 0, 0, 0, 0, 44, 126, 91, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2927195818273635, y=-0.9516438114787849, z=0.09240563946760391, w=-0.012267855702105937)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.021111111111111112, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.1, z=0.01)>	COMP<91>
[1740780331.674591]	Q_Header<(2621443, 49137, 257, 173, 250, 8, 58, 119, 38)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 33, 150, 231, 230, 253, 235, 253, 253, 77, 83, 90, 64, 0, 0, 0, 30, 0, 0, 20, 0, 0, 110, 233, 216, 128, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2929617189495793, y=-0.9515762833631023, z=0.09240500885201314, w=-0.011718468757983172)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.035555555555555556, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.13, z=-0.03)>	COMP<91>
[1740780331.684578]	Q_Header<(2621443, 49138, 257, 173, 250, 8, 58, 120, 38)>	Q_Data<(0, 0, 66, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 47, 207, 253, 253, 253, 253, 235, 253, 143, 110, 196, 111, 14, 85, 49, 33, 0, 0, 21, 0, 0, 174, 253, 250, 155, 81, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2929617189495793, y=-0.9515762833631023, z=0.09240500885201314, w=-0.011718468757983172)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.035555555555555556, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.13, z=-0.03)>	COMP<91>
[1740780331.6945653]	Q_Header<(2621443, 49139, 257, 173, 250, 8, 58, 121, 38)>	Q_Data<(0, 0, 59, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 36, 213, 253, 248, 239, 177, 253, 253, 252, 124, 237, 129, 81, 131, 65, 34, 0, 0, 17, 0, 0, 184, 253, 106, 69, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2929617189495793, y=-0.9515762833631023, z=0.09240500885201314, w=-0.011718468757983172)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.035555555555555556, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.13, z=-0.03)>	COMP<91>
[1740780331.7045326]	Q_Header<(2621443, 49140, 257, 173, 250, 8, 58, 122, 36)>	Q_Data<(0, 0, 61, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 27, 170, 253, 230, 253, 219, 253, 253, 253, 73, 225, 114, 87, 128, 54, 41, 0, 0, 0, 0, 0, 142, 167, 148, 151, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2929617189495793, y=-0.9515762833631023, z=0.09240500885201314, w=-0.011718468757983172)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.035555555555555556, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.13, z=-0.03)>	COMP<91>
[1740780331.7157395]	Q_Header<(2621443, 49141, 257, 173, 250, 8, 58, 123, 35)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 126, 201, 207, 253, 116, 253, 229, 253, 97, 179, 91, 63, 88, 28, 0, 0, 0, 0, 0, 0, 73, 119, 53, 99, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2932074483761427, y=-0.9515204246844432, z=0.09228344336901079, w=-0.011047158233988726)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.042222222222222223, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.14, z=0.0)>	COMP<89>
[1740780331.7268193]	Q_Header<(2621443, 49142, 257, 173, 250, 8, 58, 124, 36)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 98, 151, 154, 225, 253, 172, 253, 253, 113, 144, 84, 18, 56, 32, 0, 0, 0, 0, 0, 17, 85, 152, 154, 75, 33, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2932074483761427, y=-0.9515204246844432, z=0.09228344336901079, w=-0.011047158233988726)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.042222222222222223, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.14, z=0.0)>	COMP<89>
[1740780331.7346916]	Q_Header<(2621443, 49143, 257, 173, 250, 8, 58, 125, 38)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 24, 63, 98, 71, 180, 253, 241, 253, 223, 114, 132, 84, 11, 48, 34, 15, 0, 0, 0, 0, 87, 143, 233, 169, 129, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2932074483761427, y=-0.9515204246844432, z=0.09228344336901079, w=-0.011047158233988726)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.042222222222222223, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.14, z=0.0)>	COMP<89>
[1740780331.744584]	Q_Header<(2621443, 49144, 257, 173, 250, 8, 58, 126, 38)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 30, 57, 67, 180, 188, 253, 191, 172, 102, 148, 115, 42, 37, 21, 0, 0, 0, 0, 0, 119, 202, 253, 152, 192, 111, 140, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2935098976569941, y=-0.9514505707163403, z=0.09216052099439823, w=-0.010009487048398217)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.04666666666666667, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.13, z=-0.11)>	COMP<88>
[1740780331.7546349]	Q_Header<(2621443, 49145, 257, 173, 250, 8, 58, 127, 38)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 12, 74, 150, 211, 253, 123, 172, 119, 156, 170, 69, 58, 35, 0, 0, 0, 0, 0, 107, 223, 253, 253, 253, 113, 253, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2935098976569941, y=-0.9514505707163403, z=0.09216052099439823, w=-0.010009487048398217)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.04666666666666667, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.13, z=-0.11)>	COMP<88>
[1740780331.764249]	Q_Header<(2621443, 49146, 257, 173, 250, 8, 58, 128, 39)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 55, 137, 253, 253, 192, 98, 162, 144, 207, 121, 71, 0, 11, 0, 0, 11, 0, 23, 235, 253, 189, 253, 182, 253, 146, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2935098976569941, y=-0.9514505707163403, z=0.09216052099439823, w=-0.010009487048398217)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.04666666666666667, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.13, z=-0.11)>	COMP<88>
[1740780331.767908]	Q_Header<(2621443, 49147, 257, 173, 250, 8, 58, 129, 38)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 21, 38, 160, 253, 253, 253, 171, 200, 134, 211, 153, 62, 0, 22, 5, 0, 0, 0, 65, 207, 253, 253, 253, 253, 253, 149, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2935098976569941, y=-0.9514505707163403, z=0.09216052099439823, w=-0.010009487048398217)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.04666666666666667, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.13, z=-0.11)>	COMP<88>
[1740780331.7768683]	Q_Header<(2621443, 49148, 257, 173, 250, 8, 58, 130, 39)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 14, 34, 156, 253, 253, 253, 186, 214, 136, 180, 137, 48, 20, 13, 0, 0, 0, 0, 62, 184, 203, 160, 139, 223, 253, 108, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2937572240375924, y=-0.9513998770617059, z=0.09197842024198043, w=-0.009216152260477136)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=0.044444444444444446, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.16, z=-0.26)>	COMP<88>
[1740780331.78758]	Q_Header<(2621443, 49149, 257, 173, 250, 8, 58, 131, 35)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 14, 14, 103, 151, 253, 253, 91, 203, 121, 129, 72, 91, 0, 0, 0, 0, 0, 0, 113, 253, 191, 253, 179, 64, 176, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2937572240375924, y=-0.9513998770617059, z=0.09197842024198043, w=-0.009216152260477136)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=0.044444444444444446, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.16, z=-0.26)>	COMP<88>
[1740780331.8048875]	Q_Header<(2621443, 49150, 257, 173, 250, 8, 58, 132, 44)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 9, 13, 14, 157, 253, 253, 253, 132, 200, 171, 114, 66, 137, 61, 48, 0, 0, 26, 0, 135, 253, 253, 169, 253, 95, 42, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2937572240375924, y=-0.9513998770617059, z=0.09197842024198043, w=-0.009216152260477136)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=0.044444444444444446, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.16, z=-0.26)>	COMP<88>
[1740780331.8147457]	Q_Header<(2621443, 49151, 257, 173, 250, 8, 58, 133, 39)>	Q_Data<(0, 0, 69, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 0, 0, 28, 179, 253, 253, 164, 66, 221, 190, 161, 105, 103, 128, 90, 21, 0, 34, 0, 114, 227, 253, 253, 253, 59, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2941344275949456, y=-0.9513133821321482, z=0.09173771418867052, w=-0.008484060061360746)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=0.04111111111111111, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.15, z=-0.12)>	COMP<87>
[1740780331.8265162]	Q_Header<(2621443, 49152, 257, 173, 250, 8, 58, 134, 35)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 155, 253, 253, 228, 85, 253, 242, 206, 166, 161, 206, 118, 69, 35, 34, 52, 91, 199, 253, 253, 253, 69, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2941344275949456, y=-0.9513133821321482, z=0.09173771418867052, w=-0.008484060061360746)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=0.04111111111111111, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.15, z=-0.12)>	COMP<87>
