[1740779520.638919]	Q_Header<(2621443, 33554, 257, 173, 250, 8, 58, 0, 37)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 249, 253, 253, 253, 253, 253, 253, 253, 110, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 74, 68, 78, 0, 73, 0, 0, 139, 199, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7757626953154978, y=-0.6237840083496764, z=0.050354384235663706, w=0.08093322848059403)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.015555555555555555, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.28, y=-0.04, z=0.12)>	COMP<59>
[1740779521.980576]	Q_Header<(2621443, 33688, 257, 173, 250, 8, 58, 134, 74)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 14, 0, 0, 0, 0, 20, 0, 0, 32, 41, 38, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 68, 110, 212, 253, 199, 253, 253, 253, 253, 253, 253, 253, 253, 213, 253, 253, 85, 132, 87, 35, 13, 108, 0, 0, 0, 64, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 143, 253, 113, 151, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 253, 0, 0, 191, 0, 0, 0, 75, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.787357356574287, y=-0.6089507245381132, z=0.048340079566421335, w=0.08313028834528517)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.008888888888888889, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.0, z=-0.03)>	COMP<205>
[1740779521.9888246]	Q_Header<(2621443, 33689, 257, 173, 250, 8, 58, 135, 89)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 37, 51, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 24, 32, 39, 103, 142, 230, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 181, 182, 139, 0, 52, 0, 0, 0, 61, 40, 107, 106, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 253, 151, 39, 205, 253, 253, 244, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 243, 253, 253, 253, 253, 155, 194, 221, 0, 183, 130, 18, 0, 0, 0, 101, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.787357356574287, y=-0.6089507245381132, z=0.048340079566421335, w=0.08313028834528517)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.008888888888888889, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.0, z=-0.03)>	COMP<205>
[1740779521.9988198]	Q_Header<(2621443, 33690, 257, 173, 250, 8, 58, 136, 96)>	Q_Data<(0, 0, 49, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 5, 0, 16, 32, 15, 14, 28, 50, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 26, 68, 172, 244, 160, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 204, 0, 0, 0, 0, 79, 157, 239, 253, 253, 178, 125, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 175, 186, 21, 0, 0, 0, 0, 0, 0, 0, 0, 136, 202, 0, 0, 140, 174, 253, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 247, 253, 253, 0, 202, 0, 237, 221, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 85, 188, 6, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.787357356574287, y=-0.6089507245381132, z=0.048340079566421335, w=0.08313028834528517)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.008888888888888889, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.0, z=-0.03)>	COMP<205>
[1740779522.008866]	Q_Header<(2621443, 33691, 257, 173, 250, 8, 58, 137, 88)>	Q_Data<(0, 0, 56, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 3, 0, 12, 0, 12, 39, 27, 0, 0, 17, 20, 0, 15, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 153, 109, 253, 253, 202, 253, 253, 253, 253, 253, 253, 253, 253, 253, 225, 47, 0, 20, 0, 185, 253, 253, 253, 253, 253, 219, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 204, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 99, 55, 0, 0, 0, 0, 46, 54, 0, 0, 0, 0, 0, 0, 0, 0, 155, 154, 0, 54, 192, 0, 165, 195, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 191, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7875930498634567, y=-0.6086390183848721, z=0.04821749142840443, w=0.08325146621309322)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.015555555555555555, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.01, z=-0.05)>	COMP<206>
[1740779522.0187728]	Q_Header<(2621443, 33692, 257, 173, 250, 8, 58, 138, 73)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 17, 19, 0, 26, 31, 28, 0, 29, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 73, 198, 216, 227, 253, 253, 253, 253, 253, 253, 253, 253, 130, 107, 225, 88, 106, 55, 253, 253, 253, 253, 253, 253, 253, 162, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 86, 102, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 35, 195, 73, 0, 0, 0, 0, 0, 0, 33, 112, 54, 0, 86, 149, 164, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7875930498634567, y=-0.6086390183848721, z=0.04821749142840443, w=0.08325146621309322)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.015555555555555555, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.01, z=-0.05)>	COMP<206>
[1740779522.0287225]	Q_Header<(2621443, 33693, 257, 173, 250, 8, 58, 139, 77)>	Q_Data<(0, 0, 56, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 10, 29, 26, 18, 0, 0, 12, 24, 0, 55, 52, 22, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 65, 85, 171, 253, 252, 253, 253, 253, 253, 253, 224, 222, 229, 253, 138, 226, 206, 253, 253, 253, 253, 253, 253, 253, 179, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 185, 253, 244, 83, 0, 0, 34, 0, 0, 0, 253, 253, 0, 0, 0, 253, 253, 253, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7875930498634567, y=-0.6086390183848721, z=0.04821749142840443, w=0.08325146621309322)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.015555555555555555, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.01, z=-0.05)>	COMP<206>
[1740779522.0387108]	Q_Header<(2621443, 33694, 257, 173, 250, 8, 58, 140, 74)>	Q_Data<(0, 0, 54, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 28, 0, 3, 0, 0, 0, 0, 59, 64, 7, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 71, 187, 88, 253, 253, 253, 253, 253, 253, 253, 253, 253, 230, 253, 253, 194, 253, 253, 253, 253, 219, 194, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 166, 125, 253, 253, 0, 0, 35, 156, 0, 0, 0, 253, 253, 195, 0, 0, 238, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7875930498634567, y=-0.6086390183848721, z=0.04821749142840443, w=0.08325146621309322)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.015555555555555555, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.01, z=-0.05)>	COMP<206>
[1740779522.0487707]	Q_Header<(2621443, 33695, 257, 173, 250, 8, 58, 141, 65)>	Q_Data<(0, 0, 52, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 16, 22, 0, 6, 0, 0, 56, 59, 18, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 68, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 178, 253, 253, 232, 237, 65, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 253, 253, 67, 0, 253, 164, 0, 0, 0, 253, 253, 253, 178, 102, 171, 253, 253, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7879091441832548, y=-0.6082202046468459, z=0.0479129815000275, w=0.08349676266501607)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.025555555555555557, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.09)>	COMP<206>
[1740779522.0587988]	Q_Header<(2621443, 33696, 257, 173, 250, 8, 58, 142, 81)>	Q_Data<(0, 0, 53, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 27, 0, 18, 0, 23, 0, 4, 13, 35, 25, 0, 16, 0, 0, 0, 0, 0, 31, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 45, 220, 253, 253, 253, 253, 145, 253, 253, 253, 239, 253, 253, 93, 253, 253, 176, 124, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 51, 0, 248, 165, 47, 94, 128, 63, 0, 0, 0, 186, 246, 185, 155, 186, 204, 253, 155, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 217, 130)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7879091441832548, y=-0.6082202046468459, z=0.0479129815000275, w=0.08349676266501607)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.025555555555555557, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.09)>	COMP<206>
[1740779522.0687416]	Q_Header<(2621443, 33697, 257, 173, 250, 8, 58, 143, 65)>	Q_Data<(0, 0, 55, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 0, 15, 0, 14, 0, 29, 0, 0, 22, 0, 17, 16, 0, 30, 22, 8, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 155, 170, 253, 253, 253, 253, 253, 253, 253, 253, 164, 253, 253, 253, 218, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 67, 0, 0, 0, 0, 0, 0, 253, 253, 114, 89, 0, 64, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 212, 253, 119)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7879091441832548, y=-0.6082202046468459, z=0.0479129815000275, w=0.08349676266501607)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.025555555555555557, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.09)>	COMP<206>
[1740779522.0787892]	Q_Header<(2621443, 33698, 257, 173, 250, 8, 58, 144, 65)>	Q_Data<(0, 0, 39, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 17, 0, 0, 0, 0, 0, 38, 29, 0, 0, 0, 0, 0, 0, 31, 70, 50, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 82, 178, 214, 253, 253, 253, 253, 253, 253, 119, 253, 253, 253, 188, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 253, 253, 253, 178, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 253, 252)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7881765773131998, y=-0.6078719533386631, z=0.047609210121915574, w=0.08368234240659776)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.03, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.01, z=-0.12)>	COMP<206>
[1740779522.0889173]	Q_Header<(2621443, 33699, 257, 173, 250, 8, 58, 145, 93)>	Q_Data<(0, 0, 42, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 4, 0, 0, 0, 0, 0, 29, 18, 0, 0, 36, 48, 52, 46, 53, 57, 34, 28, 90, 168, 171, 65, 21, 19, 30, 45, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 178, 253, 253, 253, 253, 253, 253, 157, 253, 253, 253, 176, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 116, 0, 44, 253, 218, 131, 115, 134, 0, 0, 0, 253, 253, 253, 135, 0, 0, 0, 0, 0, 0, 106, 182, 204, 0, 0, 0, 0, 238, 178, 253, 253, 253, 253, 211, 40, 244, 253, 30, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 43)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7881765773131998, y=-0.6078719533386631, z=0.047609210121915574, w=0.08368234240659776)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.03, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.01, z=-0.12)>	COMP<206>
[1740779522.0988033]	Q_Header<(2621443, 33700, 257, 173, 250, 8, 58, 146, 87)>	Q_Data<(0, 0, 53, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 13, 0, 13, 27, 45, 30, 36, 26, 89, 119, 123, 96, 103, 47, 117, 149, 253, 253, 121, 56, 45, 78, 120, 107, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 200, 173, 253, 253, 253, 253, 193, 253, 253, 253, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 184, 25, 154, 253, 253, 189, 253, 253, 142, 0, 0, 253, 253, 253, 135, 0, 0, 0, 0, 0, 159, 253, 253, 253, 68, 0, 237, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7881765773131998, y=-0.6078719533386631, z=0.047609210121915574, w=0.08368234240659776)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.03, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.01, z=-0.12)>	COMP<206>
[1740779522.1089492]	Q_Header<(2621443, 33701, 257, 173, 250, 8, 58, 147, 90)>	Q_Data<(0, 0, 38, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 9, 0, 9, 26, 17, 7, 0, 79, 122, 90, 123, 103, 164, 165, 105, 105, 119, 192, 212, 253, 253, 130, 82, 59, 96, 166, 186, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 98, 180, 248, 253, 253, 164, 253, 253, 248, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 200, 0, 217, 253, 253, 231, 253, 253, 220, 17, 0, 253, 253, 253, 61, 74, 0, 0, 0, 0, 253, 253, 253, 181, 253, 202, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 203, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7884628298301333, y=-0.6074911399055053, z=0.0473028869111591, w=0.08392447677786292)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.03222222222222222, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.02, z=-0.07)>	COMP<211>
[1740779522.1189039]	Q_Header<(2621443, 33702, 257, 173, 250, 8, 58, 148, 84)>	Q_Data<(0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16, 20, 7, 35, 19, 33, 74, 84, 132, 194, 152, 227, 212, 198, 160, 246, 161, 197, 253, 253, 216, 253, 104, 91, 67, 64, 178, 253, 179, 71, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 49, 154, 191, 253, 108, 251, 206, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 178, 53, 167, 253, 253, 207, 253, 253, 253, 76, 0, 253, 253, 253, 193, 141, 0, 24, 0, 0, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 88, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7884628298301333, y=-0.6074911399055053, z=0.0473028869111591, w=0.08392447677786292)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.03222222222222222, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.02, z=-0.07)>	COMP<211>
[1740779522.1289573]	Q_Header<(2621443, 33703, 257, 173, 250, 8, 58, 149, 85)>	Q_Data<(0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 39, 23, 32, 36, 96, 143, 156, 153, 231, 207, 253, 253, 253, 216, 253, 253, 253, 253, 253, 153, 224, 109, 120, 42, 120, 106, 253, 218, 148, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 71, 116, 5, 104, 61, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 117, 0, 251, 176, 109, 253, 253, 213, 0, 0, 144, 253, 253, 239, 63, 0, 0, 0, 0, 253, 253, 253, 169, 253, 253, 240, 253, 253, 253, 253, 253, 253, 132, 253, 253, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7884628298301333, y=-0.6074911399055053, z=0.0473028869111591, w=0.08392447677786292)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.03222222222222222, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.02, z=-0.07)>	COMP<211>
[1740779522.1392808]	Q_Header<(2621443, 33704, 257, 173, 250, 8, 58, 150, 82)>	Q_Data<(0, 0, 25, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 41, 16, 62, 77, 159, 202, 196, 122, 214, 252, 253, 253, 253, 253, 253, 253, 253, 253, 253, 144, 168, 184, 152, 97, 253, 253, 137, 229, 244, 112, 74, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 58, 33, 0, 253, 253, 62, 0, 0, 0, 205, 0, 186, 0, 0, 0, 0, 0, 252, 253, 134, 0, 253, 253, 226, 253, 81, 206, 199, 253, 253, 49, 253, 212, 253, 253, 253, 253, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7884628298301333, y=-0.6074911399055053, z=0.0473028869111591, w=0.08392447677786292)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.03222222222222222, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.02, z=-0.07)>	COMP<211>
