[1740780038.0024455]	Q_Header<(2621443, 19768, 257, 173, 250, 8, 58, 0, 48)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 56, 176, 171, 253, 253, 253, 242, 253, 253, 253, 248, 208, 202, 195, 237, 177, 85, 36, 0, 0, 0, 33, 58, 0, 114, 243, 253, 186, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 50, 74, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2780113078626708, y=-0.9564077265001211, z=0.08880492929532074, w=-0.010375833663370809)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.006666666666666667, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.16, z=0.0)>	COMP<190>
[1740780039.232322]	Q_Header<(2621443, 19891, 257, 173, 250, 8, 58, 123, 24)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 26, 101, 102, 86, 0, 0, 0, 198, 189, 72, 50, 16, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29937863530765524, y=-0.9498939248303849, z=0.08911168349626435, w=-0.011535690534790385)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.02, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.12, z=0.11)>	COMP<186>
[1740780039.2424505]	Q_Header<(2621443, 19892, 257, 173, 250, 8, 58, 124, 26)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 80, 93, 19, 46, 55, 0, 0, 199, 163, 70, 31, 28, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30011673751806467, y=-0.9496677484326963, z=0.08899129617680257, w=-0.011902128089490056)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.021111111111111112, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.13, z=0.07)>	COMP<186>
[1740780039.2523367]	Q_Header<(2621443, 19893, 257, 173, 250, 8, 58, 125, 24)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 82, 91, 61, 0, 52, 0, 0, 224, 136, 61, 25, 11, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30011673751806467, y=-0.9496677484326963, z=0.08899129617680257, w=-0.011902128089490056)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.021111111111111112, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.13, z=0.07)>	COMP<186>
[1740780039.2623544]	Q_Header<(2621443, 19894, 257, 173, 250, 8, 58, 126, 24)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 90, 86, 0, 86, 112, 0, 19, 248, 160, 63, 22, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30011673751806467, y=-0.9496677484326963, z=0.08899129617680257, w=-0.011902128089490056)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.021111111111111112, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.13, z=0.07)>	COMP<186>
[1740780039.2723823]	Q_Header<(2621443, 19895, 257, 173, 250, 8, 58, 127, 28)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 80, 100, 113, 124, 64, 0, 66, 252, 177, 64, 21, 7, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30011673751806467, y=-0.9496677484326963, z=0.08899129617680257, w=-0.011902128089490056)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.021111111111111112, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.13, z=0.07)>	COMP<186>
[1740780039.282377]	Q_Header<(2621443, 19896, 257, 173, 250, 8, 58, 128, 24)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 79, 100, 111, 96, 0, 0, 10, 246, 152, 50, 10, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3005965387289033, y=-0.9495188534021419, z=0.08892774759959637, w=-0.012145931209553658)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.021111111111111112, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.14, z=-0.01)>	COMP<186>
[1740780039.292593]	Q_Header<(2621443, 19897, 257, 173, 250, 8, 58, 129, 24)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 79, 98, 75, 121, 0, 24, 0, 186, 91, 0, 9, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3005965387289033, y=-0.9495188534021419, z=0.08892774759959637, w=-0.012145931209553658)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.021111111111111112, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.14, z=-0.01)>	COMP<186>
[1740780039.302335]	Q_Header<(2621443, 19898, 257, 173, 250, 8, 58, 130, 22)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 82, 86, 111, 113, 0, 47, 0, 106, 36, 27, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3005965387289033, y=-0.9495188534021419, z=0.08892774759959637, w=-0.012145931209553658)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.021111111111111112, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.14, z=-0.01)>	COMP<186>
[1740780039.312394]	Q_Header<(2621443, 19899, 257, 173, 250, 8, 58, 131, 20)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 57, 24, 55, 0, 0, 0, 0, 126, 45, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30109529661845913, y=-0.9493687905135846, z=0.0888087688181346, w=-0.012390501766378917)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.016666666666666666, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.13, z=0.11)>	COMP<187>
[1740780039.3224194]	Q_Header<(2621443, 19900, 257, 173, 250, 8, 58, 132, 27)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 43, 79, 101, 112, 0, 62, 0, 0, 126, 51, 24, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30109529661845913, y=-0.9493687905135846, z=0.0888087688181346, w=-0.012390501766378917)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.016666666666666666, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.13, z=0.11)>	COMP<187>
[1740780039.3326306]	Q_Header<(2621443, 19901, 257, 173, 250, 8, 58, 133, 22)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 93, 95, 93, 51, 111, 0, 0, 125, 43, 30, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30109529661845913, y=-0.9493687905135846, z=0.0888087688181346, w=-0.012390501766378917)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.016666666666666666, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.13, z=0.11)>	COMP<187>
[1740780039.3423886]	Q_Header<(2621443, 19902, 257, 173, 250, 8, 58, 134, 27)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 75, 96, 110, 85, 124, 0, 0, 110, 34, 15, 21, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30175785634129215, y=-0.9491578527434131, z=0.08880616524607203, w=-0.012451173683985356)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.008888888888888889, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.14, z=0.06)>	COMP<187>
[1740780039.3526325]	Q_Header<(2621443, 19903, 257, 173, 250, 8, 58, 135, 20)>	Q_Data<(0, 0, 59, 0, 66, 0, 0, 0, 0, 93, 74, 90, 124, 110, 0, 0, 81, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30175785634129215, y=-0.9491578527434131, z=0.08880616524607203, w=-0.012451173683985356)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.008888888888888889, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.14, z=0.06)>	COMP<187>
[1740780039.3623562]	Q_Header<(2621443, 19904, 257, 173, 250, 8, 58, 136, 22)>	Q_Data<(0, 0, 37, 0, 66, 0, 0, 0, 0, 75, 100, 112, 123, 104, 0, 0, 56, 28, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30175785634129215, y=-0.9491578527434131, z=0.08880616524607203, w=-0.012451173683985356)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.008888888888888889, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.14, z=0.06)>	COMP<187>
[1740780039.376822]	Q_Header<(2621443, 19905, 257, 173, 250, 8, 58, 137, 22)>	Q_Data<(0, 0, 34, 0, 68, 0, 0, 0, 0, 89, 100, 111, 107, 98, 0, 0, 38, 26, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30231118943659097, y=-0.9489873558167004, z=0.0887463091945898, w=-0.012451339116709986)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.0044444444444444444, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.15, z=-0.04)>	COMP<187>
[1740780039.382365]	Q_Header<(2621443, 19906, 257, 173, 250, 8, 58, 138, 27)>	Q_Data<(0, 0, 43, 0, 67, 0, 0, 0, 0, 76, 100, 111, 103, 68, 0, 0, 9, 22, 14, 21, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30231118943659097, y=-0.9489873558167004, z=0.0887463091945898, w=-0.012451339116709986)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.0044444444444444444, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.15, z=-0.04)>	COMP<187>
[1740780039.3923216]	Q_Header<(2621443, 19907, 257, 173, 250, 8, 58, 139, 28)>	Q_Data<(0, 0, 44, 0, 64, 0, 0, 0, 0, 75, 100, 102, 72, 11, 0, 0, 18, 7, 25, 0, 9, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30231118943659097, y=-0.9489873558167004, z=0.0887463091945898, w=-0.012451339116709986)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.0044444444444444444, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.15, z=-0.04)>	COMP<187>
