[1740780103.0029469]	Q_Header<(2621443, 26268, 257, 173, 250, 8, 58, 0, 54)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 224, 232, 253, 253, 253, 222, 253, 253, 249, 81, 53, 91, 169, 137, 127, 28, 0, 131, 162, 148, 253, 229, 253, 253, 253, 253, 253, 230, 81, 53, 0, 0, 83, 96, 40, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 47, 0, 58, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4250545658007804, y=-0.9007079591502177, z=0.08728145162192935, w=-0.02087430521307681)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.052222222222222225, y=0.0033333333333333335, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=-0.18)>	COMP<147>
[1740780104.3634393]	Q_Header<(2621443, 26404, 257, 173, 250, 8, 58, 136, 21)>	Q_Data<(0, 0, 46, 0, 66, 0, 0, 0, 0, 0, 90, 104, 45, 0, 0, 0, 151, 103, 15, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4531830647103893, y=-0.8868350074399942, z=0.08660831903354108, w=-0.025451493331209746)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.056666666666666664, z=-0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.11, z=0.07)>	COMP<145>
[1740780104.373701]	Q_Header<(2621443, 26405, 257, 173, 250, 8, 58, 137, 22)>	Q_Data<(0, 0, 56, 0, 65, 0, 0, 0, 0, 0, 86, 104, 93, 0, 36, 0, 151, 96, 29, 36, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4540343317523224, y=-0.8864014786986124, z=0.08642460193054019, w=-0.026000621767238784)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.051111111111111114, z=-0.057777777777777775)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.11, z=0.2)>	COMP<144>
[1740780104.384811]	Q_Header<(2621443, 26406, 257, 173, 250, 8, 58, 138, 23)>	Q_Data<(0, 0, 57, 0, 65, 0, 0, 0, 0, 29, 90, 95, 0, 0, 15, 0, 119, 73, 27, 27, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4540343317523224, y=-0.8864014786986124, z=0.08642460193054019, w=-0.026000621767238784)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.051111111111111114, z=-0.057777777777777775)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.11, z=0.2)>	COMP<144>
[1740780104.3939304]	Q_Header<(2621443, 26407, 257, 173, 250, 8, 58, 139, 30)>	Q_Data<(0, 0, 47, 0, 64, 0, 0, 0, 0, 4, 99, 84, 88, 0, 0, 0, 62, 53, 32, 11, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4540343317523224, y=-0.8864014786986124, z=0.08642460193054019, w=-0.026000621767238784)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.051111111111111114, z=-0.057777777777777775)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.11, z=0.2)>	COMP<144>
[1740780104.4027472]	Q_Header<(2621443, 26408, 257, 173, 250, 8, 58, 140, 22)>	Q_Data<(0, 0, 29, 0, 60, 0, 0, 0, 0, 47, 85, 19, 100, 0, 0, 0, 48, 42, 30, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4540343317523224, y=-0.8864014786986124, z=0.08642460193054019, w=-0.026000621767238784)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.051111111111111114, z=-0.057777777777777775)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.11, z=0.2)>	COMP<144>
[1740780104.412829]	Q_Header<(2621443, 26409, 257, 173, 250, 8, 58, 141, 24)>	Q_Data<(0, 0, 47, 0, 54, 0, 0, 0, 0, 0, 85, 99, 124, 61, 0, 0, 82, 34, 6, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4547634164731041, y=-0.886028790355664, z=0.08630190187799881, w=-0.026366634802896385)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.03888888888888889, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.09, z=0.04)>	COMP<146>
[1740780104.423816]	Q_Header<(2621443, 26410, 257, 173, 250, 8, 58, 142, 26)>	Q_Data<(0, 0, 65, 0, 53, 0, 0, 0, 0, 0, 100, 94, 108, 115, 0, 0, 112, 79, 27, 10, 7, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4547634164731041, y=-0.886028790355664, z=0.08630190187799881, w=-0.026366634802896385)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.03888888888888889, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.09, z=0.04)>	COMP<146>
[1740780104.4327908]	Q_Header<(2621443, 26411, 257, 173, 250, 8, 58, 143, 28)>	Q_Data<(0, 0, 68, 0, 56, 0, 0, 0, 0, 0, 99, 91, 102, 121, 45, 0, 115, 91, 23, 27, 10, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4547634164731041, y=-0.886028790355664, z=0.08630190187799881, w=-0.026366634802896385)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.03888888888888889, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.09, z=0.04)>	COMP<146>
[1740780104.4429162]	Q_Header<(2621443, 26412, 257, 173, 250, 8, 58, 144, 24)>	Q_Data<(0, 0, 65, 0, 58, 0, 0, 0, 0, 0, 95, 93, 77, 119, 130, 0, 96, 76, 8, 26, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45556271251952607, y=-0.8856129365833767, z=0.08624197652600353, w=-0.026733181683219778)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.03222222222222222, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.12, z=-0.08)>	COMP<146>
[1740780104.4541504]	Q_Header<(2621443, 26413, 257, 173, 250, 8, 58, 145, 26)>	Q_Data<(0, 0, 55, 0, 57, 0, 0, 0, 0, 0, 94, 99, 108, 136, 118, 0, 84, 51, 8, 18, 0, 0, 20, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45556271251952607, y=-0.8856129365833767, z=0.08624197652600353, w=-0.026733181683219778)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.03222222222222222, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.12, z=-0.08)>	COMP<146>
[1740780104.4661338]	Q_Header<(2621443, 26414, 257, 173, 250, 8, 58, 146, 26)>	Q_Data<(0, 0, 57, 0, 52, 0, 0, 0, 0, 0, 82, 95, 114, 121, 127, 0, 69, 38, 18, 7, 0, 0, 17, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45556271251952607, y=-0.8856129365833767, z=0.08624197652600353, w=-0.026733181683219778)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.03222222222222222, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.12, z=-0.08)>	COMP<146>
[1740780104.4746025]	Q_Header<(2621443, 26415, 257, 173, 250, 8, 58, 147, 29)>	Q_Data<(0, 0, 55, 0, 48, 0, 0, 0, 0, 0, 89, 111, 106, 126, 0, 0, 84, 50, 2, 19, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45610286902790503, y=-0.8853510261098342, z=0.08605714509960473, w=-0.02679367850973509)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.017777777777777778, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.1, z=-0.08)>	COMP<147>
[1740780104.4835963]	Q_Header<(2621443, 26416, 257, 173, 250, 8, 58, 148, 28)>	Q_Data<(0, 0, 37, 0, 51, 0, 0, 0, 0, 0, 48, 95, 115, 70, 0, 37, 129, 65, 21, 19, 0, 13, 9, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45610286902790503, y=-0.8853510261098342, z=0.08605714509960473, w=-0.02679367850973509)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.017777777777777778, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.1, z=-0.08)>	COMP<147>
[1740780104.4934711]	Q_Header<(2621443, 26417, 257, 173, 250, 8, 58, 149, 26)>	Q_Data<(0, 0, 30, 0, 51, 0, 0, 0, 0, 0, 0, 109, 105, 0, 54, 0, 148, 62, 28, 23, 0, 14, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45610286902790503, y=-0.8853510261098342, z=0.08605714509960473, w=-0.02679367850973509)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.017777777777777778, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.1, z=-0.08)>	COMP<147>
[1740780104.5027888]	Q_Header<(2621443, 26418, 257, 173, 250, 8, 58, 150, 26)>	Q_Data<(0, 0, 34, 0, 52, 0, 0, 0, 0, 0, 0, 109, 119, 0, 126, 0, 132, 55, 44, 9, 0, 11, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45610286902790503, y=-0.8853510261098342, z=0.08605714509960473, w=-0.02679367850973509)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.017777777777777778, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.1, z=-0.08)>	COMP<147>
[1740780104.513497]	Q_Header<(2621443, 26419, 257, 173, 250, 8, 58, 151, 23)>	Q_Data<(0, 0, 61, 0, 55, 0, 0, 0, 0, 0, 0, 32, 118, 0, 136, 0, 88, 59, 67, 0, 5, 10, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45647546152289853, y=-0.8851803206934881, z=0.08587524727406314, w=-0.026671985116393456)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.01, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.11, z=-0.15)>	COMP<147>
[1740780104.522818]	Q_Header<(2621443, 26420, 257, 173, 250, 8, 58, 152, 22)>	Q_Data<(0, 0, 64, 0, 63, 0, 0, 0, 0, 0, 0, 110, 118, 89, 55, 0, 33, 61, 81, 9, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45647546152289853, y=-0.8851803206934881, z=0.08587524727406314, w=-0.026671985116393456)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.01, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.11, z=-0.15)>	COMP<147>
