[1740780610.4665213]	Q_Header<(2621443, 11482, 257, 173, 250, 8, 58, 0, 21)>	Q_Data<(0, 0, 76, 55, 64, 42, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 39, 24, 26, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4008776204471377, y=-0.9113740299203197, z=0.09271210497247293, w=-0.009948698558599794)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.015555555555555555, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.0, z=0.19)>	COMP<196>
[1740780611.759872]	Q_Header<(2621443, 11612, 257, 173, 250, 8, 58, 130, 37)>	Q_Data<(0, 0, 73, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 0, 0, 0, 46, 94, 253, 253, 253, 253, 253, 192, 208, 130, 25, 25, 17, 2, 31, 0, 0, 0, 0, 0, 35, 114, 122, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37480902871300487, y=-0.9224049586288295, z=0.09295459220483739, w=-0.006835794042640701)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.025555555555555557, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.0, z=-0.02)>	COMP<191>
[1740780611.7706335]	Q_Header<(2621443, 11613, 257, 173, 250, 8, 58, 131, 36)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 37, 91, 135, 253, 253, 253, 253, 253, 187, 248, 145, 19, 29, 36, 0, 0, 0, 0, 0, 0, 15, 76, 225, 223, 98, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37480902871300487, y=-0.9224049586288295, z=0.09295459220483739, w=-0.006835794042640701)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.025555555555555557, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.0, z=-0.02)>	COMP<191>
[1740780611.7793186]	Q_Header<(2621443, 11614, 257, 173, 250, 8, 58, 132, 34)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 126, 152, 253, 253, 253, 253, 253, 172, 224, 101, 0, 49, 58, 0, 12, 0, 0, 0, 0, 5, 141, 253, 253, 194, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3741421390418748, y=-0.9226601494120753, z=0.09313880981694958, w=-0.006408633703001119)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.024444444444444446, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.02, z=-0.07)>	COMP<191>
[1740780611.7896109]	Q_Header<(2621443, 11615, 257, 173, 250, 8, 58, 133, 32)>	Q_Data<(0, 0, 59, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 132, 149, 253, 253, 253, 253, 253, 223, 157, 121, 0, 81, 96, 42, 0, 0, 0, 0, 0, 0, 225, 253, 253, 222, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3741421390418748, y=-0.9226601494120753, z=0.09313880981694958, w=-0.006408633703001119)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.024444444444444446, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.02, z=-0.07)>	COMP<191>
[1740780611.8092542]	Q_Header<(2621443, 11616, 257, 173, 250, 8, 58, 134, 36)>	Q_Data<(0, 0, 41, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 98, 115, 120, 253, 253, 237, 253, 234, 166, 141, 42, 98, 108, 25, 0, 0, 0, 0, 0, 65, 245, 253, 250, 168, 82, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3736697870461497, y=-0.9228215469373958, z=0.09344796536551049, w=-0.006225795210504291)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.02, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=-0.01, z=-0.06)>	COMP<192>
[1740780611.8167663]	Q_Header<(2621443, 11617, 257, 173, 250, 8, 58, 135, 31)>	Q_Data<(0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 51, 61, 190, 253, 253, 253, 253, 253, 167, 131, 68, 87, 87, 0, 0, 0, 0, 0, 0, 53, 185, 238, 118, 69, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3736697870461497, y=-0.9228215469373958, z=0.09344796536551049, w=-0.006225795210504291)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.02, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=-0.01, z=-0.06)>	COMP<192>
[1740780611.8264983]	Q_Header<(2621443, 11618, 257, 173, 250, 8, 58, 136, 29)>	Q_Data<(0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 29, 243, 253, 253, 253, 253, 253, 123, 117, 121, 54, 37, 0, 0, 0, 0, 0, 0, 0, 51, 87, 45, 76, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3736697870461497, y=-0.9228215469373958, z=0.09344796536551049, w=-0.006225795210504291)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.02, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=-0.01, z=-0.06)>	COMP<192>
[1740780611.8365085]	Q_Header<(2621443, 11619, 257, 173, 250, 8, 58, 137, 37)>	Q_Data<(0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 7, 30, 226, 253, 253, 253, 253, 253, 128, 145, 188, 67, 0, 19, 0, 0, 0, 0, 63, 127, 185, 253, 155, 121, 113, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3736697870461497, y=-0.9228215469373958, z=0.09344796536551049, w=-0.006225795210504291)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.02, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=-0.01, z=-0.06)>	COMP<192>
[1740780611.8407848]	Q_Header<(2621443, 11620, 257, 173, 250, 8, 58, 138, 38)>	Q_Data<(0, 0, 27, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 12, 169, 253, 253, 253, 253, 253, 241, 188, 220, 87, 0, 32, 0, 0, 0, 0, 112, 253, 157, 253, 253, 138, 238, 199, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37327902004224334, y=-0.9229439733614786, z=0.0938080205698051, w=-0.006103319490553357)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.02, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=-0.01, z=-0.05)>	COMP<193>
[1740780611.8563423]	Q_Header<(2621443, 11621, 257, 173, 250, 8, 58, 139, 36)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 8, 0, 0, 0, 0, 0, 0, 0, 126, 253, 253, 253, 253, 253, 253, 210, 209, 86, 21, 29, 0, 0, 0, 0, 134, 253, 248, 253, 253, 163, 253, 253, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37327902004224334, y=-0.9229439733614786, z=0.0938080205698051, w=-0.006103319490553357)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.02, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=-0.01, z=-0.05)>	COMP<193>
[1740780611.8663135]	Q_Header<(2621443, 11622, 257, 173, 250, 8, 58, 140, 36)>	Q_Data<(0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11, 0, 0, 0, 0, 0, 0, 0, 103, 253, 253, 253, 253, 253, 253, 187, 195, 95, 70, 55, 0, 0, 0, 0, 113, 253, 253, 253, 253, 205, 253, 253, 101, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37327902004224334, y=-0.9229439733614786, z=0.0938080205698051, w=-0.006103319490553357)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.02, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=-0.01, z=-0.05)>	COMP<193>
[1740780611.8767047]	Q_Header<(2621443, 11623, 257, 173, 250, 8, 58, 141, 41)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 0, 0, 0, 0, 0, 0, 0, 115, 253, 253, 253, 253, 253, 253, 201, 217, 159, 155, 121, 0, 0, 0, 0, 98, 246, 242, 192, 182, 234, 253, 253, 74, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3727998089055858, y=-0.9230884593791878, z=0.09429857641767028, w=-0.005981398374713066)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.011111111111111112, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.0, z=0.01)>	COMP<193>
[1740780611.8800666]	Q_Header<(2621443, 11624, 257, 173, 250, 8, 58, 142, 40)>	Q_Data<(0, 0, 47, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 0, 0, 0, 0, 0, 0, 0, 141, 253, 253, 253, 253, 201, 253, 215, 241, 230, 228, 166, 0, 26, 0, 0, 148, 253, 253, 253, 253, 253, 253, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3727998089055858, y=-0.9230884593791878, z=0.09429857641767028, w=-0.005981398374713066)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.011111111111111112, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.0, z=0.01)>	COMP<193>
[1740780611.8963168]	Q_Header<(2621443, 11625, 257, 173, 250, 8, 58, 143, 41)>	Q_Data<(0, 0, 68, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 144, 253, 253, 183, 253, 188, 214, 172, 234, 253, 253, 163, 71, 7, 24, 52, 154, 253, 253, 253, 253, 253, 253, 165, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3727998089055858, y=-0.9230884593791878, z=0.09429857641767028, w=-0.005981398374713066)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.011111111111111112, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.0, z=0.01)>	COMP<193>
[1740780611.9063628]	Q_Header<(2621443, 11626, 257, 173, 250, 8, 58, 144, 49)>	Q_Data<(0, 0, 49, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 253, 253, 253, 253, 253, 188, 177, 253, 221, 228, 139, 105, 43, 63, 93, 131, 253, 253, 253, 196, 253, 208, 93, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 49, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3727998089055858, y=-0.9230884593791878, z=0.09429857641767028, w=-0.005981398374713066)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.011111111111111112, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=0.0, z=0.01)>	COMP<193>
[1740780611.909373]	Q_Header<(2621443, 11627, 257, 173, 250, 8, 58, 145, 55)>	Q_Data<(0, 0, 52, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 77, 207, 253, 253, 253, 253, 251, 253, 253, 161, 148, 121, 109, 57, 80, 90, 120, 137, 232, 239, 253, 195, 105, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 62, 0, 0, 0, 0, 90, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3724860200303576, y=-0.9231891756479089, z=0.0945405284330696, w=-0.0061643598268173215)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=0.005555555555555556, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=-0.01, z=0.02)>	COMP<194>
[1740780611.9266183]	Q_Header<(2621443, 11628, 257, 173, 250, 8, 58, 146, 45)>	Q_Data<(0, 0, 63, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 98, 253, 253, 253, 253, 253, 253, 253, 168, 113, 135, 106, 71, 68, 19, 54, 135, 213, 204, 253, 124, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 99, 0, 0, 0, 0, 14, 0, 0, 0, 81, 218, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3724860200303576, y=-0.9231891756479089, z=0.0945405284330696, w=-0.0061643598268173215)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=0.005555555555555556, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=-0.01, z=0.02)>	COMP<194>
