[1740779760.5309713]	Q_Header<(2621443, 57554, 257, 173, 250, 8, 58, 0, 88)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 221, 159, 69, 107, 38, 73, 218, 229, 150, 253, 253, 253, 253, 253, 253, 239, 140, 212, 253, 245, 253, 187, 48, 139, 227, 253, 253, 183, 97, 102, 126, 253, 253, 121, 220, 253, 253, 106, 253, 253, 213, 75, 0, 114, 118, 50, 0, 84, 240, 253, 253, 253, 228, 172, 124, 243, 237, 0, 0, 34, 0, 112, 126, 123, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 48, 253, 253, 123, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8073088493809382, y=-0.5829444938714251, z=0.0338743790282317, w=0.08532681420084309)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=-0.05555555555555555, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.1, z=0.06)>	COMP<147>
[1740779761.9000082]	Q_Header<(2621443, 57691, 257, 173, 250, 8, 58, 137, 22)>	Q_Data<(0, 0, 44, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 37, 169, 253, 253, 253, 253, 253, 253, 253, 191, 198, 151, 97, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8014577914823847, y=-0.5908851480725738, z=0.03564476050763176, w=0.08514459059614093)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03777777777777778, y=0.0077777777777777776, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.12, z=-0.09)>	COMP<142>
[1740779761.9079168]	Q_Header<(2621443, 57692, 257, 173, 250, 8, 58, 138, 22)>	Q_Data<(0, 0, 62, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 28, 127, 253, 253, 253, 253, 253, 253, 253, 253, 237, 140, 144, 19, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8015191106945782, y=-0.5908853571911522, z=0.03527855970008119, w=0.08471737173652714)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=0.0077777777777777776, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=-0.02)>	COMP<149>
[1740779761.9203017]	Q_Header<(2621443, 57693, 257, 173, 250, 8, 58, 139, 24)>	Q_Data<(0, 0, 56, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 27, 90, 238, 253, 227, 253, 253, 253, 253, 253, 253, 159, 170, 30, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8015191106945782, y=-0.5908853571911522, z=0.03527855970008119, w=0.08471737173652714)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=0.0077777777777777776, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=-0.02)>	COMP<149>
[1740779761.930383]	Q_Header<(2621443, 57694, 257, 173, 250, 8, 58, 140, 31)>	Q_Data<(0, 0, 42, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 23, 59, 162, 223, 134, 253, 253, 253, 236, 247, 253, 118, 185, 69, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8015191106945782, y=-0.5908853571911522, z=0.03527855970008119, w=0.08471737173652714)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=0.0077777777777777776, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=-0.02)>	COMP<149>
[1740779761.940493]	Q_Header<(2621443, 57695, 257, 173, 250, 8, 58, 141, 27)>	Q_Data<(0, 0, 60, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 36, 46, 93, 139, 240, 253, 253, 253, 112, 142, 208, 149, 216, 76, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8015835833564179, y=-0.5908878908454642, z=0.034790424313801735, w=0.08429048417080737)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=0.01, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.15, z=-0.05)>	COMP<145>
[1740779761.950293]	Q_Header<(2621443, 57696, 257, 173, 250, 8, 58, 142, 26)>	Q_Data<(0, 0, 62, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 28, 41, 63, 100, 251, 253, 253, 253, 253, 203, 112, 251, 253, 84, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8015835833564179, y=-0.5908878908454642, z=0.034790424313801735, w=0.08429048417080737)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=0.01, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.15, z=-0.05)>	COMP<145>
[1740779761.960265]	Q_Header<(2621443, 57697, 257, 173, 250, 8, 58, 143, 27)>	Q_Data<(0, 0, 63, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 18, 43, 52, 75, 161, 253, 253, 253, 253, 253, 253, 253, 253, 115, 17, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8015835833564179, y=-0.5908878908454642, z=0.034790424313801735, w=0.08429048417080737)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=0.01, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.15, z=-0.05)>	COMP<145>
[1740779761.9703166]	Q_Header<(2621443, 57698, 257, 173, 250, 8, 58, 144, 28)>	Q_Data<(0, 0, 63, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 13, 44, 38, 50, 80, 218, 253, 253, 253, 253, 253, 253, 253, 170, 58, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8015835833564179, y=-0.5908878908454642, z=0.034790424313801735, w=0.08429048417080737)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=0.01, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.15, z=-0.05)>	COMP<145>
[1740779761.9804275]	Q_Header<(2621443, 57699, 257, 173, 250, 8, 58, 145, 33)>	Q_Data<(0, 0, 55, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 31, 39, 8, 17, 97, 213, 253, 253, 253, 253, 201, 253, 248, 187, 106, 57, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8016827483782162, y=-0.5908710077692814, z=0.03411805529831921, w=0.08373876899694804)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.014444444444444444, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.15, z=-0.06)>	COMP<145>
[1740779761.9902759]	Q_Header<(2621443, 57700, 257, 173, 250, 8, 58, 146, 31)>	Q_Data<(0, 0, 55, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 28, 28, 10, 37, 76, 197, 253, 253, 253, 191, 253, 253, 166, 152, 111, 66, 38, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8016827483782162, y=-0.5908710077692814, z=0.03411805529831921, w=0.08373876899694804)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.014444444444444444, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.15, z=-0.06)>	COMP<145>
[1740779762.0021718]	Q_Header<(2621443, 57701, 257, 173, 250, 8, 58, 147, 29)>	Q_Data<(0, 0, 48, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 24, 24, 9, 40, 44, 142, 253, 253, 253, 253, 253, 253, 194, 62, 79, 82, 39, 52, 67, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8016827483782162, y=-0.5908710077692814, z=0.03411805529831921, w=0.08373876899694804)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.014444444444444444, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.15, z=-0.06)>	COMP<145>
[1740779762.0103881]	Q_Header<(2621443, 57702, 257, 173, 250, 8, 58, 148, 31)>	Q_Data<(0, 0, 30, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 24, 0, 0, 31, 28, 91, 253, 253, 253, 253, 253, 253, 222, 180, 97, 79, 120, 65, 135, 118, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.801693269660006, y=-0.5909397972476725, z=0.033569189060753964, w=0.08337365864907258)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.016666666666666666, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.16, z=-0.01)>	COMP<150>
[1740779762.0203617]	Q_Header<(2621443, 57703, 257, 173, 250, 8, 58, 149, 38)>	Q_Data<(0, 0, 22, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 4, 0, 0, 0, 47, 240, 253, 253, 253, 120, 253, 213, 224, 157, 107, 221, 138, 139, 163, 44, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.801693269660006, y=-0.5909397972476725, z=0.033569189060753964, w=0.08337365864907258)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.016666666666666666, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.16, z=-0.01)>	COMP<150>
[1740779762.0303323]	Q_Header<(2621443, 57704, 257, 173, 250, 8, 58, 150, 33)>	Q_Data<(0, 0, 33, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 12, 0, 0, 16, 20, 18, 154, 253, 253, 253, 253, 253, 253, 253, 197, 118, 253, 226, 70, 158, 59, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.801693269660006, y=-0.5909397972476725, z=0.033569189060753964, w=0.08337365864907258)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.016666666666666666, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.16, z=-0.01)>	COMP<150>
[1740779762.040444]	Q_Header<(2621443, 57705, 257, 173, 250, 8, 58, 151, 41)>	Q_Data<(0, 0, 61, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 13, 11, 0, 16, 30, 38, 65, 153, 235, 253, 253, 253, 253, 253, 245, 173, 243, 253, 192, 122, 60, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 17, 101, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8016454090991438, y=-0.5910715807610865, z=0.033142489503642084, w=0.08306984938205686)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04, y=0.012222222222222223, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.16, z=0.0)>	COMP<152>
[1740779762.050357]	Q_Header<(2621443, 57706, 257, 173, 250, 8, 58, 152, 37)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 20, 0, 11, 19, 22, 36, 59, 109, 140, 253, 253, 253, 253, 253, 249, 188, 122, 221, 189, 86, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 160, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8016454090991438, y=-0.5910715807610865, z=0.033142489503642084, w=0.08306984938205686)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04, y=0.012222222222222223, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.16, z=0.0)>	COMP<152>
[1740779762.0604277]	Q_Header<(2621443, 57707, 257, 173, 250, 8, 58, 153, 47)>	Q_Data<(0, 0, 42, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 21, 25, 13, 24, 27, 14, 37, 56, 82, 227, 253, 253, 253, 253, 219, 149, 183, 141, 137, 37, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 124, 223, 189, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8016454090991438, y=-0.5910715807610865, z=0.033142489503642084, w=0.08306984938205686)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04, y=0.012222222222222223, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.16, z=0.0)>	COMP<152>
