[1740779435.7392588]	Q_Header<(2621443, 25054, 257, 173, 250, 8, 58, 0, 42)>	Q_Data<(0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 15, 0, 9, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 135, 252, 123, 253, 253, 194, 113, 216, 241, 193, 124, 45, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.789440177565838, y=-0.6051113283120239, z=0.07598987328509883, w=-0.06964212483397411)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0011111111111111111, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.03, z=0.11)>	COMP<353>
[1740779437.002535]	Q_Header<(2621443, 25180, 257, 173, 250, 8, 58, 126, 64)>	Q_Data<(0, 0, 64, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 248, 187, 205, 225, 253, 242, 159, 177, 129, 30, 86, 153, 106, 44, 94, 123, 69, 97, 170, 128, 208, 253, 253, 253, 201, 221, 239, 253, 253, 139, 134, 103, 108, 86, 84, 0, 0, 37, 69, 253, 253, 253, 253, 131, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7994779477193413, y=-0.5911705780295855, z=0.07885529494262074, w=-0.07165334076055475)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.1, z=-0.1)>	COMP<12>
[1740779437.0139127]	Q_Header<(2621443, 25181, 257, 173, 250, 8, 58, 127, 59)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 244, 253, 96, 182, 240, 253, 215, 141, 119, 76, 0, 100, 179, 156, 125, 164, 219, 127, 152, 206, 151, 253, 253, 253, 253, 141, 108, 253, 253, 253, 191, 104, 67, 48, 159, 186, 32, 0, 74, 202, 253, 253, 253, 253, 71, 143, 127, 59, 44, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7996555136800085, y=-0.5909223541024151, z=0.0789157822613533, w=-0.07165284483745459)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.07, z=0.01)>	COMP<10>
[1740779437.0265958]	Q_Header<(2621443, 25182, 257, 173, 250, 8, 58, 128, 60)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 253, 253, 90, 178, 233, 252, 208, 105, 54, 46, 0, 98, 162, 184, 205, 189, 253, 197, 194, 241, 131, 253, 253, 253, 253, 253, 213, 253, 253, 253, 197, 157, 30, 0, 150, 163, 0, 0, 69, 162, 253, 253, 253, 253, 211, 252, 214, 203, 128, 95, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7996555136800085, y=-0.5909223541024151, z=0.0789157822613533, w=-0.07165284483745459)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.07, z=0.01)>	COMP<10>
[1740779437.0388117]	Q_Header<(2621443, 25183, 257, 173, 250, 8, 58, 129, 58)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 253, 252, 80, 243, 219, 231, 198, 91, 38, 17, 42, 105, 136, 194, 232, 177, 247, 250, 205, 225, 155, 253, 253, 251, 253, 253, 253, 253, 253, 253, 141, 124, 0, 0, 91, 97, 0, 0, 12, 135, 127, 253, 253, 253, 253, 253, 241, 253, 168, 107, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7996555136800085, y=-0.5909223541024151, z=0.0789157822613533, w=-0.07165284483745459)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.07, z=0.01)>	COMP<10>
[1740779437.040164]	Q_Header<(2621443, 25184, 257, 173, 250, 8, 58, 130, 58)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 253, 253, 169, 253, 184, 205, 168, 76, 39, 49, 68, 143, 195, 221, 200, 167, 243, 253, 188, 169, 253, 247, 253, 253, 253, 253, 253, 253, 253, 253, 116, 52, 39, 0, 55, 38, 0, 0, 52, 192, 221, 253, 253, 253, 226, 242, 194, 253, 167, 111, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7996555136800085, y=-0.5909223541024151, z=0.0789157822613533, w=-0.07165284483745459)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.07, z=0.01)>	COMP<10>
[1740779437.0481367]	Q_Header<(2621443, 25185, 257, 173, 250, 8, 58, 131, 60)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 253, 253, 253, 253, 150, 158, 157, 71, 60, 16, 106, 221, 253, 253, 149, 213, 253, 253, 153, 134, 253, 249, 253, 253, 253, 253, 204, 253, 253, 253, 0, 28, 0, 0, 35, 0, 0, 0, 0, 132, 143, 253, 253, 253, 141, 156, 119, 216, 114, 96, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7999200023301393, y=-0.590571184384742, z=0.07891779055492676, w=-0.07159363365887787)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0011111111111111111, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.05, z=-0.21)>	COMP<11>
[1740779437.0580516]	Q_Header<(2621443, 25186, 257, 173, 250, 8, 58, 132, 58)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 184, 253, 253, 253, 178, 159, 153, 64, 36, 45, 133, 253, 253, 253, 161, 253, 253, 253, 138, 118, 203, 253, 253, 253, 253, 253, 224, 193, 219, 145, 8, 0, 0, 0, 0, 9, 0, 0, 0, 67, 82, 140, 246, 178, 71, 36, 33, 99, 30, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7999200023301393, y=-0.590571184384742, z=0.07891779055492676, w=-0.07159363365887787)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0011111111111111111, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.05, z=-0.21)>	COMP<11>
[1740779437.0701938]	Q_Header<(2621443, 25187, 257, 173, 250, 8, 58, 133, 52)>	Q_Data<(0, 0, 65, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 253, 253, 253, 196, 140, 132, 58, 34, 70, 145, 253, 253, 253, 212, 235, 253, 247, 129, 75, 113, 253, 253, 253, 253, 253, 253, 134, 112, 51, 0, 31, 0, 0, 0, 0, 0, 0, 0, 4, 37, 43, 133, 115, 37, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7999200023301393, y=-0.590571184384742, z=0.07891779055492676, w=-0.07159363365887787)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0011111111111111111, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.05, z=-0.21)>	COMP<11>
[1740779437.079185]	Q_Header<(2621443, 25188, 257, 173, 250, 8, 58, 134, 49)>	Q_Data<(0, 0, 67, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 184, 253, 253, 252, 166, 96, 111, 59, 54, 127, 177, 244, 253, 252, 253, 203, 253, 253, 104, 61, 155, 239, 253, 253, 253, 253, 253, 232, 64, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8001012389344809, y=-0.5903256680886643, z=0.07891760637289526, w=-0.07159346657030637)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=0.12, z=-0.15)>	COMP<11>
[1740779437.090131]	Q_Header<(2621443, 25189, 257, 173, 250, 8, 58, 135, 38)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 243, 253, 253, 208, 102, 50, 99, 32, 56, 154, 213, 224, 194, 253, 253, 215, 253, 238, 47, 91, 164, 167, 253, 253, 253, 253, 253, 253, 74, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8001012389344809, y=-0.5903256680886643, z=0.07891760637289526, w=-0.07159346657030637)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=0.12, z=-0.15)>	COMP<11>
[1740779437.0981855]	Q_Header<(2621443, 25190, 257, 173, 250, 8, 58, 136, 45)>	Q_Data<(0, 0, 62, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 234, 239, 202, 158, 83, 61, 85, 21, 82, 140, 228, 215, 244, 253, 253, 253, 196, 166, 93, 134, 197, 123, 253, 253, 253, 201, 219, 241, 63, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8001012389344809, y=-0.5903256680886643, z=0.07891760637289526, w=-0.07159346657030637)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=0.12, z=-0.15)>	COMP<11>
[1740779437.1125243]	Q_Header<(2621443, 25191, 257, 173, 250, 8, 58, 137, 41)>	Q_Data<(0, 0, 64, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 211, 202, 131, 132, 126, 109, 60, 75, 128, 113, 202, 176, 253, 253, 253, 253, 130, 84, 113, 139, 196, 164, 253, 253, 193, 161, 138, 147, 77, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8002312688101126, y=-0.5901484355216978, z=0.07897942657617922, w=-0.07153314369959973)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0033333333333333335, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.13, z=0.0)>	COMP<9>
[1740779437.1186457]	Q_Header<(2621443, 25192, 257, 173, 250, 8, 58, 138, 41)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 148, 234, 154, 63, 154, 164, 125, 35, 97, 135, 80, 139, 199, 253, 253, 253, 253, 105, 62, 114, 110, 128, 185, 253, 253, 67, 98, 28, 26, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8002312688101126, y=-0.5901484355216978, z=0.07897942657617922, w=-0.07153314369959973)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0033333333333333335, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.13, z=0.0)>	COMP<9>
[1740779437.1279352]	Q_Header<(2621443, 25193, 257, 173, 250, 8, 58, 139, 42)>	Q_Data<(0, 0, 45, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 245, 165, 72, 164, 151, 112, 51, 100, 119, 45, 168, 241, 253, 244, 174, 214, 80, 155, 206, 87, 83, 197, 91, 168, 162, 54, 9, 26, 32, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8002312688101126, y=-0.5901484355216978, z=0.07897942657617922, w=-0.07153314369959973)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0033333333333333335, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.13, z=0.0)>	COMP<9>
[1740779437.1382031]	Q_Header<(2621443, 25194, 257, 173, 250, 8, 58, 140, 45)>	Q_Data<(0, 0, 36, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 143, 251, 135, 120, 142, 86, 87, 54, 82, 117, 75, 229, 220, 211, 242, 82, 139, 182, 253, 253, 253, 202, 216, 253, 196, 126, 130, 35, 46, 15, 8, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8002312688101126, y=-0.5901484355216978, z=0.07897942657617922, w=-0.07153314369959973)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0033333333333333335, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.13, z=0.0)>	COMP<9>
[1740779437.148064]	Q_Header<(2621443, 25195, 257, 173, 250, 8, 58, 141, 43)>	Q_Data<(0, 0, 58, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 116, 130, 72, 253, 110, 173, 100, 74, 95, 75, 79, 164, 108, 253, 188, 246, 251, 171, 225, 253, 253, 253, 253, 253, 187, 245, 253, 229, 174, 61, 28, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.80029744673568, y=-0.5900911924222509, z=0.0787357921208837, w=-0.07153360338424473)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.0011111111111111111, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.11, z=-0.06)>	COMP<9>
[1740779437.157963]	Q_Header<(2621443, 25196, 257, 173, 250, 8, 58, 142, 41)>	Q_Data<(0, 0, 55, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 127, 136, 0, 245, 128, 180, 58, 56, 140, 82, 102, 213, 183, 253, 180, 193, 174, 211, 253, 253, 253, 253, 253, 253, 146, 204, 253, 253, 253, 154, 140, 24, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.80029744673568, y=-0.5900911924222509, z=0.0787357921208837, w=-0.07153360338424473)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.0011111111111111111, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.11, z=-0.06)>	COMP<9>
