[1740779813.0407076]	Q_Header<(2621443, 62804, 257, 173, 250, 8, 58, 0, 30)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 253, 253, 253, 253, 253, 77, 249, 219, 253, 253, 253, 246, 219, 221, 145, 61, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.45417553607298095, y=-0.8864388268227258, z=0.06994828172821344, w=0.05529942691602214)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.024444444444444446, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.15, z=-0.19)>	COMP<171>
[1740779814.3307648]	Q_Header<(2621443, 62933, 257, 173, 250, 8, 58, 129, 23)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 126, 131, 143, 248, 156, 174, 97, 54, 10, 20, 34, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4832759153015985, y=-0.8701774089991021, z=0.07177727663484211, w=0.06390374884071402)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03777777777777778, y=0.023333333333333334, z=0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.01, z=0.13)>	COMP<166>
[1740779814.3407972]	Q_Header<(2621443, 62934, 257, 173, 250, 8, 58, 130, 23)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 68, 123, 121, 137, 140, 155, 180, 69, 47, 3, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4832759153015985, y=-0.8701774089991021, z=0.07177727663484211, w=0.06390374884071402)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03777777777777778, y=0.023333333333333334, z=0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.01, z=0.13)>	COMP<166>
[1740779814.3507152]	Q_Header<(2621443, 62935, 257, 173, 250, 8, 58, 131, 21)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 145, 215, 253, 96, 68, 44, 16, 17, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.484377953891189, y=-0.8695121384997326, z=0.0720829591161157, w=0.06427041147270943)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.021111111111111112, z=0.08555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.01, z=0.05)>	COMP<166>
[1740779814.360617]	Q_Header<(2621443, 62936, 257, 173, 250, 8, 58, 132, 23)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 88, 131, 143, 248, 253, 205, 110, 51, 23, 0, 33, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.484377953891189, y=-0.8695121384997326, z=0.0720829591161157, w=0.06427041147270943)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.021111111111111112, z=0.08555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.01, z=0.05)>	COMP<166>
[1740779814.3706853]	Q_Header<(2621443, 62937, 257, 173, 250, 8, 58, 133, 27)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 110, 117, 144, 252, 227, 222, 121, 59, 27, 7, 39, 22, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.484377953891189, y=-0.8695121384997326, z=0.0720829591161157, w=0.06427041147270943)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.021111111111111112, z=0.08555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.01, z=0.05)>	COMP<166>
[1740779814.3807948]	Q_Header<(2621443, 62938, 257, 173, 250, 8, 58, 134, 25)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 113, 68, 142, 198, 110, 182, 108, 69, 39, 0, 10, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.48548529373118154, y=-0.8688563183635114, z=0.07226736079679645, w=0.06457674638767791)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.012222222222222223, z=0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.02, z=0.12)>	COMP<166>
[1740779814.3906393]	Q_Header<(2621443, 62939, 257, 173, 250, 8, 58, 135, 21)>	Q_Data<(0, 0, 65, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 124, 127, 129, 253, 167, 109, 127, 78, 48, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.48548529373118154, y=-0.8688563183635114, z=0.07226736079679645, w=0.06457674638767791)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.012222222222222223, z=0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.02, z=0.12)>	COMP<166>
[1740779814.400685]	Q_Header<(2621443, 62940, 257, 173, 250, 8, 58, 136, 27)>	Q_Data<(0, 0, 60, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 81, 76, 108, 242, 207, 116, 104, 84, 27, 12, 11, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.48548529373118154, y=-0.8688563183635114, z=0.07226736079679645, w=0.06457674638767791)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.012222222222222223, z=0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.02, z=0.12)>	COMP<166>
[1740779814.4107096]	Q_Header<(2621443, 62941, 257, 173, 250, 8, 58, 137, 22)>	Q_Data<(0, 0, 64, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 111, 253, 230, 128, 81, 110, 30, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4870052710450235, y=-0.8679912218988944, z=0.07232751550173616, w=0.06469803074416905)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.014444444444444444, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.03, z=0.06)>	COMP<171>
[1740779814.4206893]	Q_Header<(2621443, 62942, 257, 173, 250, 8, 58, 138, 25)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 120, 248, 253, 198, 110, 129, 58, 44, 26, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4870052710450235, y=-0.8679912218988944, z=0.07232751550173616, w=0.06469803074416905)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.014444444444444444, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.03, z=0.06)>	COMP<171>
[1740779814.4310105]	Q_Header<(2621443, 62943, 257, 173, 250, 8, 58, 139, 24)>	Q_Data<(0, 0, 60, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 121, 220, 253, 215, 114, 141, 112, 85, 39, 7, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4870052710450235, y=-0.8679912218988944, z=0.07232751550173616, w=0.06469803074416905)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.014444444444444444, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.03, z=0.06)>	COMP<171>
[1740779814.441268]	Q_Header<(2621443, 62944, 257, 173, 250, 8, 58, 140, 23)>	Q_Data<(0, 0, 46, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 196, 234, 213, 234, 129, 125, 103, 22, 20, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4882236396086879, y=-0.867315654311721, z=0.07232716751297602, w=0.06457564829428576)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.008888888888888889, z=0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.05, z=-0.03)>	COMP<171>
[1740779814.450662]	Q_Header<(2621443, 62945, 257, 173, 250, 8, 58, 141, 24)>	Q_Data<(0, 0, 65, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 161, 252, 182, 253, 253, 165, 146, 103, 32, 38, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4882236396086879, y=-0.867315654311721, z=0.07232716751297602, w=0.06457564829428576)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.008888888888888889, z=0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.05, z=-0.03)>	COMP<171>
[1740779814.4606798]	Q_Header<(2621443, 62946, 257, 173, 250, 8, 58, 142, 27)>	Q_Data<(0, 0, 62, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 140, 186, 211, 253, 253, 253, 209, 106, 64, 48, 0, 0, 0, 0, 0, 0, 0, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4882236396086879, y=-0.867315654311721, z=0.07232716751297602, w=0.06457564829428576)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.008888888888888889, z=0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.05, z=-0.03)>	COMP<171>
[1740779814.4706337]	Q_Header<(2621443, 62947, 257, 173, 250, 8, 58, 143, 20)>	Q_Data<(0, 0, 62, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 215, 216, 253, 253, 253, 253, 144, 80, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4882236396086879, y=-0.867315654311721, z=0.07232716751297602, w=0.06457564829428576)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.008888888888888889, z=0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.05, z=-0.03)>	COMP<171>
[1740779814.4807227]	Q_Header<(2621443, 62948, 257, 173, 250, 8, 58, 144, 21)>	Q_Data<(0, 0, 56, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 248, 216, 253, 253, 253, 253, 184, 90, 48, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4893790551353129, y=-0.8666977529211078, z=0.07214343267272884, w=0.06433094588583434)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=0.0022222222222222222, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=-0.1, z=-0.03)>	COMP<171>
[1740779814.4907103]	Q_Header<(2621443, 62949, 257, 173, 250, 8, 58, 145, 29)>	Q_Data<(0, 0, 51, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 242, 237, 150, 215, 165, 253, 173, 97, 87, 45, 14, 6, 0, 0, 0, 0, 16, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4893790551353129, y=-0.8666977529211078, z=0.07214343267272884, w=0.06433094588583434)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=0.0022222222222222222, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=-0.1, z=-0.03)>	COMP<171>
