[1740780070.502613]	Q_Header<(2621443, 23018, 257, 173, 250, 8, 58, 0, 47)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 253, 253, 253, 132, 253, 253, 253, 253, 253, 71, 58, 125, 199, 128, 131, 0, 38, 165, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 115, 0, 0, 0, 0, 102, 128, 88, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 10, 40, 98, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3920277585551854, y=-0.9152807515636867, z=0.09045385928363456, w=-0.01983637264991986)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.014444444444444444, z=0.11888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.07, z=-0.14)>	COMP<185>
[1740780071.7655315]	Q_Header<(2621443, 23144, 257, 173, 250, 8, 58, 126, 28)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 51, 93, 82, 107, 9, 0, 0, 0, 65, 0, 6, 14, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33032838776319506, y=-0.9391653552313899, z=0.09326344724725832, w=-0.012390366355493088)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03888888888888889, y=-0.008888888888888889, z=0.10111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.0)>	COMP<180>
[1740780071.7682]	Q_Header<(2621443, 23145, 257, 173, 250, 8, 58, 127, 25)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 33, 81, 21, 111, 50, 0, 0, 0, 46, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33032838776319506, y=-0.9391653552313899, z=0.09326344724725832, w=-0.012390366355493088)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03888888888888889, y=-0.008888888888888889, z=0.10111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.0)>	COMP<180>
[1740780071.7825768]	Q_Header<(2621443, 23146, 257, 173, 250, 8, 58, 128, 25)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 77, 101, 109, 103, 0, 0, 0, 71, 26, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3289777482520977, y=-0.9396922842466227, z=0.09271191087104572, w=-0.012512140703465683)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.034444444444444444, y=-0.011111111111111112, z=0.09888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.06, z=0.0)>	COMP<171>
[1740780071.7925055]	Q_Header<(2621443, 23147, 257, 173, 250, 8, 58, 129, 21)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 93, 68, 111, 24, 100, 0, 0, 71, 41, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3289777482520977, y=-0.9396922842466227, z=0.09271191087104572, w=-0.012512140703465683)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.034444444444444444, y=-0.011111111111111112, z=0.09888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.06, z=0.0)>	COMP<171>
[1740780071.8044362]	Q_Header<(2621443, 23148, 257, 173, 250, 8, 58, 130, 30)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 58, 82, 60, 91, 0, 124, 0, 0, 56, 36, 14, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3289777482520977, y=-0.9396922842466227, z=0.09271191087104572, w=-0.012512140703465683)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.034444444444444444, y=-0.011111111111111112, z=0.09888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.06, z=0.0)>	COMP<171>
[1740780071.8128545]	Q_Header<(2621443, 23149, 257, 173, 250, 8, 58, 131, 29)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 72, 85, 64, 79, 0, 96, 0, 0, 51, 21, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3277509572602917, y=-0.9401630811243078, z=0.09228295109451788, w=-0.012511908051836088)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.006666666666666667, z=0.09111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.06, z=0.0)>	COMP<173>
[1740780071.8225482]	Q_Header<(2621443, 23150, 257, 173, 250, 8, 58, 132, 22)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 56, 94, 100, 86, 61, 25, 0, 0, 37, 29, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3277509572602917, y=-0.9401630811243078, z=0.09228295109451788, w=-0.012511908051836088)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.006666666666666667, z=0.09111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.06, z=0.0)>	COMP<173>
[1740780071.8357317]	Q_Header<(2621443, 23151, 257, 173, 250, 8, 58, 133, 20)>	Q_Data<(0, 0, 61, 0, 65, 0, 0, 0, 0, 44, 70, 93, 106, 0, 0, 0, 0, 28, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3277509572602917, y=-0.9401630811243078, z=0.09228295109451788, w=-0.012511908051836088)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.006666666666666667, z=0.09111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.06, z=0.0)>	COMP<173>
[1740780071.8441377]	Q_Header<(2621443, 23152, 257, 173, 250, 8, 58, 134, 25)>	Q_Data<(0, 0, 61, 0, 66, 0, 0, 0, 39, 77, 101, 0, 62, 31, 0, 0, 42, 20, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32612127414856573, y=-0.9407649632138955, z=0.09192188636865806, w=-0.012512607374219721)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.0033333333333333335, z=0.08666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.06, z=-0.11)>	COMP<173>
[1740780071.852286]	Q_Header<(2621443, 23153, 257, 173, 250, 8, 58, 135, 26)>	Q_Data<(0, 0, 50, 0, 67, 0, 0, 0, 70, 80, 100, 0, 47, 0, 0, 0, 55, 0, 7, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32612127414856573, y=-0.9407649632138955, z=0.09192188636865806, w=-0.012512607374219721)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.0033333333333333335, z=0.08666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.06, z=-0.11)>	COMP<173>
[1740780071.8622954]	Q_Header<(2621443, 23154, 257, 173, 250, 8, 58, 136, 22)>	Q_Data<(0, 0, 14, 0, 67, 0, 0, 0, 57, 76, 100, 0, 89, 0, 0, 0, 51, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32612127414856573, y=-0.9407649632138955, z=0.09192188636865806, w=-0.012512607374219721)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.0033333333333333335, z=0.08666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.06, z=-0.11)>	COMP<173>
[1740780071.8741512]	Q_Header<(2621443, 23155, 257, 173, 250, 8, 58, 137, 26)>	Q_Data<(0, 0, 15, 0, 67, 0, 0, 0, 0, 47, 56, 95, 97, 0, 0, 0, 38, 11, 0, 0, 9, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32500951735058703, y=-0.9411543206659253, z=0.09185714997420348, w=-0.01263417278714958)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.0, z=0.0811111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.07, z=-0.03)>	COMP<172>
[1740780071.8835216]	Q_Header<(2621443, 23156, 257, 173, 250, 8, 58, 138, 23)>	Q_Data<(0, 0, 42, 0, 65, 0, 0, 0, 0, 88, 91, 108, 0, 46, 0, 0, 33, 29, 28, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32500951735058703, y=-0.9411543206659253, z=0.09185714997420348, w=-0.01263417278714958)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.0, z=0.0811111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.07, z=-0.03)>	COMP<172>
[1740780071.8923945]	Q_Header<(2621443, 23157, 257, 173, 250, 8, 58, 139, 26)>	Q_Data<(0, 0, 21, 0, 64, 0, 0, 0, 0, 61, 100, 91, 87, 123, 0, 0, 29, 2, 0, 13, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32500951735058703, y=-0.9411543206659253, z=0.09185714997420348, w=-0.01263417278714958)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.0, z=0.0811111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.07, z=-0.03)>	COMP<172>
[1740780071.9041421]	Q_Header<(2621443, 23158, 257, 173, 250, 8, 58, 140, 21)>	Q_Data<(0, 0, 15, 0, 64, 0, 0, 0, 0, 93, 90, 94, 86, 0, 0, 0, 32, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32500951735058703, y=-0.9411543206659253, z=0.09185714997420348, w=-0.01263417278714958)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.0, z=0.0811111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.07, z=-0.03)>	COMP<172>
[1740780071.91261]	Q_Header<(2621443, 23159, 257, 173, 250, 8, 58, 141, 22)>	Q_Data<(0, 0, 56, 0, 59, 0, 0, 0, 0, 41, 42, 96, 0, 96, 40, 0, 28, 44, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32391419263997, y=-0.9415301178941357, z=0.09185808553291029, w=-0.012756372010882559)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.0044444444444444444, z=0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.06, z=-0.01)>	COMP<174>
[1740780071.9236295]	Q_Header<(2621443, 23160, 257, 173, 250, 8, 58, 142, 24)>	Q_Data<(0, 0, 68, 0, 61, 0, 0, 0, 0, 94, 80, 0, 0, 84, 91, 0, 17, 79, 43, 5, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32391419263997, y=-0.9415301178941357, z=0.09185808553291029, w=-0.012756372010882559)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.0044444444444444444, z=0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.06, z=-0.01)>	COMP<174>
