[1740780040.502455]	Q_Header<(2621443, 20018, 257, 173, 250, 8, 58, 0, 59)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 98, 230, 70, 253, 253, 253, 253, 253, 123, 95, 35, 24, 46, 80, 101, 55, 0, 0, 29, 101, 238, 253, 253, 253, 94, 138, 107, 42, 0, 0, 60, 201, 236, 107, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 90, 128, 81, 87, 111, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3277039220170987, y=-0.9405694614050085, z=0.08807538824188367, w=-0.013489023424432634)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.0044444444444444444, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.14, z=-0.19)>	COMP<185>
[1740780041.6824598]	Q_Header<(2621443, 20136, 257, 173, 250, 8, 58, 118, 34)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 94, 95, 135, 39, 131, 177, 114, 51, 21, 21, 29, 14, 27, 30, 0, 0, 0, 0, 0, 0, 0, 70, 155, 253, 253, 225, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35102114796100337, y=-0.9321500559312196, z=0.08709914417324845, w=-0.01715126805373708)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.008888888888888889, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.14, z=0.17)>	COMP<183>
[1740780041.6923573]	Q_Header<(2621443, 20137, 257, 173, 250, 8, 58, 119, 39)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 96, 0, 99, 131, 0, 105, 162, 70, 20, 0, 16, 12, 7, 29, 31, 0, 3, 0, 0, 0, 0, 47, 111, 184, 217, 245, 223, 117, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35102114796100337, y=-0.9321500559312196, z=0.08709914417324845, w=-0.01715126805373708)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.008888888888888889, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.14, z=0.17)>	COMP<183>
[1740780041.702357]	Q_Header<(2621443, 20138, 257, 173, 250, 8, 58, 120, 36)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 99, 78, 99, 70, 0, 0, 103, 37, 5, 0, 0, 0, 0, 24, 24, 0, 0, 0, 0, 0, 0, 76, 127, 209, 172, 131, 161, 77, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35102114796100337, y=-0.9321500559312196, z=0.08709914417324845, w=-0.01715126805373708)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.008888888888888889, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.14, z=0.17)>	COMP<183>
[1740780041.7153828]	Q_Header<(2621443, 20139, 257, 173, 250, 8, 58, 121, 36)>	Q_Data<(0, 0, 66, 0, 64, 0, 0, 0, 0, 0, 100, 96, 11, 0, 0, 0, 76, 24, 4, 24, 0, 0, 7, 19, 15, 0, 0, 0, 0, 0, 0, 82, 119, 150, 131, 84, 113, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35169006970006783, y=-0.931838301650631, z=0.08776992714833348, w=-0.016968038767202164)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.01888888888888889, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.12, z=0.15)>	COMP<184>
[1740780041.722314]	Q_Header<(2621443, 20140, 257, 173, 250, 8, 58, 122, 36)>	Q_Data<(0, 0, 63, 0, 64, 0, 0, 0, 0, 28, 100, 97, 31, 0, 0, 0, 59, 20, 0, 24, 0, 0, 14, 17, 11, 0, 0, 0, 0, 0, 0, 58, 94, 59, 95, 39, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35169006970006783, y=-0.931838301650631, z=0.08776992714833348, w=-0.016968038767202164)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.01888888888888889, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.12, z=0.15)>	COMP<184>
[1740780041.7331953]	Q_Header<(2621443, 20141, 257, 173, 250, 8, 58, 123, 37)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 43, 99, 95, 88, 0, 0, 0, 43, 0, 18, 21, 0, 0, 0, 19, 7, 0, 0, 0, 0, 0, 0, 16, 40, 55, 69, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35169006970006783, y=-0.931838301650631, z=0.08776992714833348, w=-0.016968038767202164)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.01888888888888889, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.12, z=0.15)>	COMP<184>
[1740780041.7428195]	Q_Header<(2621443, 20142, 257, 173, 250, 8, 58, 124, 37)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 80, 0, 108, 83, 0, 0, 0, 45, 41, 13, 0, 6, 0, 11, 14, 0, 0, 0, 0, 9, 0, 0, 0, 0, 33, 58, 24, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35253592963992264, y=-0.9314492420766723, z=0.08856122470698195, w=-0.01666244958305036)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.03, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.12, z=0.0)>	COMP<184>
[1740780041.7524526]	Q_Header<(2621443, 20143, 257, 173, 250, 8, 58, 125, 36)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 89, 100, 68, 116, 76, 0, 0, 33, 61, 0, 0, 9, 12, 12, 0, 13, 0, 0, 0, 4, 0, 0, 0, 0, 34, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35253592963992264, y=-0.9314492420766723, z=0.08856122470698195, w=-0.01666244958305036)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.03, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.12, z=0.0)>	COMP<184>
[1740780041.7653487]	Q_Header<(2621443, 20144, 257, 173, 250, 8, 58, 126, 33)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 83, 100, 113, 66, 119, 0, 0, 86, 75, 18, 0, 0, 26, 12, 0, 21, 0, 0, 0, 0, 0, 0, 0, 2, 28, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35253592963992264, y=-0.9314492420766723, z=0.08856122470698195, w=-0.01666244958305036)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.03, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.12, z=0.0)>	COMP<184>
[1740780041.7682896]	Q_Header<(2621443, 20145, 257, 173, 250, 8, 58, 127, 31)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 74, 100, 111, 42, 133, 0, 0, 109, 97, 39, 11, 0, 25, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35253592963992264, y=-0.9314492420766723, z=0.08856122470698195, w=-0.01666244958305036)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.03, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.12, z=0.0)>	COMP<184>
[1740780041.7824032]	Q_Header<(2621443, 20146, 257, 173, 250, 8, 58, 128, 24)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 67, 100, 111, 30, 42, 0, 0, 150, 96, 45, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35307972220441325, y=-0.9311905482580352, z=0.08917017703381984, w=-0.016357020838510414)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.03, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.11, z=0.01)>	COMP<185>
[1740780041.7923017]	Q_Header<(2621443, 20147, 257, 173, 250, 8, 58, 129, 22)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 69, 85, 88, 86, 84, 0, 0, 184, 82, 38, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35307972220441325, y=-0.9311905482580352, z=0.08917017703381984, w=-0.016357020838510414)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.03, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.11, z=0.01)>	COMP<185>
[1740780041.8041697]	Q_Header<(2621443, 20148, 257, 173, 250, 8, 58, 130, 28)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 87, 87, 86, 71, 62, 0, 0, 193, 75, 38, 6, 0, 14, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35307972220441325, y=-0.9311905482580352, z=0.08917017703381984, w=-0.016357020838510414)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.03, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.11, z=0.01)>	COMP<185>
[1740780041.8125725]	Q_Header<(2621443, 20149, 257, 173, 250, 8, 58, 131, 24)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 93, 81, 97, 93, 0, 0, 0, 188, 79, 38, 8, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3536455815511008, y=-0.9309289626885381, z=0.08972368051089372, w=-0.01599156754683956)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.03, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.1, z=-0.02)>	COMP<186>
[1740780041.8223383]	Q_Header<(2621443, 20150, 257, 173, 250, 8, 58, 132, 24)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 85, 90, 111, 91, 0, 0, 0, 164, 83, 26, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3536455815511008, y=-0.9309289626885381, z=0.08972368051089372, w=-0.01599156754683956)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.03, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.1, z=-0.02)>	COMP<186>
[1740780041.8334117]	Q_Header<(2621443, 20151, 257, 173, 250, 8, 58, 133, 21)>	Q_Data<(0, 0, 64, 0, 64, 0, 0, 0, 0, 90, 83, 109, 20, 0, 0, 0, 139, 79, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3536455815511008, y=-0.9309289626885381, z=0.08972368051089372, w=-0.01599156754683956)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.03, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.1, z=-0.02)>	COMP<186>
[1740780041.8435707]	Q_Header<(2621443, 20152, 257, 173, 250, 8, 58, 134, 22)>	Q_Data<(0, 0, 64, 0, 64, 0, 0, 0, 0, 76, 100, 47, 39, 0, 0, 0, 120, 69, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3543007893643958, y=-0.9306422801426886, z=0.0902078495573776, w=-0.015441533110971944)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.03, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.09, z=-0.17)>	COMP<186>
