[1740779418.2678108]	Q_Header<(2621443, 23304, 257, 173, 250, 8, 58, 0, 45)>	Q_Data<(0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 33, 32, 12, 23, 0, 0, 0, 0, 0, 0, 18, 223, 253, 253, 253, 253, 253, 253, 133, 253, 253, 204, 156, 145, 102, 0, 10, 44, 40, 62, 95, 55, 103, 192, 253, 97, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9750377271292966, y=-0.19592307380814036, z=0.037292522771580607, w=-0.09759532555115777)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.006666666666666667, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.11, z=-0.02)>	COMP<305>
[1740779419.6081283]	Q_Header<(2621443, 23438, 257, 173, 250, 8, 58, 134, 85)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 39, 46, 16, 64, 157, 163, 168, 143, 111, 26, 0, 42, 42, 27, 0, 0, 0, 0, 0, 36, 72, 69, 69, 71, 43, 0, 96, 147, 0, 120, 74, 134, 134, 121, 129, 148, 100, 108, 0, 25, 44, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 175, 253, 253, 239, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 231, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 253, 230, 110, 0, 0, 77, 0, 165, 0, 0, 0, 0, 0, 188, 218, 243, 131)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9694750235899979, y=-0.22607249353924402, z=0.02838113107336622, w=-0.09057548067285047)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.01, z=0.10444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.08, z=-0.12)>	COMP<321>
[1740779419.6180267]	Q_Header<(2621443, 23439, 257, 173, 250, 8, 58, 135, 78)>	Q_Data<(0, 0, 65, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 7, 6, 0, 36, 93, 85, 105, 102, 181, 175, 182, 166, 114, 156, 81, 66, 35, 39, 56, 31, 20, 0, 0, 116, 163, 98, 131, 136, 109, 130, 140, 208, 191, 171, 141, 230, 148, 130, 199, 253, 113, 118, 0, 65, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 253, 253, 171, 253, 253, 253, 253, 253, 253, 218, 0, 66, 88, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 244, 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9694750235899979, y=-0.22607249353924402, z=0.02838113107336622, w=-0.09057548067285047)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.01, z=0.10444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.08, z=-0.12)>	COMP<321>
[1740779419.6280944]	Q_Header<(2621443, 23440, 257, 173, 250, 8, 58, 136, 81)>	Q_Data<(0, 0, 63, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 27, 45, 108, 88, 184, 237, 173, 186, 142, 176, 102, 232, 114, 70, 30, 53, 85, 10, 48, 0, 0, 185, 253, 137, 135, 168, 225, 253, 253, 253, 253, 243, 183, 243, 170, 118, 228, 253, 102, 122, 0, 56, 143, 133, 49, 71, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 244, 253, 52, 244, 172, 253, 199, 253, 253, 192, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 253, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9694750235899979, y=-0.22607249353924402, z=0.02838113107336622, w=-0.09057548067285047)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.01, z=0.10444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.08, z=-0.12)>	COMP<321>
[1740779419.638075]	Q_Header<(2621443, 23441, 257, 173, 250, 8, 58, 137, 82)>	Q_Data<(0, 0, 61, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 3, 23, 32, 67, 137, 158, 218, 253, 207, 247, 88, 214, 141, 247, 116, 34, 144, 124, 59, 33, 58, 54, 104, 214, 253, 155, 196, 221, 253, 253, 253, 253, 253, 200, 155, 193, 96, 165, 235, 253, 97, 100, 12, 0, 253, 253, 225, 253, 216, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 52, 0, 42, 137, 222, 182, 253, 247, 202, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9694750235899979, y=-0.22607249353924402, z=0.02838113107336622, w=-0.09057548067285047)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.01, z=0.10444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.08, z=-0.12)>	COMP<321>
[1740779419.6480112]	Q_Header<(2621443, 23442, 257, 173, 250, 8, 58, 138, 71)>	Q_Data<(0, 0, 63, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 12, 21, 26, 142, 253, 253, 190, 253, 183, 210, 123, 253, 158, 205, 88, 113, 253, 253, 131, 80, 78, 91, 190, 225, 253, 123, 253, 253, 250, 253, 253, 253, 253, 253, 182, 136, 87, 179, 227, 253, 114, 78, 41, 174, 253, 253, 253, 253, 253, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 117, 111, 121, 149, 119, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9690161935511523, y=-0.22809356987280527, z=0.028259920484642452, w=-0.09045616016898513)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.01, z=0.10555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.07, z=-0.01)>	COMP<319>
[1740779419.6579163]	Q_Header<(2621443, 23443, 257, 173, 250, 8, 58, 139, 72)>	Q_Data<(0, 0, 40, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 24, 13, 35, 207, 253, 253, 161, 253, 133, 110, 214, 222, 138, 141, 25, 156, 253, 253, 253, 191, 122, 79, 217, 253, 253, 215, 253, 253, 124, 242, 179, 224, 253, 253, 253, 126, 24, 143, 196, 247, 107, 85, 62, 253, 253, 253, 253, 253, 253, 170, 106, 0, 74, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9690161935511523, y=-0.22809356987280527, z=0.028259920484642452, w=-0.09045616016898513)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.01, z=0.10555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.07, z=-0.01)>	COMP<319>
[1740779419.6704736]	Q_Header<(2621443, 23444, 257, 173, 250, 8, 58, 140, 59)>	Q_Data<(0, 0, 37, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 74, 237, 253, 253, 198, 253, 184, 252, 253, 158, 113, 77, 52, 164, 253, 253, 253, 253, 196, 150, 145, 253, 253, 253, 253, 145, 253, 213, 163, 253, 253, 253, 253, 116, 28, 62, 144, 184, 76, 34, 43, 253, 253, 253, 253, 253, 253, 253, 184, 114, 191, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9690161935511523, y=-0.22809356987280527, z=0.028259920484642452, w=-0.09045616016898513)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.01, z=0.10555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.07, z=-0.01)>	COMP<319>
[1740779419.6781108]	Q_Header<(2621443, 23445, 257, 173, 250, 8, 58, 141, 60)>	Q_Data<(0, 0, 50, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 11, 12, 101, 234, 253, 253, 253, 253, 210, 253, 253, 138, 117, 20, 89, 171, 241, 253, 253, 253, 253, 253, 176, 211, 253, 253, 253, 253, 226, 253, 253, 253, 253, 253, 253, 106, 0, 0, 52, 97, 33, 29, 0, 253, 253, 253, 246, 253, 253, 253, 243, 191, 244, 147, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9686603854502095, y=-0.22962195148479447, z=0.028077112621745205, w=-0.09045713240310085)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0077777777777777776, z=0.11444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.08, z=-0.2)>	COMP<319>
[1740779419.6878245]	Q_Header<(2621443, 23446, 257, 173, 250, 8, 58, 142, 54)>	Q_Data<(0, 0, 55, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 34, 101, 191, 253, 253, 253, 253, 198, 252, 253, 141, 130, 52, 115, 198, 221, 253, 253, 253, 253, 253, 226, 215, 253, 253, 253, 253, 253, 253, 253, 253, 253, 217, 228, 78, 0, 0, 0, 32, 0, 0, 0, 196, 253, 253, 253, 253, 253, 253, 223, 180, 226, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9686603854502095, y=-0.22962195148479447, z=0.028077112621745205, w=-0.09045713240310085)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0077777777777777776, z=0.11444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.08, z=-0.2)>	COMP<319>
[1740779419.6978366]	Q_Header<(2621443, 23447, 257, 173, 250, 8, 58, 143, 60)>	Q_Data<(0, 0, 53, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 49, 100, 173, 253, 253, 253, 253, 185, 176, 187, 104, 114, 105, 149, 218, 253, 230, 253, 225, 253, 253, 206, 184, 253, 253, 253, 221, 253, 253, 253, 253, 253, 132, 135, 65, 41, 31, 0, 0, 0, 0, 0, 100, 164, 172, 153, 228, 238, 222, 123, 118, 157, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9686603854502095, y=-0.22962195148479447, z=0.028077112621745205, w=-0.09045713240310085)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0077777777777777776, z=0.11444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.08, z=-0.2)>	COMP<319>
[1740779419.7080142]	Q_Header<(2621443, 23448, 257, 173, 250, 8, 58, 144, 57)>	Q_Data<(0, 0, 45, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 27, 20, 126, 253, 253, 253, 253, 204, 164, 97, 96, 91, 88, 126, 188, 209, 253, 231, 240, 214, 253, 253, 164, 127, 253, 253, 253, 179, 253, 253, 253, 253, 212, 117, 51, 34, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 63, 137, 80, 36, 15, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9682975243737307, y=-0.23120972152847277, z=0.027955135285121578, w=-0.09033537166371164)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0011111111111111111, z=0.11222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.15, z=-0.07)>	COMP<302>
[1740779419.717857]	Q_Header<(2621443, 23449, 257, 173, 250, 8, 58, 145, 48)>	Q_Data<(0, 0, 41, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 27, 69, 208, 253, 253, 253, 253, 134, 135, 46, 69, 72, 53, 106, 212, 211, 118, 253, 253, 253, 253, 253, 105, 96, 195, 253, 253, 253, 253, 253, 253, 170, 134, 43, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 53, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9682975243737307, y=-0.23120972152847277, z=0.027955135285121578, w=-0.09033537166371164)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0011111111111111111, z=0.11222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.15, z=-0.07)>	COMP<302>
[1740779419.7278304]	Q_Header<(2621443, 23450, 257, 173, 250, 8, 58, 146, 48)>	Q_Data<(0, 0, 53, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 58, 166, 253, 253, 253, 253, 229, 66, 131, 57, 102, 156, 158, 93, 194, 250, 253, 253, 253, 253, 253, 188, 80, 119, 208, 244, 253, 253, 253, 253, 253, 171, 149, 90, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9682975243737307, y=-0.23120972152847277, z=0.027955135285121578, w=-0.09033537166371164)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0011111111111111111, z=0.11222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.15, z=-0.07)>	COMP<302>
[1740779419.738099]	Q_Header<(2621443, 23451, 257, 173, 250, 8, 58, 147, 46)>	Q_Data<(0, 0, 48, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 102, 249, 253, 253, 253, 183, 156, 162, 153, 20, 115, 197, 219, 143, 116, 253, 253, 253, 185, 253, 208, 68, 111, 141, 248, 253, 253, 253, 201, 231, 226, 183, 170, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9682975243737307, y=-0.23120972152847277, z=0.027955135285121578, w=-0.09033537166371164)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0011111111111111111, z=0.11222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.15, z=-0.07)>	COMP<302>
[1740779419.7478924]	Q_Header<(2621443, 23452, 257, 173, 250, 8, 58, 148, 44)>	Q_Data<(0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 110, 253, 253, 253, 253, 253, 238, 181, 165, 21, 94, 189, 222, 166, 161, 243, 253, 253, 190, 233, 213, 176, 131, 155, 253, 253, 134, 253, 132, 102, 189, 116, 146, 53, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.967791799494602, y=-0.23334182955776134, z=0.027954631948065575, w=-0.09027270884539079)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.011111111111111112, z=0.11222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.11, z=-0.07)>	COMP<314>
[1740779419.76054]	Q_Header<(2621443, 23453, 257, 173, 250, 8, 58, 149, 44)>	Q_Data<(0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 85, 158, 230, 228, 253, 253, 250, 181, 144, 82, 52, 145, 197, 163, 253, 190, 253, 253, 194, 184, 253, 253, 253, 99, 240, 134, 253, 253, 203, 130, 88, 75, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.967791799494602, y=-0.23334182955776134, z=0.027954631948065575, w=-0.09027270884539079)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.011111111111111112, z=0.11222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.11, z=-0.07)>	COMP<314>
[1740779419.7695315]	Q_Header<(2621443, 23454, 257, 173, 250, 8, 58, 150, 41)>	Q_Data<(0, 0, 37, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 167, 216, 151, 117, 244, 253, 211, 162, 112, 149, 74, 120, 180, 175, 253, 196, 238, 253, 192, 100, 253, 253, 253, 253, 220, 253, 253, 253, 253, 192, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.967791799494602, y=-0.23334182955776134, z=0.027954631948065575, w=-0.09027270884539079)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.011111111111111112, z=0.11222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.11, z=-0.07)>	COMP<314>
