[1740779883.0312943]	Q_Header<(2621443, 4268, 257, 173, 250, 8, 58, 0, 47)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 214, 253, 253, 151, 253, 253, 253, 253, 253, 253, 230, 244, 200, 106, 69, 21, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 38, 121, 106, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1294575251479303, y=-0.9875637703411183, z=0.08459600653231088, w=0.02832074100360191)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.011111111111111112, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.17, z=-0.07)>	COMP<168>
[1740779884.3212047]	Q_Header<(2621443, 4397, 257, 173, 250, 8, 58, 129, 25)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 135, 89, 111, 153, 86, 67, 14, 33, 0, 6, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12664689074787475, y=-0.987845747833423, z=0.08526540066254508, w=0.02917456085661886)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.008888888888888889, z=-0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.16, z=0.01)>	COMP<193>
[1740779884.3313646]	Q_Header<(2621443, 4398, 257, 173, 250, 8, 58, 130, 30)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 58, 126, 148, 0, 100, 152, 93, 48, 18, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12664689074787475, y=-0.987845747833423, z=0.08526540066254508, w=0.02917456085661886)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.008888888888888889, z=-0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.16, z=0.01)>	COMP<193>
[1740779884.3413143]	Q_Header<(2621443, 4399, 257, 173, 250, 8, 58, 131, 30)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 112, 134, 126, 0, 190, 186, 100, 71, 35, 24, 7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 25, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12664557164770557, y=-0.9878354588521033, z=0.08538658059524823, w=0.02917425698679675)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.0044444444444444444, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.16, z=-0.04)>	COMP<196>
[1740779884.3511856]	Q_Header<(2621443, 4400, 257, 173, 250, 8, 58, 132, 27)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 123, 116, 129, 0, 236, 189, 111, 94, 49, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 64, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12664557164770557, y=-0.9878354588521033, z=0.08538658059524823, w=0.02917425698679675)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.0044444444444444444, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.16, z=-0.04)>	COMP<196>
[1740779884.3611994]	Q_Header<(2621443, 4401, 257, 173, 250, 8, 58, 133, 32)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 0, 0, 42, 131, 148, 68, 177, 152, 198, 154, 55, 19, 21, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 44, 66, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12664557164770557, y=-0.9878354588521033, z=0.08538658059524823, w=0.02917425698679675)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.0044444444444444444, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.16, z=-0.04)>	COMP<196>
[1740779884.3817503]	Q_Header<(2621443, 4402, 257, 173, 250, 8, 58, 134, 34)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 63, 86, 143, 105, 250, 201, 253, 192, 88, 16, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 69, 25, 10, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12665166079956466, y=-0.9878219172916408, z=0.08551275989406752, w=0.029236696637586254)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.0033333333333333335, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.17, z=-0.07)>	COMP<196>
[1740779884.3832753]	Q_Header<(2621443, 4403, 257, 173, 250, 8, 58, 135, 34)>	Q_Data<(0, 0, 56, 0, 66, 0, 0, 0, 0, 0, 0, 0, 120, 127, 132, 129, 253, 253, 253, 179, 122, 17, 21, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 63, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12665166079956466, y=-0.9878219172916408, z=0.08551275989406752, w=0.029236696637586254)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.0033333333333333335, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.17, z=-0.07)>	COMP<196>
[1740779884.3911781]	Q_Header<(2621443, 4404, 257, 173, 250, 8, 58, 136, 30)>	Q_Data<(0, 0, 37, 0, 66, 0, 0, 0, 0, 0, 0, 0, 106, 133, 101, 20, 239, 208, 171, 174, 128, 9, 43, 19, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 26, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12665166079956466, y=-0.9878219172916408, z=0.08551275989406752, w=0.029236696637586254)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.0033333333333333335, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.17, z=-0.07)>	COMP<196>
[1740779884.4012067]	Q_Header<(2621443, 4405, 257, 173, 250, 8, 58, 137, 30)>	Q_Data<(0, 0, 44, 0, 64, 0, 0, 0, 0, 0, 0, 0, 74, 130, 0, 0, 253, 209, 203, 223, 93, 45, 64, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12665166079956466, y=-0.9878219172916408, z=0.08551275989406752, w=0.029236696637586254)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.0033333333333333335, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.17, z=-0.07)>	COMP<196>
[1740779884.4112878]	Q_Header<(2621443, 4406, 257, 173, 250, 8, 58, 138, 25)>	Q_Data<(0, 0, 56, 0, 64, 0, 0, 0, 0, 0, 0, 0, 105, 119, 68, 55, 231, 144, 253, 238, 24, 60, 69, 12, 12, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12664967557162532, y=-0.9878064334704502, z=0.08569452747111418, w=0.029236238360871577)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.0022222222222222222, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.17, z=-0.04)>	COMP<199>
[1740779884.4212344]	Q_Header<(2621443, 4407, 257, 173, 250, 8, 58, 139, 25)>	Q_Data<(0, 0, 30, 0, 64, 0, 0, 0, 0, 0, 0, 0, 112, 117, 122, 153, 252, 151, 215, 192, 28, 55, 56, 32, 28, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12664967557162532, y=-0.9878064334704502, z=0.08569452747111418, w=0.029236238360871577)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.0022222222222222222, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.17, z=-0.04)>	COMP<199>
[1740779884.4311817]	Q_Header<(2621443, 4408, 257, 173, 250, 8, 58, 140, 25)>	Q_Data<(0, 0, 50, 0, 57, 0, 0, 0, 0, 0, 0, 0, 81, 135, 122, 154, 253, 221, 212, 146, 35, 59, 28, 36, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12664967557162532, y=-0.9878064334704502, z=0.08569452747111418, w=0.029236238360871577)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.0022222222222222222, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.17, z=-0.04)>	COMP<199>
[1740779884.4413362]	Q_Header<(2621443, 4409, 257, 173, 250, 8, 58, 141, 29)>	Q_Data<(0, 0, 63, 0, 53, 0, 0, 0, 0, 0, 0, 0, 77, 135, 132, 133, 243, 241, 218, 139, 71, 16, 8, 30, 9, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12664901290609928, y=-0.9878012649987039, z=0.08575511476292505, w=0.02923608538892605)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.0011111111111111111, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.16, z=-0.1)>	COMP<198>
[1740779884.4512892]	Q_Header<(2621443, 4410, 257, 173, 250, 8, 58, 142, 34)>	Q_Data<(0, 0, 66, 0, 54, 0, 0, 0, 0, 0, 0, 0, 73, 135, 139, 111, 253, 253, 207, 86, 74, 62, 11, 22, 0, 5, 10, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12664901290609928, y=-0.9878012649987039, z=0.08575511476292505, w=0.02923608538892605)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.0011111111111111111, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.16, z=-0.1)>	COMP<198>
[1740779884.461175]	Q_Header<(2621443, 4411, 257, 173, 250, 8, 58, 143, 26)>	Q_Data<(0, 0, 67, 0, 60, 0, 0, 0, 0, 0, 0, 0, 22, 114, 14, 162, 211, 253, 231, 138, 61, 127, 50, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12664901290609928, y=-0.9878012649987039, z=0.08575511476292505, w=0.02923608538892605)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.0011111111111111111, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.16, z=-0.1)>	COMP<198>
[1740779884.4791925]	Q_Header<(2621443, 4412, 257, 173, 250, 8, 58, 144, 24)>	Q_Data<(0, 0, 63, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 117, 109, 122, 253, 224, 217, 177, 139, 181, 80, 23, 39, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1266474599645946, y=-0.987789152803373, z=0.08587613309406486, w=0.029296761823135134)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.0, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.14, z=-0.13)>	COMP<198>
[1740779884.481476]	Q_Header<(2621443, 4413, 257, 173, 250, 8, 58, 145, 28)>	Q_Data<(0, 0, 45, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 101, 118, 137, 253, 237, 173, 163, 172, 212, 93, 53, 55, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1266474599645946, y=-0.987789152803373, z=0.08587613309406486, w=0.029296761823135134)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.0, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.14, z=-0.13)>	COMP<198>
