[1740780430.4651735]	Q_Header<(2621443, 59018, 257, 173, 250, 8, 58, 0, 25)>	Q_Data<(0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 56, 32, 17, 22, 27, 39, 91, 84, 0, 19, 21, 7, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45984626167397125, y=-0.8834980936727812, z=0.08551162896273343, w=-0.02569621398523253)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.04111111111111111, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.03, z=0.09)>	COMP<187>
[1740780431.7887833]	Q_Header<(2621443, 59150, 257, 173, 250, 8, 58, 132, 34)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44, 74, 253, 253, 253, 253, 194, 118, 148, 101, 46, 36, 0, 0, 0, 8, 0, 0, 56, 93, 238, 253, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5095150252109744, y=-0.8561292834971654, z=0.0811757287410872, w=-0.029113400458269618)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.02, z=-0.14888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.16, z=-0.29)>	COMP<184>
[1740780431.7952118]	Q_Header<(2621443, 59151, 257, 173, 250, 8, 58, 133, 35)>	Q_Data<(0, 0, 65, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 47, 253, 253, 253, 253, 178, 162, 168, 85, 123, 15, 24, 0, 0, 22, 6, 0, 88, 253, 253, 253, 237, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5095150252109744, y=-0.8561292834971654, z=0.0811757287410872, w=-0.029113400458269618)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.02, z=-0.14888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.16, z=-0.29)>	COMP<184>
[1740780431.8068793]	Q_Header<(2621443, 59152, 257, 173, 250, 8, 58, 134, 35)>	Q_Data<(0, 0, 62, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 253, 253, 253, 253, 222, 111, 143, 180, 184, 38, 45, 27, 0, 28, 0, 8, 192, 253, 253, 253, 253, 152, 91, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5095150252109744, y=-0.8561292834971654, z=0.0811757287410872, w=-0.029113400458269618)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.02, z=-0.14888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.16, z=-0.29)>	COMP<184>
[1740780431.8155167]	Q_Header<(2621443, 59153, 257, 173, 250, 8, 58, 135, 36)>	Q_Data<(0, 0, 27, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 83, 253, 253, 253, 253, 253, 109, 153, 244, 212, 60, 0, 29, 0, 0, 0, 15, 240, 253, 253, 253, 253, 247, 134, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5120864365228613, y=-0.8546167204044225, z=0.08093285039681933, w=-0.02911385342329021)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.01888888888888889, z=-0.15)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.18, z=-0.05)>	COMP<185>
[1740780431.8252807]	Q_Header<(2621443, 59154, 257, 173, 250, 8, 58, 136, 34)>	Q_Data<(0, 0, 30, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 249, 253, 253, 253, 253, 177, 149, 253, 201, 38, 33, 24, 0, 0, 0, 11, 234, 253, 253, 253, 253, 253, 68, 28, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5120864365228613, y=-0.8546167204044225, z=0.08093285039681933, w=-0.02911385342329021)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.01888888888888889, z=-0.15)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.18, z=-0.05)>	COMP<185>
[1740780431.8362544]	Q_Header<(2621443, 59155, 257, 173, 250, 8, 58, 137, 36)>	Q_Data<(0, 0, 29, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 49, 132, 253, 253, 253, 253, 200, 129, 236, 182, 39, 58, 18, 0, 0, 0, 0, 139, 195, 253, 137, 253, 253, 188, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5120864365228613, y=-0.8546167204044225, z=0.08093285039681933, w=-0.02911385342329021)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.01888888888888889, z=-0.15)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.18, z=-0.05)>	COMP<185>
[1740780431.8463056]	Q_Header<(2621443, 59156, 257, 173, 250, 8, 58, 138, 32)>	Q_Data<(0, 0, 43, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 240, 253, 253, 253, 253, 253, 188, 219, 199, 53, 83, 0, 23, 0, 0, 0, 119, 253, 253, 253, 253, 253, 198, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5139918990722028, y=-0.8534792453065682, z=0.0808128814121359, w=-0.02923668443837847)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.023333333333333334, z=-0.14777777777777779)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.2, z=-0.01)>	COMP<185>
[1740780431.8550491]	Q_Header<(2621443, 59157, 257, 173, 250, 8, 58, 139, 36)>	Q_Data<(0, 0, 27, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 232, 253, 253, 253, 234, 253, 253, 217, 238, 131, 94, 30, 21, 0, 0, 0, 151, 253, 253, 251, 253, 253, 190, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5139918990722028, y=-0.8534792453065682, z=0.0808128814121359, w=-0.02923668443837847)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.023333333333333334, z=-0.14777777777777779)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.2, z=-0.01)>	COMP<185>
[1740780431.8661854]	Q_Header<(2621443, 59158, 257, 173, 250, 8, 58, 140, 39)>	Q_Data<(0, 0, 30, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 253, 253, 229, 93, 253, 253, 214, 247, 154, 101, 0, 40, 9, 0, 0, 197, 253, 253, 236, 253, 253, 236, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5139918990722028, y=-0.8534792453065682, z=0.0808128814121359, w=-0.02923668443837847)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.023333333333333334, z=-0.14777777777777779)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.2, z=-0.01)>	COMP<185>
[1740780431.8762908]	Q_Header<(2621443, 59159, 257, 173, 250, 8, 58, 141, 39)>	Q_Data<(0, 0, 66, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 113, 253, 253, 253, 253, 253, 253, 158, 198, 141, 108, 57, 21, 46, 0, 32, 243, 253, 253, 253, 253, 245, 178, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5158671410429478, y=-0.85235265317851, z=0.08068816380250557, w=-0.029418831280489926)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.03111111111111111, z=-0.14666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.23, z=0.07)>	COMP<189>
[1740780431.8861845]	Q_Header<(2621443, 59160, 257, 173, 250, 8, 58, 142, 45)>	Q_Data<(0, 0, 66, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 91, 253, 253, 253, 253, 201, 253, 161, 133, 153, 121, 63, 53, 80, 28, 62, 222, 253, 253, 217, 253, 149, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5158671410429478, y=-0.85235265317851, z=0.08068816380250557, w=-0.029418831280489926)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.03111111111111111, z=-0.14666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.23, z=0.07)>	COMP<189>
[1740780431.8949854]	Q_Header<(2621443, 59161, 257, 173, 250, 8, 58, 143, 38)>	Q_Data<(0, 0, 68, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 215, 253, 253, 253, 152, 253, 253, 129, 172, 125, 62, 94, 96, 48, 71, 172, 253, 253, 119, 243, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5158671410429478, y=-0.85235265317851, z=0.08068816380250557, w=-0.029418831280489926)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.03111111111111111, z=-0.14666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.23, z=0.07)>	COMP<189>
[1740780431.9063404]	Q_Header<(2621443, 59162, 257, 173, 250, 8, 58, 144, 38)>	Q_Data<(0, 0, 39, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 253, 253, 253, 253, 253, 253, 181, 193, 125, 95, 123, 83, 53, 74, 116, 231, 253, 79, 120, 40, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5158671410429478, y=-0.85235265317851, z=0.08068816380250557, w=-0.029418831280489926)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.03111111111111111, z=-0.14666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.23, z=0.07)>	COMP<189>
[1740780431.9153066]	Q_Header<(2621443, 59163, 257, 173, 250, 8, 58, 145, 38)>	Q_Data<(0, 0, 37, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 253, 253, 253, 253, 253, 253, 217, 253, 246, 159, 145, 38, 57, 53, 73, 131, 111, 46, 52, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 108, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.517647046348905, y=-0.851209256972271, z=0.08117799453414028, w=-0.029907682196788524)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=-0.03666666666666667, z=-0.14)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.27, z=0.09)>	COMP<182>
[1740780431.9252408]	Q_Header<(2621443, 59164, 257, 173, 250, 8, 58, 146, 38)>	Q_Data<(0, 0, 56, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 38, 172, 253, 253, 253, 253, 253, 194, 253, 253, 179, 212, 61, 54, 0, 24, 52, 72, 65, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.517647046348905, y=-0.851209256972271, z=0.08117799453414028, w=-0.029907682196788524)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=-0.03666666666666667, z=-0.14)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.27, z=0.09)>	COMP<182>
[1740780431.9354284]	Q_Header<(2621443, 59165, 257, 173, 250, 8, 58, 147, 38)>	Q_Data<(0, 0, 47, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 67, 231, 253, 253, 253, 253, 253, 223, 253, 253, 253, 253, 75, 15, 0, 0, 36, 66, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 54, 0, 0, 0, 0, 63, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.517647046348905, y=-0.851209256972271, z=0.08117799453414028, w=-0.029907682196788524)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=-0.03666666666666667, z=-0.14)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.27, z=0.09)>	COMP<182>
[1740780431.9452856]	Q_Header<(2621443, 59166, 257, 173, 250, 8, 58, 148, 26)>	Q_Data<(0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 79, 20, 0, 0, 0, 28, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5198497216176451, y=-0.8497531788612017, z=0.08203334811014618, w=-0.03076250554130482)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=-0.03888888888888889, z=-0.12555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.31, z=0.12)>	COMP<182>
